"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39","NNS40","NNS41","NNS42","NNS43","NNS44"
-1.8264,0.2639,-0.947,0.2591,-2.1695,0.0707,1.1451,0.6507,0.2662,-0.4302,-0.1374,0.5963,-0.2675,1.0239,1.415,-0.3695,-0.8485,-0.1428,-0.6305,-1.1429,1.2978,1.1839,1.266,0.1994,0.1256,-0.7107,1.3872,0.9534,0.293,1.4742,2.5844,0.7595,0.3831,-2.1365,-0.7233,-1.2569,-0.8006,-0.1741,-2.2938,0.0917,-0.061,-1.6503,1.7284,-0.8241,-0.2782,0.5483,1.6811,-1.0783,-0.3956,-1.0755,0.0521,0.0141,0.4456,0.9393,-0.709,-0.0734,-0.0303,0.2627,0.3156
-2.2648,0.6049,-0.3272,0.3102,-0.9468,0.7056,2.7942,1.0257,1.1507,0.2873,0.0728,1.1728,0.6762,-0.5287,-0.0147,0.6878,0.7027,-0.1744,0.9909,-1.2377,0.8219,0.8058,-0.9846,-2.1208,1.373,-0.8115,-0.351,0.1623,-0.4984,2.2838,0.3169,0.9134,-0.039,1.0216,0.715,0.395,2.4058,2.5215,0.1849,-0.6089,-0.406,0.5952,-1.0018,-1.8613,-0.0602,1.6383,-0.0549,-0.7905,-2.1456,-0.0928,1.0871,-1.101,1.8428,-0.4791,1.1969,0.0641,-1.1883,-0.0394,1.9496
-1.0186,0.9717,0.301,0.2074,-1.3342,0.5342,1.3796,-0.7368,1.2134,0.2902,-0.5334,-1.0861,1.154,0.4926,-1.0549,1.0307,1.8522,-0.2404,0.108,-1.5585,-0.2566,0.4073,-0.3495,-0.7381,0.6872,-0.6229,0.6814,0.3921,-0.5458,-0.1023,0.6187,0.1506,0.0289,-1.458,-1.0657,-1.1313,-0.848,0.7432,1.1446,0.9348,-0.4339,-0.7273,1.1042,0.4832,-1.9533,-2.1446,-1.2771,-0.3703,-0.934,-0.8543,0.8738,-0.2408,0.7765,1.7314,-2.2521,-0.7204,1.8293,1.6278,-0.0255
-0.3072,-1.4165,1.6582,-1.0598,-1.0128,2.0075,-0.6198,1.2435,-0.8455,0.9223,-0.2153,-0.2761,0.7785,-0.6952,-1.3212,-0.313,-0.1595,-0.0917,0.0774,0.5799,0.2033,0.6167,-0.3709,0.1413,0.7232,-1.3583,-0.3848,-0.6841,-0.6724,0.5194,-2.5535,-0.0237,0.4757,0.3179,0.6796,-0.6488,-0.8378,1.9386,0.938,-0.6751,-0.9835,-0.6264,-0.6717,1.528,-0.6139,1.4192,0.778,-1.0822,0.4614,1.1107,-0.2355,0.2103,1.4834,-1.9061,1.4418,-1.4731,0.5724,-0.9908,2.1473
-0.1809,0.6728,0.1327,-1.0891,0.4038,-0.9109,1.4732,-1.0328,0.8519,-1.0242,0.8513,0.3059,-1.5548,-1.1713,-0.5183,1.5129,1.2962,1.2499,-0.4057,-1.0639,-3.3963,0.3546,0.6216,0.9535,-1.2807,1.3238,-0.321,-0.1707,1.4633,1.6298,0.7882,0.0044,-0.2319,1.2724,0.2322,0.2087,2.962,0.607,0.3778,-0.6947,-1.1944,-0.1312,0.9961,0.5526,-0.5966,2.542,-0.4661,0.9629,0.7899,-0.6987,0.8398,0.5384,-0.7435,2.2794,1.3626,-0.8931,-0.1175,-0.2936,0.1667
-1.2822,0.0448,-1.0581,-1.0918,0.1509,1.0333,-0.6335,-1.0677,0.5554,1.0899,0.8991,-0.3915,-0.5111,1.0597,1.1283,-0.5503,-0.3939,0.4611,0.885,0.2682,-0.4652,0.5862,0.0398,0.1228,-0.2313,-0.5101,-0.495,8e-04,-1.0783,-1.4523,-0.9668,0.5573,-0.0686,-0.3017,-0.7129,-0.5644,0.1461,0.0702,-0.1326,-0.4001,-0.1043,1.9006,-0.8513,-0.6166,-0.316,-0.4694,0.0213,-0.5168,-0.4229,-0.7349,0.6565,1.7051,-1.1127,-0.3416,-1.5609,-0.4013,-0.1199,1.0939,2.0092
0.5231,0.9353,1.2805,-1.4668,-1.3034,-1.4973,0.3358,1.2777,0.4943,-0.0316,0.2512,1.2132,1.3591,0.1035,0.2855,-1.2196,-1.2638,0.708,-3.4608,0.7938,-0.8352,-0.0852,-2.1041,0.5369,0.4825,-1.3336,0.6214,-0.2693,0.9562,0.1263,-0.7537,0.9252,0.7958,-0.3404,-1.1518,0.3457,1.2834,1.5544,-0.3113,-1.165,0.1235,-2.2116,0.5568,0.1205,0.1476,0.9679,-0.9467,0.3568,-0.7508,0.9259,1.2874,1.301,-0.6072,-1.0382,-0.0077,-0.6783,0.7907,-0.3866,-1.7503
-0.9677,-0.5895,1.0954,0.8244,0.6856,-0.8077,-1.056,0.0369,0.544,0.2835,1.5324,-0.7113,0.8507,-0.4298,0.1294,2.1339,-1.5852,-1.0427,1.8789,1.6234,-0.9885,0.0936,0.6885,0.2557,-1.5975,-1.1229,-0.3512,-0.1869,-0.4412,-0.6044,0.771,-0.0873,-0.7725,-0.4353,0.8363,0.0094,1.6003,-1.1794,0.5664,1.8281,-0.0243,-0.3683,1.4904,0.8012,-0.6296,0.508,0.2364,-0.6267,-0.9028,0.7848,0.7412,0.9731,-0.5038,0.5082,1.1422,1.4104,0.6122,-1.1194,0.7698
-0.5823,1.3361,-0.5168,0.7664,0.9184,-0.4992,-0.9348,0.5605,-0.0126,1.2675,0.4268,1.7268,1.208,-0.0148,-1.2258,-0.5222,1.0587,-0.2547,-0.5002,0.0308,0.2713,1.2015,-0.407,-0.056,-0.8754,-1.2087,-0.5779,-0.9046,2.2052,2.0164,1.1052,-1.01,0.3238,-0.4694,-0.0521,0.335,-2.2422,0.464,0.5218,1.1852,0.6693,-0.3677,-0.9419,1.5203,-0.0861,-0.0646,-0.7532,-0.5607,0.0297,0.0203,-2.3675,0.2839,-0.9655,1.1041,-0.7276,-2.14,-1.3742,0.6929,-0.4611
-0.3366,0.7773,1.1253,-0.6633,-0.2974,-2.6626,-0.3237,-0.5343,-1.2523,1.3703,-0.8454,-1.8019,2.9684,0.9861,-0.411,-1.097,-1.0474,0.9379,-0.7689,0.2042,1.5271,1.2939,1.5495,0.1608,1.919,-0.6284,-0.7398,0.8876,0.1702,-0.8756,-1.0415,1.0209,-0.3524,-0.1687,1.8516,0.1334,-0.9946,-2.4795,0.5856,-0.4545,-0.4964,-0.1288,0.2822,0.5059,-1.4565,-0.6069,-1.3195,0.1278,0.8943,0.4936,2.6212,-0.8178,-0.3235,-0.5272,-1.1547,0.2584,0.1912,-2.042,0.3062
1.316,-0.142,2.4116,1.0791,-0.4079,0.2716,-1.24,-1.4934,-1.524,-0.8811,-1.4865,1.2325,0.1086,0.1587,-1.4915,-0.2157,-0.6936,1.2515,0.0541,0.4583,-0.5604,0.2185,1.8811,0.2785,-1.1642,-0.9271,-0.837,-0.3431,0.9548,0.3962,0.9863,1.6976,0.0687,0.7184,-1.8701,-0.8829,-1.1484,-1.3339,0.2486,-0.4405,-1.4752,1.0829,-1.834,0.8044,1.897,-0.3767,1.5964,0.9499,1.2624,-0.9068,0.8942,-0.336,0.6429,1.3777,-0.1572,-0.0973,-0.7365,0.0881,-0.8082
0.6224,-1.3479,-0.5947,1.0725,-0.9704,-1.3155,0.0349,2.0877,-0.4549,-1.5954,-2.6819,1.0611,-0.8332,-0.8326,0.1429,-1.4828,0.5241,-0.2963,-0.3149,-0.1861,-1.2256,0.319,1.1152,-0.0626,0.6361,-0.7735,0.5116,0.8782,-0.416,-1.9641,1.0795,-0.0975,-0.7034,1.1721,2.9872,-0.4822,-0.0667,-1.0771,-1.4031,0.5792,-0.5663,1.7047,1.4099,0.6366,-0.65,-0.3243,0.2769,1.0373,0.2715,-0.4154,1.1112,-0.9102,1.5616,-0.2302,0.43,0.2751,-0.287,0.3131,0.1673
2.2343,-1.3251,-0.2575,0.2772,-0.0907,0.4328,0.4233,0.6515,-1.3297,0.5646,0.5166,-1.5825,-1.3803,-0.9536,-0.8737,0.6313,1.9709,-0.8433,-1.067,-0.8821,0.5867,-0.2181,-0.1936,-0.5875,-0.9025,-2.0566,0.3273,0.9435,-0.7974,0.4577,-1.3931,0.3951,0.2725,0.6664,0.9284,-1.5677,-1.7504,1.6696,-0.3118,1.4387,1.2204,0.0952,1.2185,0.0317,0.3532,0.0491,0.1531,0.0561,0.9318,-0.1345,0.2501,1.9579,-1.0449,0.784,-0.9112,1.2721,-0.4204,1.4528,-0.5494
0.5929,0.9265,-0.7849,1.1239,-0.7041,-0.1761,-1.3424,0.7037,-0.8016,-0.191,0.3292,-0.7404,-0.9142,-0.6242,-0.6505,0.8341,0.0877,-0.7917,-1.1584,-0.253,-0.2143,-2.0853,-1.6779,1.2529,1.5021,1.5789,-0.7111,-0.398,0.8294,0.7678,-0.7119,1.1542,0.6369,-0.8129,0.9164,-0.8974,-1.0395,1.1083,-1.0707,0.7083,-2.0984,-0.1141,-2.092,0.1344,0.1425,-0.076,-1.3974,0.4807,0.2075,-1.5202,0.3313,0.8261,0.312,-1.3803,-0.639,0.6317,0.9726,0.7665,0.5298
0.0975,0.0998,-1.7432,-0.0268,-0.1003,-1.9665,-0.5669,0.4104,1.4338,-0.0579,0.2286,1.2334,-0.0563,0.5653,-0.0182,-1.0273,-0.6049,-0.1181,0.57,1.3117,0.7287,-0.5847,-0.8659,2.2618,-0.8782,-1.972,-2.0199,0.2868,-0.1751,0.5564,0.3274,0.7122,-0.7284,0.6469,0.9043,0.2057,-0.5495,-0.6044,-0.9195,-0.4599,-0.3489,-1.3199,0.2967,1.0699,1.8705,1.1488,0.0339,0.2734,0.2467,-0.3426,-0.2322,0.3088,0.4285,1.2534,-1.2888,0.3062,1.0721,-0.5897,1.5472
0.05,0.6445,-0.3731,-0.4344,0.9881,-1.5507,0.6102,1.464,1.0496,-0.5089,0.5206,0.3588,-0.7633,-0.9074,-0.3685,0.653,-0.3677,-1.4103,-1.4683,-1.6933,0.0608,-0.5095,1.8341,0.4228,0.4321,-1.005,-0.0839,-0.2445,0.5824,-0.8022,0.0629,-0.6469,1.3691,-1.3817,-0.8113,1.1079,1.7092,-0.9173,-0.5072,-1.7392,-0.6546,-0.6472,0.7249,-0.3914,-0.467,0.4584,1.7259,-0.3497,-0.3055,0.5204,0.307,0.0422,-0.9577,0.3168,1.8321,0.4123,1.1684,-1.442,1.7471
0.2779,0.1123,0.2383,0.3729,-0.297,-1.0464,-0.3005,1.0018,0.7735,-1.2062,-0.0788,0.0655,-0.7898,0.7658,0.5081,0.401,1.0239,2.3145,-0.897,-1.1465,-0.5056,-0.0633,0.8421,0.3471,-1.9892,0.0762,0.9017,-0.8545,-0.4628,0.8732,1.6719,0.9783,1.6154,0.235,1.8613,-0.8364,-0.2327,2.4612,-1.1827,-0.528,0.766,0.3694,0.1373,1.3206,-0.6433,-1.2155,0.6583,0.6992,0.7269,1.2811,0.2651,0.7092,-0.8667,2.1147,0.0287,1.247,-0.3882,-1.2957,-1.3535
0.9565,-0.7827,1.7046,-0.5483,-0.3466,-0.3231,-0.0028,2.4118,-0.4151,0.7785,-2.281,0.5014,-1.0727,0.6419,-2.5096,1.0427,-1.9024,1.2429,1.7449,0.6453,-0.8731,1.0858,0.5516,0.1426,0.1622,0.6213,0.4285,-2.2951,-1.1119,1.8045,0.8643,-0.5731,-0.9606,-0.8594,-1.7064,1.052,-0.6106,1.4446,0.0906,0.214,1.451,-0.1335,1.4986,-1.4517,-1.252,-0.5107,-0.7388,-1.5656,-1.3128,0.3179,1.5309,0.2333,0.1514,1.2155,-0.7066,-1.6666,-0.512,-0.4081,-1.2411
0.5699,0.1805,1.8317,1.0787,1.0905,1.0456,-1.5126,3.4293,-0.6153,-2.2325,0.9136,-0.6454,0.3482,-1.5189,-1.303,0.7353,0.2105,0.2651,0.1225,-1.1323,-1.825,-1.2046,2.2125,0.3939,-0.0903,0.442,-0.5257,2.3467,0.1034,0.7843,0.7611,-1.1034,-0.9236,0.8356,0.7411,-0.0501,-0.6898,0.9514,0.3632,-0.3856,-0.9516,0.6123,1.1731,-1.9225,0.1751,0.9658,0.5467,0.4618,-1.3089,0.1176,0.4894,-0.2402,0.2717,0.7504,-1.1064,-0.3268,1.323,-0.2863,0.2824
0.9815,-0.2639,0.3528,1.7099,1.1066,-1.1547,-0.1127,-0.6152,1.0699,0.526,0.4762,0.7074,-0.7368,-2.481,-0.4981,-0.8183,1.0532,1.4236,0.4265,0.5497,1.2378,1.0201,-0.5395,-0.7017,-0.8701,0.3268,-0.6356,0.5647,0.2664,2.1734,-0.4503,-1.0064,1.1313,-1.3153,0.5018,0.4676,-0.0216,1.236,0.5459,1.0869,2.6482,0.495,0.1565,0.535,-0.7779,-0.8971,-0.0242,2.3611,0.3251,-0.8834,1.1271,0.4861,-0.6299,-0.5109,0.74,-0.0561,0.2473,-0.7716,-0.9598
0.4722,0.1951,-0.5758,-0.1634,0.0209,-0.4391,0.0678,0.7138,0.2437,2.1666,-0.8554,-1.7699,0.2868,-0.2673,-1.21,-0.8981,-0.7604,-1.2927,0.2161,0.3784,-0.167,-1.3861,0.0659,1.6778,-0.551,-0.2212,0.3412,-0.6012,1.4611,-0.3675,2.0311,0.9494,-0.5644,-1.3959,1.0082,1.0117,1.9451,-0.9218,-0.3941,-1.0885,0.7974,-1.9942,-0.0848,-1.2648,1.0497,-0.6797,-0.2838,0.2056,-0.0324,0.5904,-1.2222,0.3118,-1.642,0.2238,-0.1116,-0.4333,-1.9183,-0.8604,-0.0602
-0.637,-0.4215,0.4503,-0.9947,2.078,-0.2388,-0.5706,1.6639,1.709,-0.7681,-0.3264,0.4584,0.7709,-0.0758,1.7322,0.2371,-0.484,0.0234,0.4682,-0.7718,1.625,-0.6638,-0.58,-2.1206,-0.8892,-0.5241,0.0737,-0.574,-1.3928,-1.7819,-1.9591,-0.3979,-0.524,-1.0127,0.7554,0.2057,0.8846,-0.9725,0.0952,-1.2969,-0.3528,0.4378,1.097,-1.5446,0.4046,1.1681,0.3091,-0.3317,0.304,-0.2722,-0.5529,0.7236,0.864,1.252,1.5145,-0.4709,-0.0706,-0.6076,0.0258
0.9522,-0.5706,0.2114,0.1824,-1.1199,-0.4713,0.3721,-1.2364,-1.0404,-0.0833,-0.072,-1.5842,1.7387,1.6187,-0.7494,-1.4233,-0.1616,0.6099,-0.0823,1.1776,0.0405,-1.8918,0.1626,-0.0235,0.3054,1.2567,-0.4844,0.6011,-1.036,-0.6141,-0.0374,-3.8109,1.0413,-0.442,-0.5574,-0.7083,-1.9417,-1.6438,-0.4506,-0.0629,-0.9957,0.5107,0.7849,0.8232,1.5686,0.4538,-1.7337,-0.5317,-1.5988,-0.1915,-0.3412,-0.3869,0.1614,0.8483,1.0324,0.3423,0.0081,0.6643,-0.3681
-0.0541,-1.3662,-0.1955,-0.4731,1.8224,0.9544,1.5436,-0.4844,-1.7264,0.7399,0.0665,-1.8604,0.9552,1.8766,-1.3167,-0.5137,0.4055,-1.5952,-0.1702,0.7518,0.7601,-0.4947,-0.6335,-1.231,1.0267,-0.0525,-0.0963,1.2054,0.1248,0.2686,0.4521,0.7684,0.124,0.6859,-0.2993,1.6131,-1.0466,-1.8418,0.8102,-1.8277,1.3749,-0.8424,0.9701,0.5116,0.656,-0.6725,-0.731,-0.7059,1.6186,0.6419,-0.651,-1.1191,0.9627,0.0479,0.5595,-2.5217,-0.402,-0.012,0.0456
-1.042,-1.6319,-2.0595,1.6071,-0.9417,0.6251,0.835,-1.569,1.7107,0.0017,-1.3681,0.4802,-0.5833,-0.4491,-1.0264,-0.5571,-1.161,1.2418,0.5574,1.3908,-0.8198,-0.3532,-1.0466,0.0874,0.8333,-1.6527,-0.4867,0.9914,0.3197,-0.7672,-0.1678,0.7598,0.6425,-1.1868,-0.6786,-1.3353,0.2675,1.3153,-0.5719,-0.9607,-2.0134,0.7737,1.3947,0.5204,-0.8512,-1.2708,-0.899,0.0744,-1.6318,0.3695,-0.725,0.2884,1.0793,-0.5681,1.1134,0.4672,-0.3553,-1.6937,-0.369
