"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NS30","NS31","NS32","NS33","NS34","NS35","NS36","NS37","NS38","NS39","NS40","NS41","NS42","NS43","NS44","NS45","NS46","NS47","NS48","NS49","NS50","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29"
-0.8502,1.1636,0.1129,0.2456,0.2652,0.3443,-0.9358,0.0277,0.4622,0.8811,-0.1781,0.258,0.7192,-0.0142,0.8194,1.7385,-0.4009,0.6138,1.2585,-0.1583,-0.0579,-0.4164,-0.3549,-1.2733,-2.5126,0.237,1.0693,-0.6366,1.1246,0.1842,-0.707,-0.877,0.6411,-1.3274,0.4547,0.6883,0.7309,-0.7848,-2.2657,-1.2847,-0.0958,-0.3523,-0.51,-0.6128,-0.6684,-0.2695,0.1864,0.5505,0.6305,1.8723,-0.4007,-0.3714,1.8398,0.0032,-2.6962,-0.1443,1.5879,1.5201,-0.25,-1.1893,0.4735,0.25,-0.9566,-0.562,0.1296,0.472,-0.5161,0.8522,-0.2258,0.1201,0.2645,-0.8515,-1.4867,0.4594,1.2922,1.4131,-0.3717,-1.007,-2.6999,-0.9458
-0.3115,1.2445,-0.4976,1.5655,-0.7882,1.0153,0.0338,-0.2613,0.3698,-1.0727,1.5564,0.4302,-0.7519,-0.5844,-0.2807,0.1026,0.2327,-1.2458,0.8466,1.7475,-0.7954,0.0655,-1.9865,1.0113,-0.954,0.7165,1.1185,-0.3426,0.8423,2.3668,1.0198,-1.3516,0.8114,0.783,2.7954,-1.6711,-2.0979,-0.2112,-1.0797,0.1819,0.4115,-0.8476,0.9249,-0.0807,1.5778,0.2175,-1.41,-0.826,-0.0721,0.892,-0.3851,0.5544,0.7027,0.6258,0.3022,-0.924,-0.5879,-1.4255,-0.1895,1.4305,0.6983,0.0069,0.573,0.2849,0.2675,-1.2474,1.7924,-0.6239,2.8553,0.0976,-2.0605,0.3382,-2.1855,-0.4603,-1.0011,0.6713,-0.9363,0.2835,1.6427,-1.3307
1.2894,-0.4434,-0.2355,-0.1131,-0.9623,0.6061,0.6886,-2.9592,1.3597,1.658,-0.7594,2.2001,0.6472,1.0411,0.2936,1.3008,1.0935,0.5671,0.2113,1.8505,0.8037,0.6618,0.773,-1.0647,0.7078,0.6429,0.1373,0.302,0.7349,-0.4224,2.6333,1.3825,-0.1994,-0.2598,-0.0262,-0.7088,0.299,0.3793,-2.6718,-1.446,-0.2842,0.3238,0.0671,-1.3182,-1.0606,-0.8656,0.1728,0.1105,0.4949,-0.5277,-1.0795,-0.8128,-0.477,1.6289,0.1674,-0.9224,-0.1228,1.5159,-0.4005,-0.1456,-1.891,0.0174,-0.2398,-0.9848,-0.2572,1.9709,-1.0562,-0.7515,-0.4856,-0.7987,-0.4058,0.1505,-1.4704,0.2062,-0.1541,1.0753,0.6582,0.2245,-0.5312,-0.6178
1.2818,1.4917,-0.413,0.0389,1.1803,0.6433,-0.5202,0.6734,-1.3212,0.1857,-0.7862,-0.1639,1.3998,1.3699,0.4113,-0.2953,0.5813,-0.1814,1.3473,-0.465,0.1193,-1.3674,-0.2159,0.9928,-1.4808,-0.7566,0.1435,2.3611,2.1747,-0.6835,-0.4902,-0.2952,0.2889,-1.1498,-0.3801,1.1141,1.5056,-0.5992,0.8185,-1.2535,0.2894,0.1375,2.4986,0.7365,-1.2548,0.43,0.0855,0.4442,1.1179,0.4299,0.9688,1.6616,0.0728,-0.8902,0.131,-0.1459,1.4945,-1.0898,-0.1247,-2.384,0.3994,-1.7244,-0.4077,0.3355,-0.3487,0.9246,0.9471,0.3664,-0.6394,-0.3594,0.5045,0.945,0.4104,-0.1037,-0.1001,0.9925,0.4237,1.5413,1.1522,-0.1033
-0.7083,-0.1448,-0.1787,1.3272,-0.7031,1.1855,-0.147,1.4155,0.0501,-1.5489,-0.5474,-1.7959,-1.0824,0.371,-0.5617,0.6497,0.7388,-0.9808,-1.0119,-1.6676,1.6245,-0.749,-2.7804,-0.1689,1.2974,1.0174,1.284,-0.5507,0.4591,-1.2838,0.2804,0.153,-0.2446,-0.0439,-1.7616,1.1262,1.3429,0.1129,-0.9707,1.2731,2.2723,0.8996,-1.3701,-0.8996,1.1913,2.0568,0.9148,1.0124,1.8719,0.1743,-1.3542,-0.2862,-0.8465,-0.9504,1.6269,-0.3667,-0.6136,1.966,0.3854,-0.2755,0.0908,1.282,0.2068,-1.2966,0.7734,-0.782,1.6327,-0.1988,1.4739,-0.1128,0.3007,-0.1712,-2.43,0.1654,0.0743,1.012,-1.4557,0.4411,-0.8145,0.2709
-0.2499,-0.3702,0.9826,0.0475,-0.0412,0.3925,0.0546,1.4946,-1.4805,1.4981,-1.2568,-0.0515,0.0432,-0.3466,-0.0755,1.8755,1.371,0.6876,-1.4532,0.9123,-0.1473,1.474,0.8084,0.6132,0.2257,0.5782,-1.1869,0.1396,-0.3151,0.5756,-1.3227,-0.4333,-0.4181,-0.6341,-0.8503,1.4678,-0.0909,-0.8715,0.5115,-0.4183,0.5765,0.3217,1.1372,1.2171,1.8706,0.3582,-0.3254,0.3862,-1.6071,-2.5989,-0.7274,-0.6396,1.8211,-0.5226,-1.1066,1.1689,0.1743,-1.1903,-1.5146,-0.0461,0.1517,1.6772,-0.7875,0.3697,0.068,-1.1657,0.9392,-0.2192,-0.5536,1.4541,0.1411,-0.0273,0.4926,-0.647,-0.847,-0.2803,0.3621,0.3407,-0.4047,-0.0894
-0.8101,-0.6514,0.0553,2.1621,-1.5657,1.3042,-1.4105,-0.1176,0.2265,-1.8211,0.7905,-0.9558,0.5894,-0.1467,0.6602,0.554,-1.6924,1.7422,0.4064,-0.3602,-0.5844,0.6878,-0.8139,-1.617,-1.012,0.9485,0.0183,-0.4034,0.1654,0.2861,2.9706,-0.7172,-1.9276,0.0131,-0.9213,-0.2894,1.5579,0.1235,-0.3611,-0.1991,1.1959,-0.0904,-0.8757,-0.3827,-1.5546,0.6629,0.2889,0.9597,1.901,-0.8272,1.3837,-0.591,-1.2897,-0.2002,1.328,-0.1834,0.0205,-0.32,-0.3544,-0.1682,-1.0307,0.0088,0.7418,-0.1953,2.0428,-0.1193,0.3939,0.4905,-0.0725,-1.0615,1.3022,-1.6515,1.369,-1.4073,-0.2293,0.1407,-0.2764,-0.9151,1.521,-1.8653
-0.4135,-0.6217,0.7193,0.484,-1.204,0.8226,1.1007,-1.8625,-0.4977,1.444,0.4748,1.7779,-0.4004,-2.0888,0.2096,-0.8513,-0.7435,0.5455,-1.1294,0.8472,-0.473,-1.6881,-0.554,0.4133,-1.2875,1.04,0.7681,-1.9084,0.6772,-0.0639,-0.5478,-1.4184,-0.408,0.5137,-0.9406,-0.9899,-1.2387,-0.6337,0.2986,-0.7594,1.4609,1.3278,-0.1937,0.9171,-0.7364,-0.7707,1.0637,0.2994,0.4155,0.6085,0.9083,1.2707,-0.9142,-0.1017,0.355,-0.8919,-1.0627,0.1382,-0.4638,-0.6618,-0.5615,-1.1801,0.641,-0.4193,-0.8066,1.2466,-0.4418,0.6542,-1.5622,1.692,0.1243,0.9071,-1.0308,2.233,-0.5221,-1.5565,0.7088,-0.5783,-1.1496,-0.3146
2.6965,0.3148,-1.2404,-0.4044,1.7017,-0.8373,-0.404,0.5765,-0.7977,0.6186,-1.2254,-2.1013,-0.5335,-0.5762,-0.9392,0.669,-0.0831,1.6286,-0.0923,-1.3632,1.0726,-0.3674,-0.7655,-0.0712,0.175,-0.3521,0.2234,-0.4471,-0.0861,0.4844,1.1076,-0.57,-0.3765,-2.0241,0.2076,0.3231,-0.9126,-1.3358,0.4488,-1.2406,-0.6062,-0.1036,-0.8416,0.2588,-0.0856,0.576,-0.0612,1.0899,0.6214,0.3895,-0.1332,-2.4628,0.6825,0.6238,-0.5149,0.0675,0.1661,1.8211,-0.2756,-1.3216,-1.7721,-0.7208,-2.8094,-0.6368,1.1552,-0.0693,-1.2159,-1.0661,0.1958,-0.0249,0.5683,0.7225,-1.6951,0.9169,0.7804,-0.0241,-1.086,2.4535,0.9242,0.2733
1.821,-0.309,1.0991,-1.1878,0.5849,-0.6026,0.7082,-0.2534,-0.0565,0.6984,-0.1127,-0.8861,-0.561,0.5981,-0.3042,2.166,-2.5707,0.7607,0.8089,-1.1621,0.6491,-1.0937,-0.2371,0.1409,-1.8498,0.3171,-0.4994,-0.819,-1.8972,-0.1881,-1.0511,0.2716,-0.0884,-0.1708,1.3957,-0.1799,0.294,0.0578,-0.1583,1.4563,1.9555,-0.0979,-0.5296,0.554,0.3231,0.0467,-0.6737,-0.1054,1.2942,0.1902,-0.1067,0.6342,-2.2913,0.3839,0.8083,-0.1737,0.3024,-0.8827,0.2657,0.5797,0.6267,0.1453,0.8022,-0.7589,-1.2647,-1.7277,0.5125,-0.0147,0.1967,0.2724,-0.7409,1.3286,0.749,0.0644,1.3647,0.5099,-0.4113,-0.1162,2.4971,0.6602
1.3817,-0.7347,-2.0519,0.0082,1.0744,0.6061,-0.1844,1.6654,0.0263,-0.5,-0.3531,-0.3429,1.4496,2.0961,0.093,0.7882,0.5813,1.3594,-0.8335,0.2393,0.186,1.3904,1.6748,1.1208,0.4601,-0.3091,1.9074,-0.0918,-0.8884,-2.0734,1.5138,0.2018,-2.3638,0.6197,-0.2172,-0.869,-0.4123,-0.0703,3.5994,0.6918,-1.0808,1.4931,-0.5634,0.5761,0.2243,-0.919,0.9733,-0.3745,2.465,0.9922,0.53,1.0266,0.6213,-1.1603,-2.5129,-0.4973,1.3597,1.0439,-0.0944,-1.3607,0.7052,0.9556,1.4171,0.0362,-0.3454,0.7143,-0.0425,1.2653,1.6571,0.1388,0.6202,-2.3378,1.6617,0.0046,0.6526,0.249,1.3045,0.357,0.2398,0.2434
-0.682,0.4058,-0.1976,1.4292,-0.1762,1.2257,1.0618,0.3836,-1.1644,-1.4963,-0.0884,-1.1421,-0.594,1.1839,1.0282,-1.0188,0.1217,1.7211,0.3846,0.0186,0.6973,-0.3051,-0.3326,-1.4772,1.0155,-0.4994,-0.1985,-0.0115,-1.3918,-0.5596,-0.5902,-0.5265,0.7169,1.0987,0.1295,-0.5807,-1.6577,-0.9377,0.1285,0.8763,-0.3543,-1.2222,-0.6296,0.511,-0.4976,0.0051,-0.6656,1.2729,2.0506,0.4647,-0.2455,0.4003,-2.5357,2.0299,-0.3086,1.1342,0.7958,-1.0206,0.5814,1.2113,-1.8619,-0.4043,0.423,-0.6528,0.1338,1.6764,2.0263,1.0255,-1.0336,-0.8686,0.7963,0.8482,0.7284,0.8003,-0.3564,0.0886,0.4188,0.0834,-1.1916,1.1414
0.3465,-1.543,1.1337,0.2392,-1.167,-0.9481,-0.5292,0.517,1.3378,0.453,1.5792,-0.2983,-0.3178,-1.6688,-1.2859,1.089,1.5235,-0.1214,1.1943,0,-0.4953,0.4146,-0.7724,1.5468,-0.3837,0.3778,-0.7772,0.1977,-0.1982,-0.8888,-0.5432,-1.595,-0.6628,-1.3682,0.2997,0.4587,-0.9201,-0.591,0.1879,-0.0213,-0.0611,0.634,1.477,-0.9439,0.3794,-0.9554,-0.9424,1.3842,-0.6549,0.5401,1.0506,-0.7265,-0.5568,-2.695,-1.1735,-0.5654,0.1407,-2.0152,0.9797,-1.2311,0.4024,-0.8254,0.2632,-0.6845,-1.217,0.1437,0.8799,-1.4103,-2.4762,-0.4586,0.2876,-0.2335,0.4164,-0.4604,-0.212,0.5568,0.4543,-0.0646,1.0529,0.357
-0.1252,0.533,1.2685,1.0511,1.1867,0.3577,-0.5856,0.9563,-0.2265,-0.2605,-1.5178,0.416,2.1881,-0.7257,0.4271,0.4855,-0.4474,-1.4761,0.2872,0.1831,0.175,0.6901,0.0269,1.0326,-0.3704,-0.4873,-0.2541,1.6249,-0.8961,-1.5135,0.8184,-1.7586,0.6442,0.0203,-1.3505,-0.4422,1.6857,0.8866,0.18,0.1097,-0.8121,-0.1045,1.7705,0.7843,0.8535,0.1581,0.2395,0.4883,0.2125,0.8027,-0.0265,-0.3752,1.5686,-0.1802,0.5617,0.8861,-3.5836,-0.974,-0.6515,-0.1024,-0.7995,-0.1127,0.1627,1.0586,2.114,0.2875,-1.115,0.0543,-0.148,0.3419,-0.5245,0.1709,1.0585,-1.393,0.1504,-0.2304,-0.3527,0.691,1.0634,0.2675
-0.7369,0.8137,2.107,-0.7715,0.7993,-0.0884,1.1594,0.0086,0.4142,0.7817,-0.0054,1.6209,-2.4937,0.0271,-2.513,0.6688,-0.4662,-0.094,0.6414,1.0128,-0.5172,-1.316,0.3316,0.6234,0.1942,-2.3134,0.9257,-1.8416,0.6327,0.1722,1.2375,0.3215,0.0197,0.2486,-1.441,-0.4589,-0.5063,0.5364,2.1668,0.2482,-1.9003,0.9228,-0.9177,0.6353,0.9799,0.8603,0.1986,-2.1783,-0.4009,0.3492,-0.3782,0.37,0.2049,0.0266,-0.1139,-0.469,0.5834,1.7118,1.1063,1.1441,-1.0872,-0.0467,-0.3538,0.4054,0.3065,2.3019,-0.0901,0.3266,-0.2617,0.4062,0.7893,0.9027,-1.4055,-0.0892,-0.8434,-1.602,1.316,1.077,-1.3497,-0.1784
