"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NS30","NS31","NS32","NS33","NS34","NS35","NS36","NS37","NS38","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39","NNS40","NNS41","NNS42","NNS43","NNS44","NNS45","NNS46"
-0.3103,0.3457,-1.079,0.0279,-1.4188,0.9425,2.3612,1.0702,-0.9094,0.0049,-0.5018,0.2666,0.0855,2.0099,1.2413,0.2064,0.7392,0.0164,-0.4854,-0.4917,0.9925,0.0085,-1.0049,1.4775,-2.1687,1.1593,1.1182,0.5357,-0.3837,-0.5564,0.1431,0.8481,-0.6101,0.4183,0.6319,-0.7594,-1.4947,1.6057,0.9853,0.1048,-0.2688,-1.1227,0.7599,0.2721,-0.4158,-0.8208,1.2572,-0.8494,-0.2211,0.4538,-0.3542,-0.277,-0.119,1.0346,-0.4419,-0.4454,-1.46,-0.098,-0.3893,-1.1064,0.0426,0.0698,-0.0283,0.5995,-0.0919,-0.8655,1.4513,-0.1852,-0.558,-0.2651,-0.2584,-1.3184,0.0072,0.3291,-0.0726,0.1392,-2.0115,-0.7232,-0.398,1.3937,2.2599,-0.6623,0.914,-0.5571,-0.6327
-0.4626,-0.9809,-0.8267,-0.708,-0.4336,1.6881,-0.215,0.7738,1.4435,-1.2211,-1.0851,-0.1693,-1.4909,-0.0361,-1.6174,-1.2884,1.8515,0.8077,0.7108,0.3717,-1.4553,-0.2725,1.0321,0.3204,-1.9755,-1.0996,1.5542,-0.2629,0.2187,-0.7562,0.6856,-0.9368,0.2104,-1.366,0.6194,0.2578,0.4004,-0.526,-0.0794,0.7806,1.8134,-1.473,1.4483,-1.4613,-2.9803,-1.816,-0.3362,1.2428,-1.3604,0.0057,0.4079,-0.2819,-0.5897,-0.6332,-0.1232,-2.4846,0.0819,-0.0671,1.4092,0.8199,-0.3073,0.3125,-0.5435,-0.3805,0.1845,0.6198,-1.6162,-1.1572,-0.9715,-0.1868,0.4163,0.5075,0.5187,0.5197,-0.1827,0.9932,0.2663,-0.5358,-1.0734,1.3612,0.4166,0.3571,0.7043,0.8961,0.9109
-0.0212,-0.9314,1.2744,-1.0868,-0.7886,0.2466,-0.7146,-0.179,-1.5466,-0.7724,0.2872,-0.5548,0.1877,0.0817,-0.4949,1.4351,1.1946,0.8913,-0.9067,0.3327,-0.9382,-1.1216,-1.3368,-0.3565,1.5321,-1.0464,-0.0697,1.1166,0.2385,0.0333,-0.9542,0.3165,-0.9458,-0.0581,-1.2467,0.9373,0.9522,0.7095,2.8,0.2511,0.2881,1.0184,-0.8053,1.02,-0.9268,0.4516,0.6842,-0.7461,0.0278,-0.8761,0.0231,-0.0029,-1.8415,0.5478,-0.9118,0.5233,-1.1303,1.2018,0.8015,-0.2336,-0.7223,-1.8287,0.1391,-0.3918,0.2847,-0.8633,-0.445,0.8109,-1.7803,-0.992,0.7816,0.5942,1.4586,0.1064,-3.1431,-0.1622,0.6313,-0.9342,-0.3951,0.5499,0.0615,0.5076,0.951,-1.2711,0.5109
0.781,-0.3596,-1.0951,0.7031,-0.2978,1.3173,0.0446,1.181,-2.0572,0.7465,-0.985,0.2158,1.0531,-1.2824,-0.3182,0.5724,-0.4715,0.2397,-1.3348,-0.2915,-1.7599,0.0434,-0.2605,-0.5835,-1.3088,-0.7631,-1.0485,1.9718,0.1275,0.9581,-0.5034,-0.4696,-1.3834,-0.607,1.6003,1.6172,-0.5473,-1.2559,-0.9465,1.3308,0.8886,-0.3286,-0.3216,1.3869,-0.9348,-0.0557,-0.3788,0.3311,2.0307,-1.0033,0.4412,-0.8829,-0.5568,-0.5492,1.7261,-0.352,0.7726,0.1614,1.1662,1.9371,0.7213,0.881,-1.3515,1.3653,0.4115,-1.7656,0.0617,0.5496,-0.2126,-0.6003,0.4107,0.4919,-0.2955,-1.4921,-0.1936,0.6596,-0.0187,0.1082,0.1363,-0.0136,-0.9425,-0.3574,0.6507,-0.1483,-1.5211
-0.2991,-0.4005,0.188,-1.3479,-0.0216,1.119,1.1151,0.6222,-0.5296,-0.4563,0.0187,0.4204,0.0546,-0.5308,0.5353,0.1944,-0.9661,1.5127,0.2719,-0.5777,-2.2962,-0.0145,0.6872,-0.7027,1.7304,-0.9834,-1.0144,-0.2117,1.2593,0.3955,1.2249,-0.2372,0.0864,0.0869,-1.2107,0.2401,-0.1056,1.1849,-9e-04,-0.4946,-2.2926,-1.9531,0.0729,-0.4757,0.7107,0.2528,0.3158,-0.9605,1.1818,-1.1321,-1.6111,-1.2485,-1.3091,-0.3914,0.1018,1.3715,1.7663,1.6091,-1.0504,-0.6172,-1.9307,-0.1141,2.114,1.07,1.3997,0.9061,-1.9959,-0.6571,0.3801,-0.0895,1.3179,1.8915,-0.5893,0.5103,-0.7302,0.3561,-0.0771,-0.5315,-0.6638,-0.0625,3.2925,2.3329,0.0103,-1.1998,0.0117
-0.6097,-0.453,1.7488,-1.5843,2.2797,-1.1892,-1.0943,-2.096,-0.254,0.9416,0.6842,-1.8998,-0.5335,-0.256,1.1023,-0.6114,0.9645,1.1766,0.9908,-1.064,0.114,0.8413,-0.6603,0.1095,0.0241,-0.3393,0.2764,1.0558,-0.8925,0.9018,-0.6844,-1.0628,-1.452,0.7783,0.6927,0.5508,-0.4489,0.3972,0.2755,-0.2725,0.5224,-0.0885,-0.7723,0.89,0.4834,-1.1258,0.4688,0.0514,0.0423,-1.9557,0.6771,-0.4153,-0.8964,1.0486,-0.2418,0.6999,0.2459,-0.297,-0.9716,0.2342,-0.4913,1.4288,0.7669,-1.4489,-0.6771,-0.3337,-0.4275,1.6612,0.8481,0.2152,0.3003,0.7047,-1.6247,0.0337,0.4674,-0.2613,-1.4164,1.0377,-0.5024,-0.5839,-1.3721,-1.2164,-0.3754,0.0947,-2.1071
-1.1357,-0.4688,-0.8555,0.1621,-0.5405,-0.5025,-1.6823,-0.0844,0.8251,-1.5474,-1.9971,0.7145,1.0731,0.5502,-0.7932,-0.2688,0.4333,-0.1357,1.8155,0.3887,-0.3278,-1.0638,0.155,-1.3698,-0.2508,0.2333,-1.0372,1.5041,1.0982,0.4937,-0.2543,-0.6841,-1.1983,-1.0582,1.5713,-0.5244,-0.3018,-0.3273,-1.1225,0.8823,-0.2844,1.1222,0.7601,1.259,-0.7429,-0.5972,0.6267,1.0507,-0.2523,-0.1659,-0.2868,0.3321,0.4503,0.1307,-0.5257,-0.2432,-1.6442,0.1965,-0.0204,-0.5158,-1.0064,-0.2532,-0.7003,-0.634,-0.5108,1.1997,0.0221,0.2502,-0.0654,-0.3796,-0.0651,-0.7419,0.0099,0.7826,0.3791,-0.1368,-0.397,-0.5396,0.4483,0.8599,-0.2154,1.6852,-0.9315,-0.9918,-0.6666
-0.3104,-0.6646,-0.8321,0.752,-0.5843,1.0285,-0.0417,-0.9022,-0.9725,-2.6202,0.6168,1.196,0.7392,0.4168,-0.8541,0.7174,0.5,-0.6954,-0.455,-0.2386,-1.3037,1.2085,0.8282,0.5833,-1.3306,0.6725,-1.2213,-1.1913,-0.6722,-0.3879,-1.8761,-0.8843,1.3602,-1.519,0.8684,1.1341,-0.2941,0.3371,0.852,-1.9085,0.4491,-0.7192,0.2334,0.5161,0.2934,0.2724,1.0507,-0.0352,-1.3936,-1.9801,-0.3694,0.7139,0.6626,0.3141,0.3238,-0.0436,0.7627,-0.4955,-1.0434,-0.9358,-0.1527,1.6186,-0.0818,0.2793,-0.0753,-1.1169,-0.2872,0.089,0.0539,-1.0124,-0.6998,-0.9092,-1.1117,-0.7687,0.7533,0.041,-0.7993,1.1968,2.2414,-2.1591,-0.0815,-0.7576,0.6033,-0.3787,-2.0003
1.3033,0.1519,0.6522,-1.5014,-0.3327,0.5898,-0.0635,0.639,-0.3674,0.3211,-0.8516,0.7195,0.885,1.413,0.6298,-0.863,1.6006,-0.3671,-0.7605,-1.257,-0.7424,-0.2754,1.3776,2.2331,0.0769,0.3475,-1.0918,0.1654,-0.309,1.0759,0.527,-0.7319,0.5454,0.792,0.1784,-0.9652,1.0415,0.0447,1.2159,0.015,-0.1868,-0.6744,0.816,-0.9845,0.4568,0.1965,-0.5116,0.1026,0.7171,0.3761,-1.2375,0.92,-1.7943,0.148,-0.4133,-0.1699,0.1622,0.9462,0.9322,0.3205,-0.5714,-1.1663,0.0042,-1.0508,1.6809,0.6213,1.5471,2.8691,-0.5838,2.5095,0.0525,0.589,-0.0997,0.2093,1.3259,1.9442,-1.0708,-0.8511,-1.3308,0.1503,0.346,-0.3746,0.1983,0.1495,1.7076
1.0743,-0.8611,-1.3713,1.595,-0.9511,2.5144,-1.0984,1.1011,-0.1133,1.0755,-1.2477,0.9934,0.5337,-0.0766,0.0232,0.4199,-0.4607,-1.7039,3.1024,-0.9513,-0.8256,0.2347,-1.1858,-0.1952,0.0376,0.8772,-0.2941,-0.3107,-0.4068,0.0824,0.5075,0.9814,0.819,1.643,1.4705,-0.116,-0.7866,-0.0076,0.6856,-0.4569,-0.3891,1.3546,0.3165,0.6525,0.1477,-0.082,1.6018,-0.2092,-0.9346,-0.3713,-1.8755,-0.5279,-1.014,1.3845,0.0033,0.8042,1.1258,-1.2292,-0.3534,0.9828,0.4923,0.4614,-0.087,0.0549,2.2599,-0.3841,-1.0996,0.632,2.2932,-0.1361,0.0036,-0.3739,-0.3047,2.4317,-0.1848,0.5581,0.6551,-0.3864,2.2796,-1.7159,0.9707,0.7936,-0.6948,0.4889,-0.6339
1.3762,2.5461,-1.5258,0.2596,-0.2307,1.2552,-0.2011,1.0708,-0.2147,-1.0486,2.1033,0.8654,-0.5592,0.6656,0.1628,-0.2706,1.1451,-1.715,0.1573,0.2422,-0.456,0.0478,-0.0566,-1.7078,0.2369,0.5626,-1.1144,0.6198,-0.3485,0.1983,-1.0951,-0.1955,0.958,-0.9152,-0.0501,1.2735,1.7121,-0.686,0.4539,0.2812,-0.0271,0.0147,0.4023,-0.2215,1.2744,-1.7155,-1.3279,-0.2011,0.0469,-0.0951,1.2524,2.1218,0.9993,0.9549,0.2724,-0.2146,1.5221,1.0935,0.7855,-0.874,-0.7377,-0.1808,-1.0563,-1.4508,-0.5018,-1.47,1.4576,-0.3488,0.1364,-1.2748,-1.7058,-0.1063,0.4271,0.8996,-0.2533,0.4849,0.573,-0.2675,0.7213,0.5009,-0.049,-0.3434,0.1769,-0.6183,0.2873
-1.0173,-1.0273,-0.17,-0.7574,-1.3708,-0.7941,0.6596,0.4218,-0.2992,1.8324,0.552,-0.2223,-1.1627,0.4932,2.0987,-0.7432,0.9395,0.1922,-0.1636,-0.184,1.1904,-0.863,1.1109,-1.5729,-1.2741,-0.3496,-0.6256,-0.0261,1.251,0.5982,-0.0862,-0.0362,0.412,0.9151,-0.1505,2.2309,-0.332,-1.1016,-1.1922,-0.7397,0.2098,0.6294,-1.9095,-0.0693,-0.4846,0.259,-1.0269,1.0133,-0.9082,-1.0998,1.3797,-1.0986,0.3224,-1.4299,-2.0234,-0.7709,-1.7247,-0.4896,-0.8151,-0.5162,0.8251,-1.3999,-0.9586,0.4416,0.8588,-0.8056,2.1058,-1.183,0.2534,-0.7142,-2.137,-0.7979,-0.1564,1.1666,0.7029,0.9259,-1.1463,1.3292,-0.1447,-1.288,-0.3135,-0.2791,0.8946,1.0112,0.6612
1.3575,0.0776,-0.2284,2.1089,-1.2626,-0.7143,-1.5309,0.3637,2.5192,0.0026,0.0338,1.1061,0.9024,0.9036,0.1899,-0.6378,0.3597,-1.0655,-0.1684,1.1697,0.2345,0.0076,-0.0902,2.3634,-1.2398,0.209,0.7679,0.3446,-1.3388,-0.0052,-1.3272,0.5682,-0.7655,-1.2897,-1.2217,-0.9505,-0.8404,-0.2278,-0.4656,0.3892,-0.2168,-0.9534,0.5575,1.1453,0.8407,-1.6084,0.1591,-0.6095,-0.4486,0.9194,-1.2055,-1.1622,-0.8799,-3.4241,0.9298,0.2157,0.0479,0.5643,0.3382,-1.5004,-0.5882,1.0819,0.7251,1.4584,0.4211,0.6982,0.579,0.1436,-0.2309,1.2688,0.1357,-1.5098,0.5252,-1.5915,-0.2664,-0.9222,-0.0552,1.1478,-0.859,-0.2325,-2.3924,-1.8235,0.9684,-1.4062,-1.1159
-0.2046,0.8769,0.6088,-0.9565,-0.3511,-0.4746,0.5373,-0.7446,0.7585,-0.3962,-0.8269,-1.1322,-1.3055,-1.6939,0.505,0.3823,-0.6544,-1.678,0.9107,0.5473,-0.4987,0.7136,1.3107,2.2688,-0.1651,-0.0983,0.9197,-0.4525,0.886,0.0253,0.7057,0.0898,0.1681,1.3782,1.2243,-0.4026,1.3698,-0.381,-0.0577,0.1685,-0.3217,1.3515,-0.0976,-0.4758,0.8447,1.2655,-0.4473,0.5259,-0.2195,-1.161,-0.1425,-0.4641,-0.8381,-0.6399,0.3598,0.0778,0.939,-0.9454,-0.5733,-1.4378,-0.9827,-0.0616,-0.5065,-0.693,1.8346,-0.8532,2.7161,-0.544,0.4072,0.6664,-0.6713,1.5286,0.0307,-0.1263,-0.1481,0.0602,0.1214,-0.9858,-0.1157,0.7229,-0.0218,-1.8815,0.0399,-0.7831,0.6488
-0.2077,-1.25,0.7913,-0.1309,-0.5826,-1.0628,0.0527,1.5722,1.6174,-0.4864,0.7656,0.3477,0.0024,-1.0251,-0.7944,-0.4201,0.1867,-1.1989,0.3321,0.2064,0.3401,2.3882,-1.73,-1.0049,0.6452,0.9987,-1.718,-0.7819,-1.3105,0.1817,1.427,1.5055,-0.7696,-0.4787,-0.7921,-0.1626,0.5962,-0.5045,-0.4849,1.382,1.6829,-0.991,0.4844,-0.0344,1.3775,0.8418,-0.5457,-0.3094,0.3376,-0.6009,0.5851,0.5971,0.7676,1.3907,-1.2319,-0.6992,0.2218,-0.5083,-0.7255,-1.9662,-0.4115,0.0209,-0.2517,-0.2899,0.2187,-0.7795,0.4966,0.1257,0.3595,2.625,-0.0441,-0.2801,-0.2689,-0.3941,-0.8029,-0.5018,-0.1685,0.3454,0.2525,-1.9646,0.5025,1.1678,-0.9664,-0.3133,0.4579
-2.0496,-0.3209,-0.8547,-0.0601,-0.4943,-0.5933,-1.1421,0.8615,-0.1002,0.413,-0.6213,0.2232,-0.1203,0.676,0.0345,-1.2484,-1.415,0.2366,-0.5192,-0.7119,-0.2461,-0.7347,-0.4062,1.0702,0.3919,-0.4625,0.5124,-0.8036,-1.3887,-0.3759,-0.1954,-1.2828,-0.3023,-1.1917,0.7778,0.5914,0.0363,0.239,-0.0574,-0.5486,-0.3678,0.4273,1.5649,-0.1004,2.1252,-1.2115,-0.9856,-2.9652,-0.4133,-0.1677,-0.4629,0.2855,0.8424,-0.2675,-0.2581,-1.5702,-1.7515,1.0503,1.3571,0.5009,1.0382,1.7079,0.1974,-0.2083,-0.2635,0.0579,2.2344,-0.467,1.5785,1.5738,0.1509,0.5863,-0.2266,-0.9537,-0.3181,0.552,0.9213,0.6505,-0.5812,0.5335,-0.3809,1.0581,-0.0977,1.2913,2.0567
1.0909,0.9662,-1.0237,1.1572,0.3641,1.4051,-2.4666,1.0926,0.8274,-1.8667,-2.2366,-0.0331,0.0093,0.59,0.9549,1.8105,0.2199,0.309,0.9828,0.0052,0.7927,0.191,0.2019,-0.7023,-0.3027,0.3172,-0.3165,1.1063,0.0073,-0.371,-0.7577,-1.4825,0.0549,0.5063,1.2871,0.8312,0.1053,-0.645,1.2731,-0.2007,-0.7134,-0.656,-0.2461,-1.4074,-1.5054,-1.2386,0.3445,0.9789,-0.6877,1.0353,0.3393,-2.0283,-1.6846,-0.3659,-1.0992,-0.3152,-1.8688,0.3,-0.2186,0.7301,0.7235,-0.1511,0.0775,1.0142,0.7448,-0.2541,0.8178,3.0094,0.9004,-1.0033,1.2953,-1.352,0.4915,-0.9599,-0.6468,0.4327,0.1841,1.976,0.0634,1.1464,1.4939,-1.3082,0.1607,2.1465,-0.1935
1.5716,1.0739,-1.7267,0.3862,-0.149,1.343,1.5833,1.3776,-0.165,-0.3013,-0.0131,-1.3727,1.6221,1.4702,0.2354,0.9534,-1.0084,0.3894,0.2953,-0.9686,-0.0767,1.0514,1.0596,0.6493,0.3432,0.4344,-0.4507,-0.5523,-1.5087,0.1268,0.6286,-0.0097,-1.5457,-0.0323,0.8759,0.4562,-0.543,-0.9381,1.3093,-0.6283,-0.8243,-0.0202,-0.3711,0.81,-0.6712,-0.5246,-0.0566,1.4908,-1.1242,2.3268,0.391,1.624,0.238,-0.7091,-0.182,1.3323,-1.6013,1.5443,-0.3581,0.4588,0.0565,0.0742,1.1701,-0.5056,-1.7751,0.3025,-2.6958,-0.7659,-0.3722,-0.5283,0.3541,-0.2758,0.7657,1.5117,-0.3618,0.0073,0.1561,-0.6192,1.4335,1.51,-1.6656,0.4425,-0.7256,0.2807,0.2247
1.4789,-0.1074,-0.882,0.7043,0.9775,0.2903,-0.4803,1.4022,0.3884,-0.3936,2.4693,1.0346,-0.2842,-0.0244,-0.7583,-0.2058,1.4055,0.2323,0.5742,2.3636,1.1203,-1.0345,1.002,0.161,-0.3858,1.7462,0.4571,-0.6088,-0.8096,0.8926,0.0066,1.0974,-0.1487,0.9788,1.5178,0.7001,-0.5423,-0.9504,-0.9874,1.6067,0.5561,-0.5287,-1.0242,-0.3034,0.4059,0.5599,-2.1374,0.3459,0.3511,1.7303,1.1992,0.8321,-0.1197,-1.1019,0.5548,-1.4328,2.3985,1.3715,0.3811,1.668,-1.0872,1.1195,1.0076,0.2831,0.6241,0.1095,-0.2628,-1.3212,0.6723,0.5068,1.2675,0.6101,1.3973,0.6028,1.2856,1.4126,0.1459,-0.7584,-1.4389,0.3301,-0.9972,-0.3895,-0.0935,-0.9152,0.2359
-0.7916,0.1442,-1.8227,-0.1668,-1.4238,-1.5598,-0.4857,-2.0245,-0.9301,0.0528,-1.5913,1.1525,-0.2691,-1.0234,-0.0405,2.6722,0.8739,1.7678,1.0361,1.6282,0.8536,-1.011,0.3326,-0.6758,0.0697,-0.7024,-0.6169,-0.8765,0.2997,0.5576,-1.2247,-1.3563,-2.1104,0.2703,0.1646,0.0904,1.1651,-0.7559,0.1785,-0.6325,-0.9982,0.5089,1.2791,0.6428,0.8173,-0.403,1.3439,0.1331,1.4098,1.195,-1.2687,-0.6503,-2e-04,1.3858,0.1193,-0.4028,0.4287,-0.7345,1.5356,-1.1997,-0.1185,-0.2707,0.7329,-1.2977,-1.3012,0.7189,-0.9454,-3.0413,-0.0865,1.401,-0.4807,1.6123,0.803,1.3739,-0.0185,-0.1688,-0.255,-0.6915,0.5649,0.006,-1.8597,1.5134,0.6834,-1.4427,-1.8474
-0.274,-0.5307,-0.0611,1.3868,-1.3871,1.6038,-0.8343,0.1605,-1.6102,-0.1059,0.5428,-0.1142,0.2853,-0.3651,-0.4645,0.6923,-0.208,0.1609,0.9345,0.629,-1.0682,-0.955,-1.1008,1.5188,2.0704,1.5651,0.7968,1.437,0.2696,0.4907,0.4487,0.0122,0.1226,0.2394,-0.5448,-2.573,-0.0658,0.7463,0.7885,-0.6573,0.2121,0.4402,-0.411,-0.5246,1.077,0.7665,-0.7394,1.646,-1.6418,0.2626,0.3306,-0.2996,1.2822,0.0753,-1.1937,-1.3986,0.9015,0.5958,0.3685,0.0743,-0.3789,-0.7587,0.3212,-1.7435,0.7167,0.5664,-0.7084,-0.7343,0.4008,-0.6551,-0.1499,-1.5817,-0.4907,-1.7085,0.6017,1.5446,-0.3374,-0.0218,-1.5647,0.4635,-2.7862,0.047,0.9401,-0.4102,1.824
0.1405,0.3754,-2.2606,0.478,-1.009,0.2137,0.2151,0.0278,-0.7746,-0.2351,0.5881,-1.4388,0.41,-1.0416,-1.1697,0.9062,0.1612,0.4946,0.9912,0.8591,-0.9136,-1.9049,-0.6676,-0.4163,0.6353,0.4563,0.0259,-0.3198,1.1211,0.9079,0.1411,0.185,-1.504,2.6283,1.9724,-1.0581,-0.4055,2.4398,-0.5893,-0.5194,-0.9665,2.5561,-1.1092,1.7724,1.6495,-2.3572,1.345,-0.4831,0.1545,-0.8243,0.0906,-1.0569,-0.7186,-0.6483,1.094,-1.4262,-1.0241,0.8628,2.7234,-0.007,-1.3369,1.7199,-0.1959,-1.7204,0.617,-0.6306,1.1979,-0.726,0.5825,-0.3286,-1.4567,0.4891,-0.074,-0.325,-0.1786,0.0907,-0.662,-1.6257,-0.1877,0.7833,-1.2522,-1.1716,0.2289,0.5169,1.9938
-1.9261,1.5241,-1.0369,-0.579,0.6732,-1.2993,0.7819,-0.1356,-1.0062,1.2185,-1.1648,-0.9281,0.5639,-1.051,-1.3934,0.478,-0.7179,0.7794,1.3581,-1.9432,-1.6211,-0.468,-0.2605,0.3899,0.2941,-2.1262,0.2329,-0.8212,-1.3627,0.6541,0.5625,-0.8734,-1.1691,-0.4071,-1.6397,-0.0048,0.7283,-1.4707,-0.3705,0.2312,-0.116,-1.9808,0.0544,0.0134,0.2499,-0.2222,0.1329,3.1887,-0.4478,-1.7623,0.2926,1.199,-0.2039,-0.388,0.6983,1.3593,1.0886,-5e-04,1.1764,-0.0896,1.1605,0.2342,0.0577,-1.1181,0.2113,0.0136,-1.1968,0.6329,-1.5305,0.8536,0.3091,-0.0508,1.0153,0.2235,0.4056,-1.1639,-1.6637,1.471,-0.9372,1.5429,-0.864,0.2623,0.7944,0.3044,-0.5479
-0.2441,1.5891,0.2851,-0.7702,-0.8775,-0.3852,-0.1513,0.4451,0.0376,0.079,-1.1122,-0.1256,-1.8266,-0.9376,0.5255,0.9701,0.377,0.4849,0.1497,-0.9574,0.7287,-0.6567,-0.6009,1.0277,-1.5197,0.3698,-0.1375,-0.091,2.2574,-0.3591,-0.7001,-0.3567,2.0371,0.0757,0.8359,-0.4533,-0.3636,-0.3226,0.4785,-0.2938,0.8624,0.2034,1.2334,0.9741,0.4298,1.6647,-1.2634,0.188,-1.3561,1.0455,0.156,-0.5421,-1.2629,1.0131,-0.0878,-2.5505,-1.1364,-0.7545,3.103,-0.5504,-2.5234,0.5194,1.138,-0.0113,0.1459,-1.2072,1.237,-1.7497,-0.7775,1.2971,-0.5563,-0.7535,1.993,-1.8135,1.4212,-0.1388,0.7691,-1.7237,-1.2329,0.8463,-0.6034,0.2581,0.8261,1.492,0.2795
0.1002,0.9801,0.0602,-0.8565,-0.4492,-0.7687,-0.1079,0.4884,-0.3078,2.565,0.5379,1.6243,1.2105,-1.1581,0.8517,0.5814,0.8671,-1.7255,-0.2138,-0.7005,-1.6376,-1.2959,0.9742,-1.7544,-0.4659,1.4045,1.0052,-0.215,-0.3608,-1.0948,-1.2555,2.3934,0.6535,-0.5862,0.49,-0.2609,-0.1513,-2.5574,-0.223,0.5236,-0.9849,-0.4295,-0.0945,0.9954,0.2651,-0.2515,0.7338,2.0315,0.3251,-0.1498,-0.5113,0.0951,-0.9826,0.2364,1.0916,0.2575,0.1224,0.6369,-0.8245,-2.1525,-0.2589,-1.201,1.6454,-0.516,1.8471,0.3092,0.2369,-1.6971,1.2137,-0.4684,-0.9776,-0.6704,0.6382,-0.8306,-0.6563,0.3218,1.7971,-0.0283,-0.9644,0.7095,0.007,1.2925,0.108,-1.1275,-0.332
-0.8072,-0.5287,0.823,-1.15,-0.0538,-0.7002,-1.052,0.1359,0.3761,0.369,-1.9031,1.0837,0.2542,-1.6115,-1.0552,0.6372,0.3601,-1.5619,-1.5933,0.7089,1.7838,0.5057,-1.2595,-0.2204,-0.1996,0.3764,-0.8308,-1.7401,0.7808,-1.2622,-2.3771,-1.2893,1.9641,-0.3198,1.143,1.6108,-0.7491,0.8943,-0.6711,0.7752,-0.3797,-0.6728,0.3515,1.5964,-1.5374,-1.4778,0.2038,-0.2172,0.3222,0.7938,-0.7354,0.2302,1.1624,0.7432,0.8856,-0.3876,2.1923,-0.3023,0.2305,1.3112,-2.6574,-0.277,-0.413,0.628,1.6831,2.0138,-0.5528,-0.1441,0.5627,-0.812,-0.5795,-1.4261,0.7202,1.1992,0.732,-0.895,1.8165,-0.0467,-1.4175,1.8331,1.0792,-1.6978,-1.9567,1.7459,0.3063
0.0638,0.0092,2.9997,0.4472,-0.5489,-0.2051,0.0818,0.8306,-0.0031,-1.0048,0.2863,-0.7039,-0.3695,-1.269,0.1659,-0.7082,-0.8228,1.139,1.0017,0.7415,0.9064,-0.3746,0.683,0.0023,0.3795,-0.8455,-0.352,-0.4299,0.9265,-0.7025,-0.4599,-0.4074,-0.4615,0.2584,0.1023,-1.3316,1.4298,-0.6087,1.26,0.6845,-0.4355,2.7283,-0.5058,1.2688,0.19,0.5886,-2.3254,-0.2982,0.6202,-2.3932,-1.1447,0.0122,-0.2967,-0.2386,-1.0957,-0.6867,-1.2101,-1.6238,0.5944,-0.7385,-1.0866,-6e-04,-0.8001,-1.0621,0.0642,-0.199,0.6723,0.7825,-1.4126,0.8091,-1.5743,-0.4759,1.2941,-1.9019,0.5392,-1.6625,-0.5377,-1.3104,0.354,-0.1988,0.5512,-0.0765,-1.4897,0.3451,-1.7371
-1.4851,-0.0305,-1.8839,2.056,-0.5621,-0.64,0.2509,-0.8214,-0.2744,0.5991,-0.4413,-0.1828,0.2722,2.6141,-0.1865,-0.5723,-1.0691,0.2577,-0.7791,-0.5945,-0.2122,-1.8664,-0.3938,1.0127,-0.4933,2.3294,0.2663,-0.9376,0.0782,-0.015,2.4563,-0.7686,-0.8747,0.1771,0.2881,-1.1327,-1.4221,0.9866,-1.3511,-0.9689,-0.3166,-1.5607,-0.0723,-0.0408,0.0145,-0.0729,-1.9891,-0.3403,-1.0072,-2.2694,1.082,0.8317,-1.3563,0.1539,0.3115,-0.0581,-0.0571,2.4223,-0.3849,0.4459,-0.2084,0.7554,0.2818,-0.2825,1.74,-0.4256,-0.2363,-0.5627,0.3999,-1.4483,-1.5634,-0.1926,1.7444,0.2343,-0.7503,0.5702,-0.8313,0.5233,-0.5933,-1.68,0.3303,0.2467,-0.6352,1.3482,-0.2896
-1.0469,-0.6084,-0.5357,0.5106,1.2234,-0.433,-0.5229,1.0204,0.1062,0.6335,-1.2059,-0.2002,-0.6198,-1.5517,-0.9339,-1.3821,1.5194,1.9186,0.4563,-0.5281,-0.6863,0.4273,-2.2341,0.1749,4e-04,0.0588,-0.1359,-0.5535,1.5173,0.6677,-1.7911,1.5363,-0.3058,0.3885,-0.0344,0.9554,0.978,1.116,-0.7437,0.2431,-1.0639,-2.1131,-1.0483,-1.23,0.8587,-0.6352,1.2339,0.159,0.8473,2.6263,0.5626,-0.0725,0.7329,0.7104,-0.9194,0.2652,1.3826,1.1859,0.0368,0.367,-0.6711,-0.4464,0.4926,0.8349,0.5873,0.2847,-0.3789,-0.1518,-1.5297,-0.9579,-1.0428,0.7606,-0.9592,1.021,1.6067,1.2228,1.3591,0.8678,-0.7139,-1.2141,-0.4017,-0.8862,0.0828,-0.4229,1.2541
