"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39","NNS40","NNS41","NNS42"
0.7096,-0.1481,-1.0134,0.6324,-1.7028,-0.0981,1.4422,-0.7299,0.5684,1.3686,0.5706,0.8523,-0.8884,-1.7405,0.8592,1.3687,0.5242,-0.1943,1.0701,2.1991,-0.4901,0.0929,1.3609,-0.3397,-1.1717,-0.2771,-0.2244,1.3363,0.9761,0.3552,0.9934,0.1066,0.2657,-0.1948,-0.8127,-0.4979,1.013,-1.9902,0.6615,1.8664,-0.0062,0.7466,-0.1965,0.8537,1.8836,-1.0865,1.3805,1.0013,-1.5141,1.5587,0.3636,-0.4801,-2.105,-1.423,-0.6116,-1.1045,0.0833,-0.4853,-0.8389,-1.791
-0.3471,0.4344,-0.6659,0.7289,2.6128,-0.8228,0.9067,-0.6943,0.4475,-0.8398,0.3993,-0.3756,-0.4782,0.8821,0.6379,-0.203,1.9507,-0.824,2.0268,-0.3971,-1.6362,0.2405,-0.7425,0.4414,-0.7188,-0.3227,-0.6406,1.5265,-0.092,-0.7716,0.879,0.1557,1.2348,-0.8142,-0.0982,2.7759,0.451,0.2759,-0.717,0.5043,-0.917,-0.398,1.8593,-0.9188,-0.8821,0.8574,-0.3257,-0.6692,-1.072,0.1568,0.832,-0.1862,1.6844,1.1236,-2.6642,-0.4811,-0.7631,0.0468,-1.3092,0.682
0.3295,0.5959,-0.909,0.3401,0.426,0.8519,-0.5731,1.0825,-1.3051,0.2261,0.2963,2.1734,0.4378,0.4739,1.8224,0.6395,-1.0437,-0.2968,-0.8606,-0.7685,0.9529,-1.0552,1.6896,-0.7377,0.1269,1.1164,-0.5467,1.671,0.5639,-1.1764,-1.2948,-1.6688,-0.5161,-1.1516,0.1863,0.0767,0.1369,2.3934,0.1907,0.1272,0.9613,0.1361,-0.4533,-1.0733,0.1138,-0.4844,1.5931,0.8175,-0.41,1.388,-0.0871,0.5491,-1.1749,-0.6746,0.5684,0.4991,-1.6495,0.4111,0.2062,2.1217
0.6271,-0.6042,1.4068,-0.7718,0.9442,0.3588,0.5775,-0.5572,-0.8631,-0.2852,-0.1273,0.0808,-0.1669,-0.5489,0.4089,-0.9722,0.9121,1.023,0.1276,0.2087,-1.5792,-0.486,1.2694,0.3973,0.4517,0.6287,0.8062,-0.9163,-0.0894,0.7576,-1.4622,2.2953,1.5665,-2.3306,0.4355,-0.5286,1.2213,-0.3164,-0.6,-0.5793,-0.864,-1.0517,0.1105,1.8974,1.3158,-0.0413,-0.8103,1.0648,-0.2526,1.0057,-1.7073,0.0931,0.0021,0.8889,-0.01,1.298,-1.0678,-0.3595,1.3069,-1.4047
0.6457,0.1467,0.2849,-0.1075,0.1451,0.4631,0.6754,2.5328,0.9805,-1.0604,-2.6564,-2.1756,-0.9779,0.8485,0.0079,0.663,1.7695,-1.3251,0.5065,-0.6749,-0.7423,-0.5837,-1.0999,-2.2579,0.3253,-0.7317,-0.2405,2.228,-0.6014,-0.6336,0.5541,-0.0935,0.9707,0.5317,0.1247,0.3329,-0.4537,-0.3212,-1.5874,-1.5242,1.1721,-1.2229,1.0386,-1.1741,-0.6856,1.088,1.8789,0.5913,1.128,0.297,0.0039,-0.7408,0.4151,0.7046,-0.578,0.9843,0.7102,-0.5078,-0.5372,-1.4532
0.0141,0.6252,-0.8861,-0.0555,0.5013,1.2726,-0.9473,-0.1471,1.9618,0.2273,1.4968,-1.2476,-1.9726,1.0427,-1.2932,-0.1587,0.2042,-0.3322,1.3844,-0.6866,0.1501,-0.1574,0.2393,-0.6563,-1.1663,-1.5425,1.6285,-2.0194,-0.9323,1.5616,-0.5719,0.2603,-0.5155,0.642,-1.9743,-0.0357,2.2207,-0.433,-1.4139,0.7911,0.6991,-0.4976,-0.71,-0.8286,0.6367,-0.0731,-0.0062,-1.7109,-1.4798,0.2376,1.5244,2.0134,0.0295,0.2849,-1.6856,-1.2745,0.5782,-0.4136,0.8323,1.1163
-0.3909,-0.52,-1.623,0.9069,-0.4237,-0.5969,-1.8447,0.3882,-0.4441,0.6517,0.0232,-0.0249,2.1265,1.9614,0.6662,-0.1691,0.7291,-1.4073,0.2138,0.6843,1.9353,-1.4604,0.0783,0.8665,0.8652,-0.1875,0.5884,-0.253,-0.565,1.3436,0.2093,-0.7169,0.3042,-1.2,0.3405,-0.9188,0.0916,-1.0374,1.8145,1.8982,-0.1338,1.8041,0.5248,-0.1951,1.6442,0.1378,-0.5463,-0.6094,1.1456,-1.6516,-1.1003,-0.4571,0.1919,-1.429,-0.9904,-0.7349,-1.1093,1.8492,2.0211,0.3237
-0.4422,-0.9051,-1.0437,-0.0358,-1.3211,-2.0165,2.1758,-0.3411,-1.1824,-1.1574,1.405,-0.7478,0.3013,1.1749,-0.3728,-1.9437,1.3073,-0.6118,-0.4109,-0.6822,-0.0377,-1.5199,0.791,0.4744,-1.6483,-0.0142,-1.021,-0.1771,-0.4254,1.1311,-0.606,-1.6993,0.1037,0.6023,-1.8192,0.8473,-0.321,-0.6813,-0.5363,-1.2191,0.2726,-0.2903,-0.5696,-0.7758,-0.9294,0.341,-0.4705,-0.2794,0.2219,0.3275,-1.4868,0.6419,-0.086,0.248,0.4168,-0.2507,-1.7613,-0.06,0.2391,-0.9429
0.785,-0.803,0.4031,2.361,-0.0403,-0.6864,-1.5886,2.2572,1.5913,0.5688,1.1608,-0.7517,-2.1569,1.0771,0.7602,0.0763,2.0397,-1.6293,0.6395,1.2661,-0.3248,1.0478,0.4805,1.1898,0.5458,-0.8962,-1.6179,0.3515,0.4558,-0.5003,0.3402,-0.5138,2.8517,-0.9418,0.802,-1.5697,-0.8643,0.6029,-0.6186,0.0766,0.0498,-0.6877,1e-04,-0.6567,-0.1856,-0.1469,1.1292,0.7387,-0.0532,1.7727,-1.1144,-2.4531,-0.0126,1.8956,0.2544,-1.0011,-0.1552,0.3882,-0.1146,2.2351
-1.1228,1.478,-1.1577,1.8569,-1.8327,0.1879,-0.4399,0.8652,-0.2232,1.7669,-1.1257,1.2092,-0.2904,-0.8289,-2.1623,0.748,-0.1123,0.4977,-1.3249,-0.1975,-0.4288,-0.2642,-0.6257,0.0694,1.2676,0.5692,1.3762,-1.1753,1.2269,0.0193,-0.2683,0.1495,-0.1185,-0.7529,-0.7207,-0.6658,2.8971,0.2234,-1.5102,1.2184,0.6109,0.8137,-1.7376,-0.5218,0.5244,-0.3798,0.8271,-1.144,1.3811,0.5882,1.2788,1.0213,0.9324,1.2637,-0.9168,0.2809,1.6614,1.6414,-1.6023,-0.8548
-1.6049,-0.0276,-0.5129,-2.4517,-0.7157,-0.3435,-1.1572,0.5224,-1.8506,-0.5741,-0.5038,-0.3778,0.4198,0.4851,-0.3954,2.5162,-1.3663,0.0906,-0.2429,0.2506,-0.8163,0.4129,-0.0857,-1.3158,-0.4759,-1.925,1.8456,0.0908,-0.8375,0.908,-0.2195,0.7063,-0.1146,1.231,-0.6361,0.6453,-0.5375,1.4654,1.6792,1.1156,1.223,0.8801,-0.4341,0.3088,1.1746,-0.0938,-2.4608,-0.565,2.198,-1.5982,-1.5364,1.032,1.1,1.5134,0.5818,-1.1192,-1.5615,-1.046,0.5797,1.6592
0.0633,0.2174,-1.5558,-0.412,1.4526,0.3462,-0.2356,1.2302,0.8354,0.338,-0.7988,0.221,1.0976,0.3264,-0.0474,-0.856,-0.0504,-0.0406,-1.2663,-0.2762,0.1956,0.1187,0.5779,0.6376,0.0796,-0.0347,0.9134,-2.0892,0.7943,0.903,0.9663,-0.2995,0.0219,0.0883,1.212,-0.2015,-0.7335,0.1037,0.9732,-1.5459,-0.829,-0.112,-0.2426,1.5774,0.6128,-0.1804,-0.4501,-0.2761,-0.7053,-0.3725,-0.6469,-1.2707,1.6367,-1.2184,1.0492,-0.2685,1.6475,-1.2481,0.3432,-0.2945
-0.6199,-0.0307,-0.2944,0.4591,-0.5956,-0.9671,-1.6787,-0.0279,0.4319,-1.6315,-0.1678,0.1969,-0.2703,0.0805,-0.0142,0.3365,0.9598,-0.5485,-1.1307,-1.1147,-0.4415,-2.1742,-1.85,0.9857,1.5883,-0.1087,0.1753,2.2403,-1.7224,-2.2578,0.4132,0.0089,-0.6987,-0.2826,0.0085,-0.2259,0.3898,0.9937,0.1131,-0.3848,1.8355,-0.0607,1.63,-0.8483,2.0813,-0.4862,0.2001,-1.4999,-1.8447,0.0979,-0.2617,-0.1458,3.0075,0.4601,-0.1084,-0.0196,0.9186,2.1918,1.3117,0.728
-0.5497,0.7546,-2.0435,0.6476,0.6562,-1.4871,0.4439,0.7113,-0.7815,0.2565,-0.6288,0.1428,0.1517,0.0444,-2.6023,-0.67,0.4536,0.7519,-0.313,1.091,-1.2035,-0.7636,1.446,1.3184,1.4577,-0.8643,2.3674,-0.1327,0.8683,1.0911,1.6001,-0.8171,-0.4827,0.5849,-1.0454,-0.1314,-0.6931,-0.1433,-0.012,0.9478,0.7657,0.2631,0.0461,-0.103,1.2922,0.4887,-1.0356,0.6517,-0.8159,-1.0259,-0.6854,0.478,0.6231,0.349,-0.8221,-2.1648,-0.5677,0.9144,-1.5641,0.4544
0.1752,1.1732,1.3849,0.0576,-0.5493,-1.0924,-0.5628,-2.0707,-0.1941,0.7763,0.5671,0.6537,-0.5286,-1.5667,-1.0025,0.145,-0.1798,0.0584,-0.2603,0.5844,-0.2745,0.2449,-0.1065,0.1907,-1.162,-1.9343,0.9778,0.3117,0.1365,-0.4765,-1.1506,-1.4424,0.2009,0.0799,-1.3607,-0.5169,1.0994,-1.1769,1.7407,2.1475,-1.7052,-0.0904,0.9217,-0.3258,-0.2584,-1.2014,1.1464,1.8284,0.2835,0.9679,0.3725,-1.2739,-0.3949,-1.9428,0.8406,0.5163,-0.8781,0.8183,-0.2099,-0.7894
2.06,-0.114,1.6338,0.019,0.2567,-0.406,0.5743,0.5266,0.3554,-1.2614,2.7116,1.2299,1.1001,2.5948,-1.6219,-0.7772,0.7471,-0.7663,0.2261,-0.9064,-0.3018,1.1257,-0.1942,1.8544,1.1928,-0.2771,0.2353,0.5164,-1.7527,0.8846,0.9227,0.4529,1.0225,0.7487,-0.9256,0.681,-0.8345,-0.7229,0.1124,1.1572,0.6391,3.1556,-0.6402,0.1527,-1.0025,-0.6672,-0.4843,-1.248,0.6994,-1.5666,-1.568,0.5537,0.3669,-0.4615,0.3261,-0.6879,1.134,1.2658,1.4523,-0.7881
-0.3539,0.4822,0.4056,0.9422,-2.2753,1.079,-0.2695,-0.4622,-0.556,-0.4871,-0.8789,0.3555,-2.3082,0.815,-1.2396,0.2103,1.8529,-1.135,0.8838,0.1388,-0.9593,-0.1627,0.8449,-1.7616,0.6425,0.5176,-0.5925,0.5296,0.3059,-1.1966,-1.6177,-0.0783,0.677,0.8564,-0.508,-0.1773,0.4434,1.3132,0.8434,-2.7223,-0.568,-0.3077,0.7321,-0.9612,-0.9817,-0.6266,-1.3883,-1.0206,-0.2387,0.5148,-0.3503,1.0892,-1.3459,0.7317,1.1881,-0.2527,0.9833,0.6638,-1.4189,-2.2018
-0.41,0.6891,0.8257,0.1176,0.2316,-0.5222,-0.2543,2.0218,0.5536,0.4079,-0.5543,1.5782,-0.645,-0.4815,0.3047,-0.5911,-1.5138,0.84,-0.5339,-0.9155,-0.9078,0.0441,-1.2691,1.0675,0.4534,0.2419,-0.2369,1.1549,1.7093,0.4817,-0.3354,-0.3034,1.5125,1.3083,-0.5925,0.7065,-0.9486,-0.7095,-1.3086,1.7409,-1.0423,0.0602,1.2783,1.1961,-1.0657,1.4936,0.9456,0.9855,0.5895,-1.5348,-0.7071,0.5427,0.1305,-0.6506,0.9717,-0.7532,-0.5775,-1.874,-1.1789,0.4264
0.8828,-0.5842,-0.0067,-0.2176,-0.0343,0.1263,1.2964,1.2458,1.0012,-0.8866,0.0065,0.7366,-0.1102,-0.7524,0.1861,0.3477,-0.0912,0.4579,0.2755,-1.8751,-2.5816,-0.2641,-0.5024,-1.0385,0.0421,-0.7222,0.8365,0.0848,0.9051,-1.2468,0.9276,-0.9482,0.5057,0.1885,0.4411,-0.309,0.3608,0.0193,0.1786,-0.5003,-0.2473,0.7434,-0.1319,1.3475,-1.1311,-1.9732,0.1084,0.8777,1.4789,0.4265,1.1072,0.8107,-0.2293,0.424,1.0372,-0.6746,-0.8662,1.6776,-1.2113,-0.9246
1.2067,0.718,0.8081,-0.202,2.7481,-0.261,0.9824,-0.2009,-0.7053,-0.6807,-0.2334,0.7066,-0.8023,-0.764,-0.0857,0.6006,0.0117,0.6436,1.6381,0.6724,1.0812,1.7509,1.1068,0.6276,-0.6467,-0.0797,-0.4699,0.5213,0.0424,-0.1831,0.6109,0.1303,0.5911,-0.7525,-1.262,1.0208,-2.1087,-0.3924,0.5605,-0.9639,-0.3254,0.1245,-0.5322,-0.4646,-0.6513,0.8654,0.6278,-1.8514,1.0857,-2.1807,-1.889,-0.0665,-0.2389,-1.1664,-0.1026,-0.0506,-0.1165,-0.6098,0.3365,-0.4535
0.2726,-1.1074,0.2087,-0.4995,-0.5205,1.1044,0.1557,-0.0794,0.9655,-0.8064,0.8964,0.1478,1.5574,-0.8722,-0.8819,-0.1176,-0.4846,-0.3175,-1.4344,0.5524,0.41,0.2557,1.1434,-0.1511,0.8938,-0.4917,0.8629,0.9315,-1.3889,1.745,-0.8776,-0.0253,-1.0375,-1.0267,-0.5706,0.4618,1.0476,-1.1498,-1.8827,0.5747,1.6597,-0.0475,0.8958,-0.1075,1.0338,0.7606,-0.2553,1.2571,-0.8703,-0.4124,-0.4129,-1.6821,3.053,0.1745,0.3865,-1.2618,0.8113,0.1889,-1.5403,-2.0371
0.6987,0.2483,-1.8797,-1.1933,0.3778,1.5048,-0.6898,-0.9401,-1.0808,-0.1342,0.6747,0.0763,0.493,-1.2505,-0.5223,-1.8912,1.9217,1.2813,-0.0399,-0.2968,0.678,1.4949,0.3903,0.0237,-0.0662,-1.8015,-0.0703,-0.0858,-0.2062,-0.7665,-1.2234,0.4492,-1.2854,0.1889,0.2359,-0.4628,0.5753,0.127,-1.6282,-0.4462,1.346,-0.364,-0.4222,0.1308,0.546,-0.5612,0.0497,-1.0907,-1.9882,-0.553,-1.32,0.4503,0.3567,0.0759,0.1453,0.8856,0.6786,-0.8858,-0.1965,-0.303
0.4597,-1.7003,-0.0812,0.2987,0.6248,0.9929,-0.6108,-0.0911,-0.3588,2.1394,-0.7306,-1.3236,1.4471,-0.5491,-0.173,-0.3681,0.5124,1.1032,-2.954,0.5169,-0.6146,-0.1729,0.2574,0.2186,0.327,0.1148,0.5331,-1.0365,0.3834,-0.8197,0.047,0.3356,0.4451,-0.1886,-0.5143,0.2945,0.3453,1.3637,-2.7358,0.4198,-0.4189,0.1473,0.081,9e-04,-0.3668,-2.6852,-0.5249,0.0906,-0.8624,0.7472,1.1025,-1.2871,0.1928,-0.5997,0.2999,0.821,-0.1824,0.1605,0.3772,0.4173
1.4725,-0.6737,0.0696,1.3786,0.0593,-0.1966,1.6621,0.5335,0.6988,-0.1155,-0.8144,1.0575,0.072,0.6804,0.2101,1.9385,-0.5852,0.105,-1.0484,0.275,0.8582,0.365,0.3036,0.109,2.2167,0.9629,0.2892,-2.0405,0.9625,-0.4262,-0.4135,0.0021,-0.054,0.1909,-0.5525,0.7383,-1.0974,0.8769,1.5542,0.6452,-0.4589,-0.195,-0.0639,1.1248,-0.1203,0.45,0.8956,1.4427,0.6113,-0.9991,-2.0616,0.41,0.1536,-1.0643,0.8992,0.479,0.5352,-1.2691,-1.6624,-1.1432
-0.1679,-1.2316,-0.7443,1.5907,-0.0171,0.3042,-0.1419,0.1345,-1.2917,-0.7328,-1.7184,0.6569,0.1114,-0.299,1.1966,0.4166,-0.5938,0.8681,-0.7927,0.507,-2.2136,-0.9166,-0.4123,0.1767,0.0678,2.4352,1.7085,1.7424,-0.2107,-0.903,-0.2496,0.8501,0.0371,-0.5955,-0.8529,-0.122,1.9261,-0.8547,1.1241,-0.8774,-0.3029,-1.1191,0.6424,1.5732,-0.9744,0.9827,-3.5713,0.9961,0.3231,0.7749,1.4562,0.1424,1.2031,-0.154,0.3471,-0.0786,-0.6811,-1.2052,-0.2228,0.0325
-0.4957,-0.2458,-0.2031,-1.7839,0.6336,1.2788,-0.5203,-0.6614,0.1069,0.1812,-0.2299,0.0072,0.9453,-0.9441,-0.4734,0.1163,-0.5153,1.0523,-0.1907,-0.6821,0.4888,0.8025,1.0712,0.7753,0.0376,-1.8953,-1.5089,0.6698,-0.271,-0.4997,-2.7139,0.9158,-0.9252,1.1507,0.3863,0.1934,-0.2352,0.7064,0.1854,-0.4203,2.6208,-1.702,-1.2041,2.2079,0.0321,-0.1905,-0.5006,-0.5764,-0.1431,-1.0343,-1.2197,0.1818,-0.2218,0.027,0.0238,0.6073,0.0146,0.7886,-0.6679,0.2231
-0.327,-0.0577,0.4434,-0.3182,-0.7282,0.3623,0.0987,0.341,0.6453,-0.2866,-2.7192,1.7366,-1.1389,-1.4238,0.3518,-0.5807,0.0936,1.1947,0.5008,-1.3725,-1.3624,0.3359,1.7855,0.3254,0.8411,0.3621,0.1503,0.2753,-1.0651,0.8178,-0.436,2.1055,1.0066,0.3938,0.7842,-0.1091,0.0578,-1.5825,0.9036,-0.4125,-1.1476,0.59,1.2071,-0.1219,0.5308,2.7322,-0.5687,0.6446,2.5225,0.0679,1.3858,1.1512,-1.9333,0.325,-0.3441,0.3911,-0.1897,-2.0043,-0.3388,0.1367
0.397,-0.598,2.1218,-1.6065,-1.0261,-0.3323,0.6893,0.4133,-0.4599,-0.1255,-0.8025,0.2342,1.2613,-1.3817,0.0603,-0.5973,-1.1427,-0.4969,0.3919,-0.7063,-0.2903,-0.1592,-0.0075,0.3006,-0.7576,0.2299,-2.215,-1.5099,0.0297,-0.5944,0.0487,0.1316,1.0011,-0.3042,-0.1918,0.5046,0.9194,0.665,-0.2172,0.418,-0.9509,0.6992,0.7049,-1.5209,-0.354,0.7735,-0.2923,0.7077,-0.9403,-0.3533,1.0753,-0.4974,1.902,0.4346,0.6781,-0.2308,0.3403,-1.2238,-0.4438,1.1893
0.5831,-1.2487,0.2596,0.4035,0.9767,-0.9467,0.3263,1.3826,-0.1429,1.3177,0.7703,0.0477,0.072,-0.229,0.0965,1.3529,-0.123,-2.5723,1.154,2.1799,-0.5639,0.9966,-1.421,-0.1348,0.9108,-0.5881,-0.4079,-0.3911,-0.013,0.7823,1.4531,0.8527,0.9487,0.2421,-0.6383,-1.0388,-0.0904,-1.1935,-1.0371,-0.3256,-0.3169,0.7144,-0.6421,-0.2727,-0.2118,0.2906,-0.6218,-0.5717,-0.8043,0.8808,-0.7261,0.1997,-0.1019,0.0732,1.4429,0.0392,1.8766,-0.5246,2.0125,-0.6477
-0.3231,1.4903,0.825,-0.6375,1.1505,-0.3791,-2.2966,0.7613,0.6344,0.1537,-0.0284,0.1748,0.2065,0.4911,-0.8923,-0.1205,-1.2852,-0.1734,0.3781,-0.3119,-0.3316,-1.4606,-0.3385,0.3197,2.2606,0.6284,0.0584,-0.5814,-0.7992,-0.5409,1.489,1.955,1.7379,1.4063,-1.092,1.5723,1.3317,-0.1201,-0.2348,0.2946,-1.8239,-1.0216,-1.2628,-0.3842,-1.5172,0.8592,-1.489,1.166,1.5276,-0.0405,0.7309,0.9204,0.5659,-0.2905,-7e-04,-0.9945,0.6627,0.8251,-0.499,-0.3709
-0.0478,-0.1911,-1.6673,-0.9859,0.7463,-0.6547,1.0931,-1.3033,-0.8543,-0.3925,0.6141,2.2372,-0.489,-1.0449,-0.0516,-0.1012,-0.1736,2.1864,-0.0298,1.2572,-1.457,-0.7577,0.6572,1.6536,-0.8773,0.3571,-1.2121,0.8224,-2.0873,1.5597,0.4582,-0.1205,-0.1665,0.2947,-0.4107,-1.002,1.8531,1.8409,0.8387,-0.2489,1.0872,-1.2642,0.3848,0.5093,1.3733,-0.7595,-0.8634,0.7497,-0.0654,-0.6878,0.3361,-0.1548,-0.3543,0.6733,-0.481,-2.4074,-0.7322,2.0017,1.7409,-0.0533
0.969,0.4041,0.6868,-0.3961,0.7329,1.3786,0.4892,1.2393,1.1328,-0.5504,-0.7038,-0.4839,-0.3199,0.9979,-0.6251,0.852,0.0655,1.0274,-0.8074,1.4857,-0.5459,-0.0543,-0.4103,0.081,-0.5747,0.4939,-1.2911,0.4254,-0.8344,-1.4079,-0.5145,1.2093,0.8093,-0.5097,-0.2186,-0.3001,0.5188,0.7229,0.405,0.7903,0.8272,0.2862,-2.7053,-1.9782,0.9236,-0.0765,-0.569,-0.4148,0.0873,-0.461,0.2294,0.2566,0.0035,0.1939,0.7881,0.6149,-0.9466,-0.7143,0.3781,0.3924
0.7605,0.3965,1.8039,-1.4933,-0.7068,0.4962,2.1022,-1.6155,0.3988,-0.9959,0.4984,-0.353,-0.1398,-0.51,1.5672,0.4865,-0.2368,0.0636,0.9904,0.2205,-0.6653,-0.4994,0.1857,-0.2407,-0.6539,0.7268,1.6447,-1.0662,-0.3629,0.6747,-0.7002,0.0451,0.4722,0.792,1.2044,1.9645,-1.537,-0.7754,-0.3605,0.4963,-0.7382,-0.5091,0.2253,-0.9395,1.6391,1.3406,0.2909,1.1118,0.0114,-0.2847,-0.3881,-0.517,-0.3975,-0.2584,0.4447,1.2417,-0.9317,-0.1327,0.5981,0.5562
-0.1567,1.0674,-2.5294,1.2486,-0.2511,1.1762,0.4812,0.7697,-0.7293,-0.202,0.0082,2.353,-0.3774,-1.0807,-0.8248,1.6337,-1.0302,-2.1281,-0.7634,-0.5152,0.8097,-1.4351,0.208,-0.916,-0.5388,1.7021,-1.2905,-0.3435,0.0372,-1.1549,0.5664,-1.1076,-1.0413,-0.6933,-0.46,1.3207,0.5292,0.0887,0.0885,-0.2786,-1.4242,0.2213,-0.1531,-1.0497,0.673,-0.8393,-1.4866,-0.904,-0.3849,0.9461,0.6579,1.8446,1.0829,0.5583,-0.1851,0.0691,1.6411,1.2784,0.5775,1.0125
-0.0401,0.9658,-0.614,0.0664,-0.8749,-0.6142,-0.3157,0.223,0.0968,0.1261,2.5797,0.7289,-1.3361,0.0658,-0.3937,-0.8022,-0.2804,-1.5502,-0.4333,-0.0057,-1.5899,1.4316,-0.1996,1.1776,1.1549,0.1524,-0.4798,0.9913,0.3194,0.4517,2.899,-0.3813,0.115,-0.6147,-1.5841,0.4367,-0.019,-1.5537,-0.736,0.6098,-0.6979,1.112,0.0434,0.012,-0.1986,-1.0108,-2.546,1.5465,-1.1554,0.1604,1.0786,-0.4538,0.1074,0.1914,0.3283,0.6026,0.4437,-0.4435,-0.5793,-0.2288
1.1601,-0.6665,0.3961,-1.6343,0.0743,-2.4835,0.0788,-0.5619,0.1311,0.9212,-0.6577,0.7277,1.3633,0.0304,-1.5964,1.4607,0.1409,0.7644,1.1855,0.5727,0.559,2.0801,-1.2634,1.1518,-0.3272,-0.1506,-1.7548,-0.66,-0.2317,-1.5183,-0.7731,-1.2539,0.1091,1.2611,0.6925,-0.9685,-0.4754,1.5034,0.0402,0.8281,-0.6631,-0.2895,-1.6036,0.35,-0.0112,-0.1373,-0.372,0.4979,0.2433,2.0196,0.2465,-0.8673,-0.0634,-0.0671,-0.3024,1.5089,-1.6138,-2.1442,1.5866,-0.9148
0.2687,0.0393,-1.0367,-0.5249,1.1123,0.0463,0.2654,-0.6466,2.5942,1.2514,-0.6903,0.6754,0.9553,-0.5905,-0.331,-0.3219,-0.49,1.2902,1.0422,-1.4666,0.1207,1.4664,-1.2014,-0.2417,-0.0938,-1.3459,1.4072,-0.2054,1.428,-0.4128,-0.29,1.363,0.3015,-0.6828,0.3992,1.6275,0.7031,-1.4388,-1.574,1.0733,-0.6214,-0.8701,0.4946,0.8805,1.6195,1.3107,-1.2043,-0.0899,0.0662,-0.1088,1.1399,-0.284,0.0692,-0.625,-0.4946,-1.2768,-0.5667,0.8931,-0.4402,1.1075
0.1333,-0.9663,-1.706,-0.8445,0.1231,0.1735,0.7358,0.7229,0.4063,1.227,-2.4999,-0.8831,0.7204,0.1457,0.7231,-0.9702,-0.6056,1.6473,0.02,-0.3487,-1.0285,-1.0273,-2.4346,-0.1702,-1.1268,0.6596,-0.5571,-0.7186,0.5424,0.3286,-0.625,0.539,0.378,0.63,-0.2701,-2.0787,-0.823,-1.838,0.5048,2.4529,-0.0962,1.1373,0.5596,-0.071,0.6671,0.6317,-0.8077,-0.9118,0.4383,1.1338,0.316,-2.0008,0.7716,-0.2268,0.7972,1.6271,-0.9814,1.1541,-0.0729,-0.3577
1.0735,-1.9537,1.9003,-0.5532,0.6335,0.3573,0.0711,-0.1678,0.9173,-0.945,-1.3921,-1.2388,-0.1914,0.5734,0.1659,0.2039,-0.4453,0.0081,-0.3248,0.7603,-0.1523,-0.619,0.1463,-1.5218,0.506,-0.0799,-0.007,-0.2997,1.0628,-0.1632,0.9816,-1.1236,-0.2803,-0.3394,-1.6944,1.0497,-1.0328,0.4451,0.0221,0.3883,-1.0439,-1.892,-0.572,0.3102,-0.3328,-1.022,-1.2218,2.2814,-1.7118,1.0225,-1.0043,1.2524,1.0911,-1.3839,0.0222,-0.998,0.2533,-0.8031,1.2037,0.6592
0.2094,-0.54,3.0541,-0.4162,-0.235,0.967,-1.6141,-0.9901,-0.3264,-0.7952,-1.7771,-1.6697,-0.2931,-1.3352,1.0069,0.3362,0.7035,1.6659,-0.4247,-0.9331,-0.5446,2.4841,0.7783,1.7255,-0.4843,0.782,-0.9176,-0.2907,0.2506,-0.4479,0.7792,0.8934,-1.8744,0.2837,-0.2968,0.8012,-0.678,0.7922,2.33,0.512,0.6246,0.8198,-0.5713,-1.9352,0.0884,-0.0888,0.048,0.0665,0.4342,-1.3797,0.5834,0.3898,0.658,-0.1962,-0.3659,-1.1961,-0.1891,0.6499,-1.9032,-0.1177
-0.5341,0.9008,-0.3082,-0.2964,-0.8062,-0.5451,0.0379,-0.6883,0.9284,0.1505,-0.118,-0.1132,-1.3303,0.055,1.6625,0.0261,-1.3416,-0.5929,1.1726,0.4922,1.1,0.7034,-0.0409,-0.102,1.8977,-1.2858,0.4621,-2.1337,-0.8557,-0.6182,1.1227,-1.5886,-0.9067,0.0207,0.8533,-0.7783,-1.1373,0.6345,-1.3586,-0.331,1.8223,-0.0738,0.5818,0.8919,-0.2729,0.7115,0.213,-0.4921,0.3286,0.2708,-0.6083,-1.069,2.2924,-0.4629,-0.7872,-1.7096,0.7291,-0.8646,-0.3996,-0.415
-0.3124,-1.115,-0.0718,0.41,-0.4325,2.1558,0.4196,-0.1415,-2.1747,-0.0996,-0.6977,-0.409,0.5764,-0.0814,-0.8248,1.6803,-0.2389,-0.3956,-0.4568,-1.2025,1.164,-0.2101,-0.4521,-0.6925,0.0953,0.0966,-0.4397,-1.3978,0.4021,1.068,1.4989,-0.7966,1.3198,0.2544,-0.2652,-0.1043,0.3611,2.4384,0.368,0.2162,-1.0937,1.1196,0.5477,-0.2232,-1.7686,0.3809,0.9437,0.1679,0.4837,0.3416,0.5983,-0.3151,-1.9938,-0.9624,-0.3309,0.1158,2.0705,-0.671,-0.4933,2.5186
