"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NS30","NS31","NS32","NS33","NS34","NS35","NS36","NS37","NS38","NS39","NS40","NS41","NS42","NS43","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8"
-0.7694,2.3138,0.8027,-0.0642,1.2673,-0.2106,0.1518,-1.3148,-0.389,-0.3585,0.7337,-0.1291,0.1025,-1.3398,0.294,1.8277,-0.2374,-1.412,0.7703,-0.8716,-1.8504,-0.5912,-0.1684,-1.0576,-2.3431,-0.344,-1.0257,-1.3754,1.4641,-0.2839,1.4206,-1.4927,0.8484,-1.4573,-0.1237,-0.9647,-0.5133,0.0351,-1.426,-0.2092,0.5206,-1.0184,0.7681,-1.0812,-0.5041,1.0358,0.3248,-0.807,3.1012,-0.6234,-1.6483,1.2414
0.8965,2.0856,-0.6964,-0.5566,1.6989,0.2094,-1.1157,-0.0751,-0.6837,0.5244,0.5593,0.7131,-1.704,1.1466,0.9758,-0.5395,0.2797,-0.8814,-0.1161,0.5577,-1.2953,0.7441,0.8414,-0.533,-0.1868,0.4699,-1.1494,-0.9318,0.6461,1.8838,-0.05,-0.9529,0.4629,0.3568,1.2373,0.5708,0.3429,-3.2274,-0.65,-0.5663,-0.4091,-0.6302,-0.3161,0.9579,1.0315,1.3246,0.5677,0.2214,-2.6859,-0.3894,0.4592,-0.573
2.1791,-0.1008,-0.1183,0.6868,-1.4337,-0.5948,-0.6843,1.1106,-0.6022,-0.3343,-0.6408,-0.046,1.0611,0.7158,0.0074,-0.1356,-1.1393,-0.8825,0.5313,0.3441,-1.2984,-1.0233,0.5389,1.4463,0.2974,-1.3199,0.3379,0.6471,-0.4682,-1.0377,-0.3547,-0.5096,-1.461,-0.4563,-1.0788,0.5298,0.4607,-0.494,1.5557,1.1316,-0.3596,-0.1978,-0.6215,1.2676,1.3089,-1.1587,-1.1827,0.655,0.9989,-1.0232,-0.3106,-1.1168
0.2653,1.0591,-0.0874,1.9162,0.6593,0.401,1.135,0.3169,-0.8509,0.7894,0.8839,-0.514,-0.2513,-0.5855,-0.8957,-0.3799,-0.0109,0.9756,-0.5261,0.9185,0.0464,-0.293,1.8686,-0.4875,1.0483,0.3554,-0.1727,-1.9858,0.6977,-0.3039,-1.1929,2.1454,0.5824,-0.529,-1.6416,-0.3463,0.1827,-0.787,-1.5626,-0.8596,1.3472,-0.8611,0.4078,1.5926,-0.1056,0.0388,-1.0688,-0.1755,-0.7714,0.318,-0.1285,-0.6451
1.7917,-1.9412,-0.0954,-2.129,1.2771,-1.5952,1.7095,-0.3187,-0.2361,-0.4987,0.3062,0.2598,-0.6036,0.0195,-0.1309,-0.9171,0.9649,-1.2058,0.1322,-0.9923,0.5824,-0.0468,0.6574,0.4946,0.1685,-0.1095,-2.13,0.4921,1.4797,-1.4117,0.2796,0.2001,-0.4089,-0.7055,-0.1962,1.3551,-0.958,-0.5037,-0.0623,-0.4199,0.4,-1.5556,0.7067,2.0629,2.5884,0.7788,-1.2548,1.6227,1.2799,0.0407,1.4225,-0.8764
-0.4846,-0.1333,0.5115,0.6418,1.4537,0.4171,0.3802,-1.2282,-1.6957,0.05,-0.2951,1.0415,-1.5163,2.8332,2.0245,1.5831,-0.3553,-0.5076,0.6395,0.5075,-0.1432,0.0772,0.1108,1.8566,0.4208,-1.2353,-0.158,0.898,1.0647,-0.6726,-0.3941,0.1461,-1.0955,-0.5519,-0.0496,0.5482,-0.1575,0.6665,-1.2965,0.2951,-0.1847,-0.1512,0.5176,-0.4877,-0.5305,0.4073,0.6348,1.4259,1.7102,-0.0474,0.8956,1.466
1.1216,-0.3245,-1.0388,0.1346,0.01,1.6348,0.2309,-0.9457,0.2677,0.0554,0.1758,-1.3377,0.3185,0.3927,-0.659,0.5949,-0.0303,-1.1296,0.9491,-1.0302,-1.0619,0.9684,0.4898,-0.9043,-0.5152,1.0603,0.0429,1.4293,0.115,0.5056,1.1554,0.2844,-0.2595,-0.8501,-1.2818,1.3478,-0.7766,-0.7403,-2.3645,-0.2963,-0.0521,-0.9004,0.6039,1.3985,-0.5066,-2.575,1.0739,0.9576,1.1055,1.2364,0.3439,0.7157
-0.0062,1.014,-0.8488,0.1625,0.4571,2.1811,0.6039,1.0243,0.7687,-1.7277,2.4084,1.9955,-0.166,0.7637,-0.9483,-1.0153,-0.0732,-0.6869,-1.0091,2.5048,0.5505,0.2055,1.1252,-0.4839,1.1363,0.6433,-0.096,1.4856,1.4884,-0.3573,-1.1305,1.5906,0.2549,0.5475,1.8324,-1.0466,-1.4093,0.2082,0.2576,-0.5004,-0.104,0.1103,1.3158,0.2761,-0.7627,-0.3569,1.3021,0.2452,0.5712,-0.2449,-0.0368,-0.2712
-0.9454,0.084,-0.1083,0.0275,0.5786,-1.5688,-0.0164,-1.3489,0.681,-1.2984,-0.3931,-0.1849,-1.0805,0.4274,-0.5644,-0.2637,-1.1138,1.8148,0.5122,-1.4205,0.7009,0.0663,0.66,0.7075,-0.1347,1.3247,-0.7186,1.6467,-1.3648,0.7931,1.2371,0.0649,-0.2777,-0.283,-0.3799,-1.4213,0.6235,0.7937,-3.0138,-0.3541,-0.0335,-0.8105,0.6232,0.3482,-0.6362,1.5652,1.8002,-0.2612,2.3642,0.6501,-0.8919,0.0012
-0.8785,0.8454,0.2403,2.013,0.2521,-1.4616,1.3494,0.4194,0.3018,1.6845,0.1614,0.443,-0.7563,-0.1433,0.7515,-0.7303,-1.933,-0.5743,-1.377,-0.5762,0.1094,-1.9315,-0.3636,1.4779,-0.5207,-0.5045,-0.4461,0.1357,-0.6453,-0.1893,-1.4253,-0.0054,0.9488,1.3971,-1.4185,0.8224,-1.1276,-1.6445,-0.175,-0.2013,0.0581,0.3235,-1.5382,-0.0394,1.0346,0.6302,-1.0777,0.1453,1.1888,-0.5871,0.4865,-0.7355
-0.0371,-0.3239,0.2492,-1.6725,-0.1367,0.5448,-0.2713,-1.3472,-1.2812,0.6397,0.1125,-0.3062,0.7115,0.4698,-1.0813,0.463,-0.7141,-1.9698,0.6938,-0.1571,-0.0518,0.0745,0.4465,0.3987,-0.368,-1.3183,-0.0291,0.4904,0.3542,1.0974,-1.6488,0.769,0.2502,-0.3482,0.4786,0.7061,-0.7083,-0.3318,3.1018,-0.1729,-0.15,-0.8938,1.4986,-0.3051,-1.0401,0.9347,2.0296,1.4336,-0.783,0.9063,-0.3618,0.3354
-0.8364,0.2524,-0.3427,0.668,1.1943,0.0522,0.4576,-1.537,-0.3764,0.0173,1.2812,1.2878,-0.2895,1.6051,-0.2849,-0.9486,0.0977,-0.1491,-0.5582,0.0442,-1.1065,0.1302,0.8513,-0.3338,0.5885,-0.4199,-0.0318,0.9914,-0.439,0.6397,1.6454,0.1019,1.352,0.5144,-0.1199,-0.4455,1.8078,-2.7756,-1.795,1.0508,0.0669,0.77,-0.8466,0.3792,0.1272,0.4642,0.2835,-2.8571,0.5758,-0.3246,-2.368,-0.0092
1.6108,0.9259,0.3864,0.8106,-2.3116,-2.3123,0.0957,0.7346,0.2501,0.0329,0.59,-0.1721,-1.0189,-0.5585,-1.0761,-2.3133,0.3519,-0.023,0.5802,-1.196,1.1658,-0.5895,2.6642,2.5294,-0.062,-0.3654,-1.1019,0.5614,0.5123,0.8805,-0.0773,-0.5538,-0.5301,0.8973,1.0222,0.5243,0.6733,0.36,-0.847,1.1231,0.0354,-0.505,0.2069,-0.0888,-0.7944,0.3592,-0.0735,-0.3705,-0.081,-0.0954,-0.3877,0.6892
-0.0597,-0.7389,0.9734,0.7057,-1.1614,1.9604,0.1148,1.1018,-0.1402,-1.9934,-0.3154,-0.1434,-0.2393,-0.302,0.043,-1.1063,-0.4665,0.0659,1.0191,2.377,-1.0352,-2.1794,-0.8984,-0.301,0.2778,1.1506,-2.2152,-0.6456,1.505,0.9519,0.3598,-1.3643,2.059,-1.6837,0.3184,0.4121,-1.3493,-0.0967,0.5057,-1.3842,-1.5039,-0.4836,1.8086,1.5332,-0.9356,0.0525,-1.3732,0.3418,-0.5502,-0.7729,-0.0987,2.551
0.2249,-0.3,-0.1831,1.5049,0.9078,0.1303,0.1736,0.7581,0.2608,-0.9901,0.9041,0.2062,-0.1176,-0.6289,-0.0988,-0.1865,-0.3527,0.9528,1.5416,-1.4076,0.9928,2.0968,0.1656,0.187,-0.2158,0.3319,0.3634,-0.1276,-0.896,0.6372,-0.7013,-2.4131,0.2565,2.6331,-0.8784,0.835,0.454,2.3651,2.165,-0.774,-1.3917,0.0663,-0.067,-0.5478,0.0452,-0.3405,-0.8656,1.4922,0.4391,-0.4201,0.3106,0.587
-0.6064,0.8197,0.157,2.3151,0.5711,1.4508,-1.4927,0.067,-1.8733,-0.0864,0.3711,-0.3314,-1.0272,-0.3356,-0.0705,1.3089,0.8773,0.5405,1.1124,-1.0824,-0.144,-1.79,1.0224,-1.028,-0.4734,0.3599,-1.9304,-0.8829,0.224,0.6215,0.201,-0.8143,1.2621,0.0662,-0.1878,1.2278,0.8367,0.5509,-0.007,0.2108,0.2149,0.3662,-1.7533,-1.9921,-0.5784,-0.6415,-0.526,-1.6954,1.9526,0.6907,0.2475,1.4939
-0.7275,-1.5425,-0.4699,-0.1678,2.0084,-0.532,-0.561,-0.5192,-0.3597,0.2065,-1.3606,-0.5677,0.7313,0.3125,-0.9382,-0.3771,-0.2582,0.1936,-1.2519,0.4308,-0.1248,-1.2175,-0.772,-1.1473,-0.6629,-0.3353,1.2134,1.3029,0.3586,-0.4525,0.5466,-0.2462,0.428,-0.5216,0.4394,-0.7266,0.0864,-1.3252,0.5194,0.3586,-0.9488,0.5563,-0.642,1.5262,1.5496,-0.3244,-1.2704,-2.0697,0.6967,0.9328,-0.2601,0.4861
1.748,-1.1159,0.0949,0.6734,1.4263,-0.1505,-0.2425,-0.1798,-0.7736,-0.4816,1.0784,-0.0688,0.0574,0.4481,0.9277,1.1055,0.5258,-0.79,0.6926,0.4749,-0.0339,1.259,-1.2885,0.5161,-0.4682,-0.1786,-0.1952,1.5217,-0.4582,-0.7786,0.2866,-0.2354,-0.6046,-0.1457,0.9866,1.1812,-0.1403,-1.1128,1.71,0.9285,-1.032,-0.7298,1.4506,0.7218,2.1046,0.5612,2.051,-0.4151,-0.1283,-1.092,-0.304,1.0512
-0.8278,-1.2653,0.2424,-0.0961,0.6297,1.6597,-0.3962,-0.3217,-1.7796,0.6791,1.6254,-0.3007,1.3349,-1.4242,0.4145,0.594,0.4168,-0.2401,0.1477,1.0994,-1.7286,0.5775,-0.5148,1.6425,0.9865,-1.3081,1.3397,1.2365,0.2466,-0.4978,0.6866,-0.3328,-0.008,-0.0099,0.5456,1.8485,-0.1835,0.269,0.4878,1.533,-0.1675,0.9707,-0.8358,-0.1332,0.0606,-0.9393,-0.0286,-0.6436,0.0616,1.7747,-0.215,-0.5592
1.186,0.9205,0.141,0.519,-0.5098,1.8504,-0.278,0.519,-0.371,0.8619,0.574,-1.4625,1.1406,-1.5209,0.335,1.4082,0.292,-1.7962,1.2342,-1.4728,-0.1496,0.5226,0.5496,0.1993,0.5765,-0.2333,-0.8323,-0.5504,0.0474,-1.1429,-0.8845,0.0402,0.2304,1.1848,0.2789,1.9143,-1.0751,-0.7677,-0.0664,0.3936,-1.1166,-0.5687,-1.8541,2.0486,0.7398,0.4701,0.2502,1.0064,-0.148,-0.4458,-0.5791,1.377
-0.0181,1.7321,-0.2291,0.6636,0.3181,0.5758,0.0656,-0.584,0.2191,-1.935,-1.2188,0.2437,-0.887,0.4711,-1.775,0.0518,-0.7566,0.338,-0.3439,1.8096,-1.6833,0.493,0.9184,-0.3017,-1.1965,-0.4729,-1.4801,0.2697,-0.7609,-0.4197,-0.1999,-0.0014,-0.2976,-0.9366,-0.1548,3.0421,1.3594,-0.7718,-0.2242,0.1347,-0.4286,-2.9366,-0.0986,-1.135,-0.9607,-0.4934,0.6142,0.7176,-0.7356,1.2489,-1.6985,-0.1838
-0.7139,2.1566,0.4353,-0.3313,0.3759,0.8165,-0.2988,-0.0764,-0.333,-0.8749,-0.7876,1.5436,-1.1103,-0.7136,-0.01,0.0455,-0.7696,-2.149,0.6538,1.7047,1.1423,2.7634,0.7312,0.7175,1.0598,-0.3887,-0.4307,1.5196,1.2012,0.1246,-0.2259,-0.7057,0.2921,0.8129,0.6441,1.0617,-1.0543,-0.6826,0.1406,0.8162,-0.8892,-0.4721,0.9814,-1.0005,-0.2321,-0.3407,0.2384,-0.372,-0.0823,-0.3794,0.4256,-0.5771
-0.8619,0.3458,-0.9243,-0.3256,1.4625,1.1353,-0.5387,-1.1106,0.6901,-0.3007,0.1528,-0.5742,1.1965,-0.4851,-0.4538,-1.4952,2.8529,-0.4323,-2.3219,-0.7265,0.2037,0.6748,0.8227,0.7136,-0.9003,-0.6004,-0.0096,-0.3714,-0.6758,2.0357,-1.4998,0.1726,1.1145,0.3446,-1.4854,-0.0032,0.6235,-0.0404,-2.6277,-0.3556,0.0603,-0.4256,1.7768,-0.1827,0.8973,0.3713,-1.7915,-0.5365,0.3323,0.3687,-0.6493,-1.4295
-0.7699,-2.4364,-1.1992,-0.6946,-0.7745,-0.7167,-1.1228,0.5018,1.7124,0.1742,-1.3621,-0.7549,1.5954,0.0286,-1.4934,0.0572,-1.1068,-0.9872,0.1152,0.1456,0.5963,-0.448,-0.2978,1.0419,0.8665,0.1122,0.9293,0.9688,-0.1302,-0.8098,-0.8633,-0.6101,0.6489,0.1356,1.6479,-0.8968,0.6621,0.4705,-0.6422,0.5207,1.7306,-0.0158,-0.9511,1.4042,0.3962,-1.1451,2.8775,0.3635,-1.1341,0.7969,-0.5709,-0.3639
-0.7822,-1.3792,0.5792,0.4622,-1.7081,-0.1455,0.6029,-0.5422,-0.503,1.9359,1.4131,0.9396,0.4956,0.2776,-0.9126,0.6146,-1.1161,-0.2361,0.6784,0.1767,-0.8615,0.1696,-1.5325,-1.6094,0.6082,2.1287,0.323,-1.3851,0.5875,-0.9623,0.3406,-0.1177,-0.2577,-0.0743,0.8191,0.7611,-1.3901,-0.386,0.6549,0.4603,-0.7031,-2.0626,-0.7318,-1.1928,-0.8875,1.8902,-1.9782,-0.5061,-0.4156,-0.5434,0.4393,-0.698
-0.778,1.3472,1.8312,-0.2532,1.7344,0.0032,-0.2487,0.0387,-0.8437,-0.4542,-0.8693,-0.3209,0.6839,-0.0176,1.644,1.2962,-0.1189,0.0814,0.8427,0.1833,-0.3206,0.9974,1.0346,1.8534,-1.0121,-1.4479,0.6907,0.9526,0.5676,0.4411,-1.8633,0.8695,-1.5039,0.1618,0.0191,0.7611,1.342,1.763,-1.8021,1.4548,-0.8415,1.3308,2.9597,-1.0983,-1.1287,-0.7507,1.0858,1.0337,-0.2627,1.8012,-0.2512,0.1938
-0.8846,-0.8593,0.3397,-0.8534,-0.0531,1.514,-0.6124,-0.4137,-1.327,0.05,1.089,0.9358,0.4328,0.0614,0.434,0.4212,0.4543,-0.1809,-0.043,-0.3734,1.9884,-1.0076,1.0569,0.1851,-2.4396,0.3179,-1.0376,0.7715,-1.2347,-0.1573,-1.479,1.1004,-0.5703,1.2293,0.901,-0.1214,0.8059,-1.4093,-1.7082,0.3823,-1.9542,-0.9785,-2e-04,0.4088,0.4671,-0.0196,-0.0679,6e-04,-0.4047,-0.7753,0.4516,-1.7239
1.2063,0.0658,1.2429,0.8925,1.2389,-1.6288,-0.8943,0.8878,0.7749,0.5499,1.0799,0.9349,-0.1047,0.0615,-1.2576,0.2199,-0.0242,-0.1062,0.052,-0.5082,0.9826,-0.1112,-1.7027,2.104,-0.9562,0.2848,-0.5188,1.3223,0.4781,-0.2264,-2.9315,-0.2912,0.8761,-1.0853,0.7272,0.9075,-1.5736,-1.0295,-0.331,0.8394,0.6372,2.3267,-0.7869,-1.0434,0.9456,0.6386,0.0841,0.5326,0.9859,-0.0421,1.3089,1.0887
0.5045,0.5725,0.6312,0.2414,-0.1663,0.2333,-0.4155,0.5648,-1.0945,2.0063,1.7943,0.8031,0.8667,-0.9642,2.6468,0.2884,-0.8283,-0.0829,2.8897,-0.8026,0.42,-0.0457,0.0124,-2.9358,0.2125,-0.1961,-0.1264,-2.1604,0.7538,-0.399,-0.1205,-1.7875,-1.2197,-0.9056,-0.0952,-1.5043,-0.2924,0.1782,-0.4541,0.0064,-0.5164,-0.8581,0.4936,0.9683,0.1925,-1.3716,0.2564,-1.5879,-0.5984,-0.1808,0.5615,0.779
-0.9296,1.6217,0.2351,0.7754,-0.24,0.4611,0.4297,1.1066,0.0731,-2.2676,0.6422,0.4401,-3.1184,0.016,-0.4491,-0.7674,-0.6451,1.0706,-1.7845,-0.2535,-0.4929,0.6321,1.1351,-0.3359,1.1847,-0.6227,-0.6799,-0.5104,0.5541,-1.3112,-0.8627,0.5236,-0.94,1.0065,-0.9945,-0.4784,-0.8831,0.9126,-0.7616,0.3616,0.8378,0.835,0.1529,-1.3033,1.6525,-0.0887,-1.5021,0.7119,-1.5038,0.1937,-0.3561,-0.6733
3.9431,-1.6635,-2.0696,0.0107,0.7759,0.101,-0.4369,0.0136,1.6633,0.4559,-0.0577,1.0261,-0.3571,1.1197,0.3224,0.0817,1.231,-0.1064,-0.7575,-1.3052,-1.5049,0.8766,2.0956,-1.1622,2.1481,1.9648,0.601,0.7715,-0.8387,0.5358,1.4714,0.3319,0.0244,-1.1319,-0.4097,0.7248,-0.2394,-0.1791,0.0956,0.1894,0.5544,0.5159,0.5504,-0.2012,0.0299,-0.5227,0.636,0.3825,-1.5138,2.123,0.6427,0.2541
-0.0443,0.729,0.4451,0.0994,-2.1196,0.4034,-1.4707,0.5631,0.3424,-1.259,1.8599,-0.5408,0.7921,0.8307,-0.0908,1.4374,0.5895,-0.2214,0.5772,-1.0616,0.877,0.4734,0.8107,-1.3173,-1.0405,-0.3029,0.5216,0.6959,0.7307,0.0685,0.7641,0.5493,0.5159,0.2915,-1.3807,-0.8635,-2.1212,0.3527,1.2256,-0.3297,-0.4664,-0.1623,0.8632,0.3249,2.2344,-1.195,-0.1299,-0.544,1.7395,-0.1425,-0.9965,1.9524
0.372,-1.058,0.0315,-0.2354,0.1587,1.4856,0.0376,-0.3315,-1.1363,-0.6727,0.402,0.0287,-0.1677,0.4752,1.892,-0.7756,0.737,0.3154,-2.7179,0.2244,0.6992,-1.7973,0.6639,0.4914,0.9481,0.6063,0.5173,0.0215,-2.1227,0.7211,1.1572,-0.0758,-0.6504,-0.7422,0.4401,-0.3108,-1.4839,1.4102,-0.7476,-1.0336,0.8149,-0.4508,-0.677,-0.825,-1.2085,1.7169,0.4359,-0.1445,1.0384,0.5377,-0.0246,-0.2644
-0.6523,-0.1674,0.081,-0.901,1.1823,-0.4785,-0.945,1.2187,-0.5508,-0.6686,0.2442,-0.4837,0.7198,0.4692,1.404,2.5728,-0.0166,-0.9302,-0.0994,-1.4202,-1.437,1.3261,-0.083,-0.521,-0.6522,-0.3114,0.4794,-0.0722,1.6145,-1.2252,0.4765,0.0975,0.3535,0.5994,-0.516,1.5321,-0.2554,0.945,0.4861,-0.7357,1.148,0.5309,1.5905,-0.525,0.8399,-0.6211,-0.5353,1.0212,-0.1151,0.3691,-2.5606,0.8736
-0.9327,1.0475,-1.5041,-1.7133,-0.0715,-0.6913,-1.3471,0.4033,0.3495,-1.1852,1.5568,0.4203,-0.5195,-0.4689,0.044,-0.3262,-0.3596,1.5269,0.1397,0.2622,0.1613,-0.1467,-0.8142,0.634,1.3581,0.9204,-0.4028,2.0134,-0.3265,0.69,1.1172,1.8108,-0.6864,-0.3638,-2.4303,-2.0241,1.1209,1.069,0.3098,0.0507,-1.3321,-0.1904,0.2864,1.0842,1.0448,1.8843,-1.7931,0.0489,-1.1249,-2.7465,1.4782,0.5452
0.3686,0.2181,-1.8219,-1.2453,-0.8353,0.144,-0.76,0.0402,-1.5197,-0.3789,-0.0736,0.1886,-0.1732,-0.5095,0.5598,-0.0582,-0.8703,-1.2066,0.1486,1.6008,0.2701,0.5963,-0.9463,-0.5427,0.1119,-1.3256,-0.8094,-1.2327,-0.1021,0.7066,0.3183,-1.2558,0.1305,1.4814,-0.4787,1.0179,-0.2093,-1.333,1.4857,1.697,1.1423,-0.5335,0.0321,-0.6368,1.7179,-0.1476,-1.1311,-0.4439,1.0635,0.1718,-0.9494,-0.8812
0.6254,-1.6227,2.249,-1.0537,0.012,0.7948,-2.3623,-0.2419,0.4731,0.552,-0.7589,1.3663,-0.4977,-0.6416,-1.0128,-0.3335,0.8703,1.0353,-2.3567,-1.6051,1.8767,-0.2335,-0.9801,-0.4523,1.252,0.3997,-0.5308,1.0981,-0.209,0.3348,-1.7959,0.7217,0.7681,0.4034,0.0289,1.1585,0.1238,-0.1024,-0.6839,-2.0718,-0.0905,-0.0834,-0.8438,0.3708,-0.0069,-1.3858,-1.4629,1.0348,-0.1252,-0.625,0.8767,1.0286
-0.3735,-2.1926,-2.1227,0.9382,1.4686,0.294,-1.1416,2.443,0.8686,-0.2815,-0.3448,-0.4634,-0.3738,0.6389,0.6701,0.6271,0.0855,-0.7229,2.4316,-0.511,0.2994,0.0131,-1.6488,0.2949,-2.3945,0.2478,1.0775,0.796,-0.4885,1.6907,0.1027,0.9136,-0.807,-0.9651,-2.6196,0.2196,-1.8906,-0.4965,0.7067,-0.2451,-1.2353,-0.3925,-0.1482,-0.9759,1.3349,0.8264,1.0084,0.6031,-0.3546,-2.3259,-1.0903,-0.8222
1.0642,1.3291,1.4887,-1.329,-1.0249,0.8909,0.479,-0.3728,-0.896,-1.0953,0.4458,0.067,0.5397,0.2742,0.5756,0.9625,0.8595,0.797,-1.4236,-0.6856,-0.2201,0.5117,-1.4428,1.6077,0.2398,-0.4138,0.7351,1.4387,0.4868,-1.1597,-0.5774,-0.6905,0.6058,-1.5799,-0.281,0.3874,-0.5611,-1.1299,-2.7644,-0.3466,0.0981,0.7024,-0.0138,1.2439,1.2956,0.848,0.7703,0.9953,0.5536,0.891,1.6115,-1.2712
-0.3327,1.0274,0.8372,-0.6935,0.9197,0.5169,-1.3631,0.0036,0.181,0.0218,-0.063,-0.312,-0.664,0.1249,0.7975,0.366,0.8592,-0.1478,-1.0537,1.2099,0.8374,0.5023,-0.5597,0.1015,0.5623,-0.0497,-1.0899,0.3958,-0.4348,-0.0934,1.5875,-0.2073,1.4153,0.1273,0.6732,0.2997,0.5816,0.7667,-0.7624,0.744,1.6672,-0.3156,2.0589,-1.4765,-1.0311,-2.2085,-1.7506,0.971,0.6589,-0.0431,-0.3795,1.5984
-0.5097,0.1959,1.2691,0.9906,0.4654,-0.5526,0.7733,-1.1933,1.9149,0.5141,0.5499,1.6122,-1.3635,-0.1119,-1.374,0.7985,0.0946,-0.2759,-2.0048,-1.8883,-0.7032,-0.2105,-0.0205,-1.9404,0.2463,0.3258,0.4603,-0.8382,0.947,0.4392,1.6368,-0.5467,1.8502,1.8968,0.923,-0.2957,-1.2893,-0.5188,-1.0722,-0.3129,-0.4805,-0.8744,-0.8785,-0.4187,-0.0878,0.1864,0.6116,-1.1847,0.2416,0.788,-0.8453,-0.5369
0.0487,-0.0183,0.0635,-0.1426,-1.0373,0.7721,-0.818,0.3126,0.2362,-1.1101,0.982,-0.0201,-1.2488,-0.9618,-1.303,0.3241,0.5373,-0.5875,0.801,-1.1551,0.7289,-1.1554,0.5777,1.0937,1.8993,0.5337,0.1297,0.0697,1.4427,-0.6597,-3.0334,-0.4652,-1.335,0.9202,-0.6117,1.2602,-1.4787,-0.333,-0.5428,-1.5987,-0.3842,-0.6588,0.6689,0.0324,1.0262,0.409,-0.1013,0.0692,1.7118,-1.0631,-0.5535,-0.0972
0.147,0.9094,-0.6211,-0.5424,0.4776,1.1294,1.1405,0.1399,-0.0721,0.0785,-1.2482,0.7177,-0.4419,1.0835,1.2675,1.5986,-0.9105,0.1205,0.5524,-1.5618,0.5538,1.306,1.4906,-0.282,0.152,-1.3939,1.5429,0.4299,-1.0788,-0.1499,-0.7967,-0.5458,-0.5107,-1.1218,-0.9215,3.1902,1.134,0.2761,-0.7163,1.561,-1.2351,0.4509,3.3249,0.1387,0.7808,1.1021,-0.7089,-0.845,-0.4199,-1.5067,-0.0488,-0.0812
