"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NS30","NS31","NS32","NS33","NS34","NS35","NS36","NS37","NS38","NS39","NS40","NS41","NS42","NS43","NS44","NS45","NS46","NS47","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39","NNS40","NNS41","NNS42","NNS43","NNS44","NNS45","NNS46","NNS47"
0.3068,0.7694,-1.3007,0.133,0.021,0.3769,1.6418,0.4949,-1.1193,0.0465,1.2092,-1.7871,-0.2854,0.4452,-0.8648,-1.0742,0.3942,-0.6389,-1.1274,-0.1325,-1.964,-0.6915,-0.5334,-0.8509,1.7574,-1.1392,1.8062,-0.3404,-0.879,-0.2165,-0.8782,0.0024,0.5248,-0.3926,0.4056,-0.2094,0.775,-0.4069,0.4652,-0.1559,-1.3932,1.0884,-1.1526,1.2926,-0.2544,1.121,1.2919,0.1504,-0.0186,-0.3913,-0.414,0.6202,-0.4093,-0.5356,1.8849,-0.5805,-0.0984,1.1194,-0.3782,-0.0352,0.5191,2.4874,0.3447,0.0826,0.4453,0.2053,1.6886,-0.0737,0.0867,-0.4216,-2.0353,0.6798,0.4716,-1.7397,0.5566,1.669,-0.6796,0.3762,-0.0262,0.354,-0.6463,-0.4018,0.1155,0.5416,-0.2496,-0.1211,0.4872,0.5152,-0.418,0.6805,1.4023,-1.42,2.1222,-0.1692,-1.9256
-0.702,-1.6906,0.196,1.8345,-0.4867,-0.6496,-0.1347,1.1745,2.0958,0.4201,-0.2194,0.5212,1.196,0.1233,0.4068,1.0052,0.2279,-0.1714,1.2686,0.1937,0.6654,-0.4799,0.6466,0.1108,-0.0306,-2.503,0.4592,-0.5027,-0.0641,0.8641,0.32,2.434,-1.6908,0.2358,-0.2624,1.0048,-0.2928,0.398,0.3918,0.3693,-1.1072,-0.5146,0.0839,-1.078,-0.9359,0.6082,-2.2529,0.6755,-1.4898,-1.1525,0.8948,0.3572,0.218,-1.109,0.7573,-1.4495,-0.5518,0.1645,-0.1633,1.2821,-1.0108,-0.2746,-1.0552,1.493,0.8584,1.8436,2.1444,-0.6289,0.014,0.7471,2.0945,-0.1453,-1.2233,0.821,1.7039,0.1423,0.4649,-0.3554,-1.0537,1.2484,0.0932,-1.2391,0.6764,-0.1235,-0.1273,0.0066,-0.3403,-0.9007,1.0444,1.6385,1.4014,0.9854,-0.7969,0.1721,-0.7928
-0.1729,0.7675,-1.0252,-1.6434,0.9924,-0.0248,1.5379,1.4042,0.934,0.2771,-1.1067,1.6573,-0.5192,-0.2717,-1.063,0.7013,0.2128,2.1672,-0.9854,1.0373,-0.3633,0.9574,0.0589,1.3764,-0.6839,-1.2291,0.5733,-1.5559,0.0535,-1.4417,-0.2871,-0.0395,0.6847,0.7339,-2.2836,0.2384,-1.0329,0.1335,0.8235,1.1718,-1.0519,0.6951,-2.4714,-0.0126,-0.3122,1.4708,1.6552,1.2252,-1.5106,0.1418,0.1906,-1.2191,-0.9987,-0.4941,-1.1285,0.4201,0.0944,-0.9698,0.0447,0.167,-2.8719,-1.1828,-0.3721,1.1763,0.1858,0.3019,-1.1417,0.5714,1.1997,1.0066,0.2065,1.2848,-0.9534,-0.0876,0.4741,0.033,-0.3544,0.6688,2.6323,-0.9543,0.5902,-1.176,1.4163,0.3127,-0.017,-0.3788,0.5073,-0.1026,-0.5089,0.8298,-0.065,-1.5054,-0.01,-1.2256,-1.0082
0.8974,-0.3551,0.7849,0.7,0.3977,-0.0109,-1.3957,-0.7996,-0.0896,-0.5152,1.904,-1.1723,-0.0528,-0.7056,0.0678,-0.0697,0.5699,-0.464,0.1687,-2.2757,-1.0212,-3.1051,-0.9466,0.4379,1.1521,-1.6181,-0.9595,2.2867,0.4223,-1.288,-0.2597,-0.1003,0.6667,-0.1365,0.533,-1.6754,0.3931,-0.5872,-1.2104,-0.1068,-0.5371,-1.4267,0.424,1.1741,-1.1383,0.1514,0.1372,-1.696,0.2527,1.0375,-0.1865,1.1284,0.5286,-0.4243,0.4792,0.0664,-1.2198,-0.1555,-0.8544,0.1811,-0.3815,0.4819,-1.2845,0.2654,2.461,1.787,0.1567,3.1331,-1.0553,-0.6686,-1.6619,1.1346,-1.2688,0.3586,1.7261,1.005,-0.9036,-0.355,-3.6682,-0.7703,1.3073,0.625,1.1814,0.542,-0.1081,1.5198,1.1089,-0.8809,-1.7158,0.4497,1.0329,-0.73,0.743,0.7233,1.1481
-1.2562,0.0775,-0.3509,-0.5898,1.254,1.2054,-1.0329,0.6219,0.5061,-0.2364,-0.7303,0.4901,0.1792,0.8822,-0.3357,0.6393,-0.8478,0.5157,-0.376,0.7998,1.3083,0.7583,1.297,-0.2874,-0.9541,-1.3705,1.0052,0.1308,-1.5168,-0.1447,-0.6057,0.8088,0.5189,1.0093,-0.2091,1.6328,1.8589,0.3876,0.7217,0.6837,-0.3079,0.4767,-0.4716,-1.7571,-0.8195,-0.4197,-0.5814,0.0273,-0.3887,1.8354,-1.6211,1.5144,-0.6981,0.5789,0.4027,0.1033,-0.4218,-1.4566,1.2619,0.1639,-1.0517,1.0131,0.7062,-0.5235,-1.0429,0.3292,-1.1198,-2.4052,0.7484,0.1439,-1.0444,0.7067,-2.8248,-1.3502,0.7404,-1.6221,1.7114,0.1643,-0.7508,-0.8103,2.356,-0.8511,-0.875,0.58,0.0307,0.957,1.5726,0.4964,0.9564,2.4104,0.0607,-0.5218,-0.197,0.0587,-0.1084
0.0844,-1.3548,0.4903,-1.3881,-0.877,-0.7698,-0.0114,1.9352,-0.621,-0.024,1.9236,-1.0415,0.487,1.1771,-0.4925,-0.0963,0.2593,-1.2492,0.3818,-0.4932,-0.9589,1.0803,0.5524,0.4795,1.0517,0.9941,0.1695,0.3194,-0.0784,-1.3097,1.0705,-0.1223,-0.3253,-0.537,0.0388,-0.0754,-0.0886,1.5999,-1.2319,0.3709,-0.3309,-0.0921,0.0828,-0.3528,-0.5609,0.227,-0.6071,0.7428,0.6217,1.1358,-1.1051,-0.8948,0.0606,0.097,0.644,2.1333,1.1985,1.3121,0.9293,-0.784,0.4739,-0.2029,-1.1274,0.2438,0.1552,1.3635,-0.128,-1.5009,0.192,-0.3281,0.7582,-0.3068,-1.688,1.0426,0.7529,-0.4588,1.5199,0.0423,-2.1299,0.616,-0.0374,-0.1434,-0.3286,-1.4398,-0.7047,0.5257,-0.9385,0.3767,1.6569,1.2395,-1.6607,-0.0796,-0.2801,-0.9326,-0.6383
0.3445,0.6736,-0.1578,-0.912,-0.1168,0.3465,-0.3596,-0.2256,0.4798,-0.8026,-0.2543,-0.1809,-1.1202,-0.5288,1.5699,1.5652,0.6168,-0.7964,-0.3154,-0.7126,-0.2327,0.7762,-2.2157,1.49,0.5254,1.2682,0.0163,-0.1593,-1.3603,-0.5523,-1.9716,0.1877,-0.682,0.6622,0.731,-2.2512,-1.1284,-0.799,-0.5753,-0.5645,-1.0137,-1.5516,-0.1793,0.8122,2.0226,-1.0956,-0.5277,-0.5365,0.6318,1.1893,0.3433,-1.3475,-1.1454,-0.5922,-0.882,0.7499,0.1489,-1.0575,-0.3049,-1.6255,-1.6301,0.8829,0.2108,1.3372,-1.0734,-1.5665,0.0846,-0.1179,-0.1874,-1.9031,0.8454,-0.1089,0.0338,-1.1247,-0.5598,-0.1032,-0.976,-1.0415,-0.2721,0.4345,-0.7704,-0.1094,-0.1598,0.9487,1.1316,0.5752,-0.765,-0.441,0.8192,0.6911,1.1163,-1.6946,0.3357,0.4013,1.2462
-1.3114,2.0984,1.5522,-0.56,-1.7062,0.1098,-0.3686,-0.4413,-1.6672,0.4215,-1.6199,2.002,0.8189,0.4178,-0.4762,0.2496,1.4807,0.3703,1.0771,-0.657,0.5401,0.4678,-0.0629,-0.8592,-0.3932,0.5765,1.7826,0.1175,-0.6318,1.074,-0.7396,0.636,-0.6779,0.8838,-0.331,0.8654,-0.2568,-0.9041,-1.0164,-0.2793,0.7293,1.7289,-0.1026,-0.0217,1.2393,-1.2461,0.4322,0.3784,0.5039,-0.2089,0.463,-0.3172,-0.7409,-0.5978,-0.4586,2.0649,1.2433,-2.1279,-1.3414,-0.7967,-0.494,-0.8048,0.091,0.6197,-0.0795,-0.0336,0.113,-1.2221,-1.3866,1.1522,0.1118,0.0907,-0.524,-0.606,1.0016,-0.9702,-0.8447,1.2511,0.7383,-0.5062,-0.4312,-0.8463,-0.3391,1.4078,0.1,0.311,-0.3316,-1.4608,0.6775,0.9528,-0.386,1.7677,1.1168,0.1488,1.5421
-1.1986,-0.1866,0.3837,-0.1453,-0.6535,-2.8071,-0.2592,-0.2346,2.3664,0.6061,0.4259,-0.7236,-0.7834,-0.2562,-0.3155,-1.9154,1.0587,0.9073,-0.2393,1.2859,0.1417,-0.4236,0.7839,1.6433,-0.7186,0.6438,0.3368,1.2192,-1.594,0.8802,-0.2603,-0.2027,-0.4564,1.1222,-0.8277,-0.7562,-0.2199,-0.2863,-0.1573,2.4976,1.167,1.4053,2.3596,-1.4091,0.3469,-0.5042,1.6472,-0.1222,-0.3938,0.0876,-0.8734,0.3534,2.1396,0.0937,-1.3008,0.8183,-1.3062,-0.1989,0.6183,-0.0156,-0.0393,0.071,-1.1164,-0.4328,-0.2323,-0.8346,-1.0571,-1.3082,1.656,-0.4484,1.5351,0.1578,2.5686,0.5222,-0.159,0.2144,-0.9419,0.2769,-0.5947,-2.1867,-0.5492,0.6866,-0.5435,-0.1564,0.1493,1.756,1.0619,0.056,0.3992,-1.8444,-0.402,-0.5964,1.1825,0.4642,1.0827
-0.6557,-0.9755,-0.0214,0.6596,0.5455,-0.2848,0.6399,1.4186,-1.8305,0.0883,0.2653,1.4974,-1.1347,-1.2009,0.2544,0.2607,-0.7974,0.8001,1.5782,1.3406,-0.3769,-0.9169,1.1481,-0.6637,1.3936,-0.3124,-1.0221,-0.6059,-1.7939,0.706,-1.7986,1.5473,-0.4024,1.058,0.1445,-1.2458,-0.5635,-0.9798,0.1521,0.2381,1.1457,1.1113,-1.4205,0.5398,-0.1619,0.3784,1.1538,-0.109,-0.1597,-2.0359,-0.8963,0.9004,0.4414,-1.8017,0.6607,0.0233,2.0153,1.3308,0.8463,0.0246,2.2164,1.8214,-1.4232,-0.4665,0.4454,0.6474,0.6206,-2.2434,0.4143,0.1329,-2.321,0.9528,-1.5419,0.0865,-0.4631,0.2787,-0.2876,0.9877,-1.4727,-0.0239,1.24,1.3143,0.8326,-1.2158,1.6821,1.3624,0.1091,-1.0064,1.491,-0.0304,-1.0922,-0.9474,0.4874,-1.6861,-0.3124
0.6973,0.4234,-0.0074,0.3822,1.1294,-0.5249,-1.2458,1.0777,1.2168,-1.6193,0.4206,0.5242,-2.1016,0.6855,1.2672,0.8995,-1.3317,0.3634,-1.335,0.9616,1.2444,-0.4647,-1.2972,0.1215,0.1791,-0.956,0.0248,0.5866,-0.1368,0.263,0.3835,-0.754,0.2864,-0.0806,-0.3133,-2.6219,-1.492,-0.8026,0.5383,-0.428,0.0969,-1.7882,0.561,0.7833,-1.501,-1.7039,1.1219,0.6957,1.115,0.0499,0.0306,0.6869,-0.2169,-1.3714,0.1027,-0.0121,-0.3561,-0.0989,0.8941,-2.2338,0.3103,0.3499,0.1749,1.4013,0.0966,0.2257,0.4276,1.0385,-0.2497,2.5135,1.2013,-1.2459,-0.2542,-1.2344,1.6884,-1.1084,0.0962,0.718,0.5024,-0.1149,-0.6338,-1.1758,-1.4981,1.6177,-0.2373,-0.5262,0.4762,-0.0443,0.626,-1.2919,1.1007,1.464,0.0432,1.9033,-0.3338
2.1149,-1.3139,-0.3199,-0.8884,-2.1712,-0.5559,-0.0245,-0.6742,-1.9326,-1.8606,-0.6246,-1.1489,-1.3013,-0.0957,-0.7378,-0.1558,-0.7785,0.7815,0.1685,-0.3674,-1.5092,-0.1569,0.1988,0.8152,-0.2174,-0.6431,-3.4169,-0.3498,0.5433,-1.8229,-0.4351,-0.4974,0.7217,-0.8281,0.1432,0.521,1.6462,-1.3698,-0.3888,0.4572,-0.4192,-0.1471,0.016,1.0013,-0.5231,-0.0646,-1.7318,2.2757,1.4845,1.1067,-0.2378,0.0656,0.7148,0.4436,-0.3369,-0.2599,-1.4404,1.1795,1.1616,-2.0363,2.0267,-2.0424,0.3717,-0.2852,-0.4644,-0.7282,0.2994,0.3853,0.984,1.5196,-0.8729,1.1068,1.367,-0.6118,0.4711,0.3598,-0.6262,0.6109,0.176,-1.1195,0.179,0.8091,0.7248,-0.3294,-1.4528,-2.0138,1.123,-1.2326,-0.1353,0.3827,-0.9116,-0.4022,0.3017,-0.0802,-2.0041
1.3349,0.1901,1.7291,0.0825,-0.2871,-1.0209,1.4781,-2.0171,-0.0213,1.5174,-0.5411,-0.4705,0.8983,-2.6432,-1.0068,0.0511,-0.5029,0.3971,-0.6961,-0.3547,1.9796,0.2426,-0.3297,-0.3506,0.9239,-0.6671,-1.2218,0.976,0.5885,-1.0003,1.3449,-0.9133,1.0721,-0.5862,0.8933,-0.2107,0.1094,-1.244,-0.6573,0.3656,-0.9183,-2.5062,0.7321,0.6966,-0.9412,-1.0496,-0.4187,-1.5782,-0.4738,0.7757,-1.7172,-0.3245,0.0566,0.1281,0.1535,1.3395,0.4298,-0.3061,0.8601,0.1135,0.1904,0.7259,0.6192,1.1223,-1.9023,-1.8703,-1.1069,1.2364,-2.2913,0.4686,0.9055,1.3453,0.897,-0.1917,-0.8758,-1.8736,-2.5354,0.5827,-0.9141,-1.2302,1.1129,-0.1073,0.3955,-3.0294,-0.7449,-0.9819,0.9424,-1.5489,0.872,-1.7165,2.3523,1.5415,-0.0892,0.5117,-0.3342
0.9279,-0.1631,0.9982,-0.1441,-2.1832,1.2313,-0.1403,0.6721,-1.7746,1.7128,0.9109,0.2051,0.259,0.1779,-0.0158,-0.7922,0.4074,-0.9058,0.9093,-0.671,-0.9951,0.9378,0.1011,-1.2189,-0.0622,0.8119,-0.4398,0.3627,0.7441,0.0637,0.3322,-1.0196,-0.2419,1.203,1.3865,-1.2321,-0.4234,-0.3115,0.4157,1.1348,-0.9915,0.9026,-0.4153,1.2494,1.5454,-0.069,-1.9619,-1.1843,-0.184,1.2344,-0.0669,-0.0391,1.4612,-0.0829,1.5191,0.4962,0.1205,1.3402,0.3623,-1.19,1.6749,-0.3621,-0.8829,-0.4671,0.5998,-0.0906,-1.6367,-0.023,-0.8556,0.0855,0.0045,-0.5108,-0.641,-1.3105,-1.0795,0.6139,-0.8499,0.8805,0.4441,-1.431,1.7102,-0.5727,-0.1277,1.5946,1.5441,-0.5393,-1.3615,1.5061,0.6567,-1.2531,0.5032,0.0696,1.0748,-0.004,-0.4024
0.2625,-0.5845,-1.3432,0.2436,0.2572,0.633,0.4495,-0.071,-0.1609,-0.2116,1.8872,-1.0874,-0.7542,1.401,1.021,-1.5333,-2.4566,2.1158,-1.1151,-0.6272,-1.1219,-1.4889,0.8534,0.6112,0.9699,0.4862,-1.0005,0.6338,1.0237,-0.6373,-0.4924,-0.4292,-0.9184,-0.1479,-0.4153,1.2927,-1.2559,0.4263,-0.9248,-0.2683,0.4804,0.3228,-2.0478,-0.0165,-0.3082,-0.0759,-0.2866,0.2955,-1.4801,1.9715,-2.2667,0.089,-0.0111,1.5493,0.3459,1.7823,-0.642,1.9804,0.4812,-1.7921,-0.2789,1.5144,-2.0506,-0.9242,-0.9065,0.8841,-0.7411,-1.8801,0.4451,-2.5349,-1.6619,-0.3274,-0.2832,-0.2913,-0.3577,-0.4812,-0.7574,-0.1003,1.6279,0.9822,0.8779,0.2015,-1.9721,0.8422,-0.0953,-1.2801,0.0341,0.9803,-0.051,1.0939,-0.0407,1.3113,-0.8609,-0.7287,0.0667
-0.8217,2.0522,1.8493,-0.4728,0.5799,-0.334,1.2277,-0.1061,-1.8856,-0.4781,-0.0054,1.7381,-0.3456,-1.3398,1.6655,0.9458,1.3439,0.2721,-0.1184,-0.2482,1.7427,-0.2911,-0.3248,-1.2444,0.9423,0.0609,-0.6761,0.1279,-0.5535,-2.383,1.7725,-0.7541,-0.4903,-0.5052,0.5344,-0.6796,-0.4564,-1.2526,-0.8986,-1.9835,0.2559,-1.5477,0.1907,0.096,0.0765,-0.3515,0.8636,-0.5989,0.4501,3.0713,0.0508,0.6385,1.7337,-0.1009,-0.2128,1.458,1.6948,-0.3173,0.6982,-0.9831,-0.1417,-0.4072,1.6506,1.7157,-1.1993,0.2414,1.0991,1.2781,-1.1104,0.8616,1.1578,1.1229,-1.0093,-0.3561,0.0219,1.4825,-0.0969,0.9627,-2.3742,-1.4883,0.6728,-1.4659,0.4831,-1.2835,-0.605,-1.1739,-0.7996,1.3073,-1.107,-1.1542,-1.7844,-0.3177,0.202,0.5573,0.1925
-0.2193,-1.5723,0.5507,0.7086,0.5296,-0.2112,-1.7845,-0.9445,-0.383,1.1043,0.6706,0.5495,-0.5634,-1.8866,-0.4676,-0.5897,-0.5536,-0.1534,-0.9226,-0.7548,0.6261,0.003,-1.3822,1.1667,-0.5731,-1.9504,0.2981,0.0522,1.1344,-1.249,0.9261,0.2633,-0.154,-1.0522,-0.4817,0.5068,-0.6264,-0.6191,2.0114,0.153,0.3159,-1.0947,0.1962,-0.1175,1.1353,-0.7343,0.0876,2.2678,-2.1375,-1.6822,-0.6128,0.0808,1.3433,-0.8611,0.5987,0.4061,0.775,0.7313,0.2388,3.8689,0.6253,0.568,0.0026,-1.1173,-0.2647,-0.5056,-0.8717,1.0005,0.9672,-0.4072,0.6737,0.5861,0.2832,-1.5818,0.0553,0.3099,1.0876,0.9662,1.4195,-0.9062,-0.0136,0.3536,0.2569,0.7341,0.4029,-0.6174,1.0243,-0.0373,0.0207,-0.4889,-1.3583,1.6996,0.071,0.0517,-0.9394
-0.1491,0.8667,-1.7997,-0.2573,-1.1783,0.0129,1.298,0.8743,1.3031,1.3572,-0.517,-0.2569,-0.5523,-0.0891,1.4511,-0.1583,1.0671,-1.2267,0.1097,2.4932,-1.2998,-0.6635,1.46,-1.6294,-0.3618,-2.6996,0.8509,0.428,0.6861,-1.439,-0.7744,-0.5082,-0.9861,0.5976,-2.0152,0.1968,-1.4817,-0.0323,0.4814,1.1633,0.94,0.3416,0.8448,-0.0771,0.7582,0.7411,0.3613,-1.5583,1.1805,-0.2221,-0.2015,0.457,-0.2243,1.4778,-0.749,-0.4538,0.4983,-1.2862,-0.9197,-0.0703,-0.7335,1.2554,0.283,0.6435,0.184,0.8232,0.1664,0.2885,-1.5502,0.7733,-0.6687,0.3091,0.0658,0.6254,-0.9568,0.5223,-0.7417,0.3661,-0.3846,0.7387,1.5449,0.5103,-0.961,0.0522,-0.4111,-0.7739,0.5763,-0.8,-0.2791,-0.9612,0.2896,0.1948,1.126,-0.2592,0.7056
-0.0157,0.6201,-0.6248,2.0415,0.2816,-0.4138,-0.4369,-0.708,0.7326,0.2592,-0.0399,0.1511,-0.2545,-0.027,1.9444,-1.1846,0.4455,0.5195,0.1798,0.3614,0.7093,-0.4257,-0.6352,-1.7313,-0.3957,1.086,-0.6481,-1.3522,-0.5341,0.3157,-0.4643,0.016,-0.351,-0.6036,-1.1838,0.1469,-1.3447,-0.3394,-0.6396,0.5958,0.0177,-1.6058,-0.4396,1.5329,0.2283,0.5179,-0.4569,0.4441,0.6653,1.1933,0.0274,-1.8547,-1.6059,0.788,-1.0167,-0.3174,0.6413,1.2215,-0.9767,-0.4399,0.4941,2.4724,-0.8081,-0.871,1.1639,0.2211,0.0887,0.9448,0.9347,1.0867,-0.3929,0.0633,-1.4608,0.2202,-0.7053,0.8542,0.8459,-0.1831,0.99,-0.7569,0.7866,0.072,-0.73,-0.1047,0.3965,0.1774,0.9739,0.3595,-0.688,-0.3946,1.0018,0.2997,-0.0866,1.1303,0.9542
0.7692,1.1348,-0.2124,-1.2627,-1.5247,-0.5081,-0.2208,-0.2062,-0.699,-0.3935,0.0195,-1.2367,-1.1619,-0.7158,-0.2472,-0.8595,0.2471,0.5722,0.7017,-0.7888,0.7257,0.5051,-0.3716,-0.9062,-0.8041,0.3098,0.8431,1.37,0.1915,-1.4735,0.1038,0.7555,1.2026,0.1817,0.0668,-0.6464,-0.1125,-0.8265,0.2747,-0.121,-0.1688,-1.4373,0.2217,-1.7806,0.2677,1.4862,0.7962,-0.5706,-0.5335,-0.3343,0.2782,-0.0917,-1.1874,-1.1886,0.9114,1.2264,0.2784,-1.8903,-0.7708,-0.2905,2.4489,0.145,0.9821,-0.9159,0.1057,0.9171,1.2524,-1.8213,0.6396,0.6996,-0.4153,1.4376,-1.6934,-0.1575,-0.5457,-0.8756,-0.9269,-0.6694,0.3692,0.7213,-0.5613,-0.0585,-2.0321,-0.3931,-0.7964,-0.3785,-0.2094,-1.716,1.3407,0.0698,0.0641,-0.585,0.5085,0.1699,0.2573
-0.2571,-0.1705,-0.4941,-0.4632,-1.1267,0.4543,-0.7241,1.8357,-0.524,1.3697,-0.6807,0.2844,-0.0141,1.4323,-0.3832,0.8978,0.8877,-0.0092,-0.2588,0.6574,-0.806,-0.8481,-1.6544,-0.1134,1.8582,-1.7889,1.3321,1.1528,-0.7278,0.6495,-1.5389,-0.8751,0.2254,0.1334,0.1249,0.3483,-0.5411,0.894,0.4705,-0.6393,0.5301,-1.1738,-0.0444,0.0142,1.9971,-0.3545,-1.232,0.2704,-0.6588,-0.2858,0.3004,0.6963,1.3661,-0.1069,-1.8774,-1.0453,0.5865,0.0465,0.2855,0.445,-0.2371,-0.6346,-0.2825,-1.3715,-1.0426,-2.0363,-0.2146,0.0038,-1.3405,1.0571,-0.6965,1.1922,0.2635,2.8957,-0.013,1.7941,1.1646,0.6371,0.6666,1.1515,1.2673,-1.6457,-0.3209,-0.9447,-0.6304,0.8768,-0.2099,-1.2026,0.1589,-0.0782,1.6779,0.6414,0.2478,-1.2731,-0.0644
-0.5108,-1.378,1.5324,1.0457,1.1411,-0.6483,-0.0977,-1.0382,0.2441,0.5802,1.9511,-1.0007,1.0634,-1.9146,-1.3928,-1.1572,1.2015,1.4659,0.686,-0.3634,-2.5214,1.1278,-0.947,-0.2053,-0.6652,1.6415,1.2105,-1.7045,-0.7978,-1.3455,1.4103,-1.4219,-0.2745,0.6169,1.5765,0.1,0.324,-0.6123,0.2948,-0.4668,1.1584,-0.5534,-2.9815,0.5158,-0.3944,1.1164,-0.9051,0.7452,2.3813,-1.7278,0.5008,-0.5674,-0.9427,-1.8,0.7195,0.096,-2.1003,0.8309,0.7956,-0.1628,-0.6399,-0.2131,0.6901,0.3999,-0.2823,-0.2257,0.9074,-0.624,-0.8533,0.2796,-0.354,0.6052,-1.5969,-0.4253,-0.5616,-0.3751,0.7448,-1.1796,0.3238,-0.194,-0.9031,-0.0921,0.2744,0.5065,-1.2431,-0.4695,1.3511,0.8574,0.2937,0.0161,-1.0581,-0.1355,-0.3664,0.1071,0.2288
0.5147,-0.8361,-0.7481,0.1635,1.3081,-1.6802,-0.5686,-0.8012,-0.8751,-0.2098,-2.1681,-0.5957,0.4426,-1.3372,0.5674,-0.5313,0.177,-0.541,-1.018,0.1446,0.9076,1.9467,-3.7242,-0.3241,1.088,-0.2056,-1.4647,0.5992,-1.6139,0.7003,-1.3365,-1.5355,1.006,-2.5502,-1.9809,0.0506,0.8879,-0.0488,1.1129,0.6902,-0.6382,-1.4574,-0.3436,1.4219,-0.5364,-0.575,0.295,0.253,-0.7749,-0.0646,-0.9304,0.9001,0.9424,1.1773,-0.1145,-0.1833,-0.9449,0.7861,-0.6332,0.3799,0.8724,1.0746,-0.6144,-0.2567,0.6696,-1.1958,0.3583,-0.5095,0.0468,0.2217,0.8282,-2.1628,-0.3428,2.366,0.2045,0.9542,-0.3077,-0.1342,0.3165,0.2852,-0.7802,1.8822,1.0706,-0.627,-0.1386,-0.1408,-0.3535,0.4344,-1.6969,-1.6422,-1.42,-1.0625,-1.532,1.3397,-0.0245
0.8745,-0.9653,-0.2708,0.7025,0.4767,-1.8838,1.1045,1.7174,0.2067,-0.779,1.4443,0.2694,-0.9789,1.0411,-1.7979,-0.9812,-0.0984,0.4294,-0.8075,1.1668,0.8081,-0.1461,0.3357,-1.1065,0.8092,0.3049,-0.5018,0.045,1.9014,1.9591,-1.5942,-0.9821,0.2555,0.3427,-1.0678,-1.0425,-0.4725,-0.0729,1.679,-1.8983,-0.886,-0.9025,-0.6428,-0.7349,1.184,0.3528,0.3591,-1.3529,-1.0073,-0.3872,-0.1966,-0.7841,-0.4264,-0.0884,-0.3614,-1.6338,-1.3065,0.4808,0.5519,-0.8333,-2.3872,-1.3842,-0.3922,0.0789,0.0709,0.1184,-1.2518,-0.1295,-0.673,0.0471,1.2331,-1.3654,0.8366,0.6137,0.0993,-0.0311,-0.6159,-0.87,-0.0914,0.4716,0.228,2.4051,-0.0749,-0.3003,0.7762,0.0345,-0.4562,0.2179,1.0728,0.1825,1.6525,-0.8123,0.7958,-1.2287,1.1077
-1.081,-0.315,-0.3588,0.1932,-1.1199,1.0353,-0.542,-0.8733,1.7561,1.1929,0.5451,0.4562,0.1546,-1.0611,0.5524,0.693,0.1371,0.3956,0.6487,0.4623,0.2255,1.2446,-1.1493,0.3186,-0.4479,0.5636,0.4695,-0.5779,-1.8893,-0.7718,0.9731,-0.8744,0.1043,1.8218,-0.0285,-0.3174,0.0168,-0.3776,1.4635,-0.8899,-3.1607,2.1302,-1.4344,-0.3801,-0.0202,0.4234,-0.2585,0.4394,-0.331,0.1378,-1.1721,0.3296,-1.1951,-2.8634,0.2439,-0.1672,-0.1133,0.6297,-1.3001,1.7872,-0.795,-0.8493,-1.4114,0.2161,-0.7629,0.49,-0.2832,-1.2142,0.4089,0.6396,0.2053,0.5808,-0.2828,0.8825,-0.104,0.3062,0.7252,1.0002,-2.1512,1.4056,0.7947,0.6501,-1.1963,0.9605,0.0459,-0.4353,1.4481,-0.4274,1.1141,-0.0486,-0.2398,1.2534,0.6686,-1.417,-0.8075
-0.9435,1.1916,-1.0466,-1.1667,-0.2803,-0.0883,-0.114,-1.9196,0.2919,0.0272,-0.094,-0.5361,1.2785,0.0615,0.2073,-1.022,-1.0599,1.108,1.298,2.4554,0.27,0.3887,-0.4596,-0.173,-0.1716,-0.2494,-1.3642,1.2897,0.5194,0.2923,1.0876,-0.3637,-1.2171,1.2321,1.0255,0.6098,1.38,0.5683,1.0679,0.9644,-0.1212,-0.4423,0.7379,1.7635,-0.2086,1.7373,-0.936,-2.0417,-0.2887,-0.2194,-2.7879,-0.2801,2.3229,-0.0664,-1.3243,-0.2737,2.5302,-0.7879,-0.5568,0.7674,0.3602,-1.059,0.9644,0.5398,0.4981,-0.3925,-0.1429,0.6494,0.8936,-0.8936,-0.1205,0.398,1.7465,-0.2777,0.369,0.218,0.4325,-0.1887,0.696,0.4482,0.1376,1.2554,0.2811,-0.0943,-0.8771,-1.0628,1.0525,0.0636,-0.1474,0.9891,0.1403,-0.1313,-0.959,1.2318,-0.0427
