"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39"
-0.622,-0.6558,-0.7729,0.4875,-0.7332,0.4299,-1.7393,2.0422,0.2865,-0.9925,0.8511,1.5087,-0.165,0.2141,-1.5402,-0.0632,0.4551,-0.7642,0.7376,-0.6704,0.7307,-0.8912,0.8454,-0.5241,1.1336,-1.1263,-0.9794,0.3101,-0.1862,-0.169,0.9733,0.4766,-0.1436,0.1452,0.0218,-0.9324,-0.3136,-0.2151,-1.7179,0.553,-0.4753,-0.9405,0.2431,-0.2171,-0.0164,-2.4364,1.2021,-1.5994,0.2348,-0.3529,0.3626,-0.7772,0.3863,-1.6767,1.0665,0.3073
0.6353,-1.1951,-1.0776,1.6434,1.9015,-1.0439,-1.1261,-1.024,-0.8487,0.0097,0.3022,0.1569,0.0847,-0.5017,-1.8225,0.5506,0.8739,0.3881,1.1526,-0.8712,0.1448,0.6604,-0.1941,0.2149,-1.0953,1.239,-0.4462,-1.0887,1.372,1.0613,0.2789,0.6654,-0.6096,-1.4586,-0.2775,-1.2469,-0.7202,-0.0977,-0.4712,-0.0515,0.8429,0.5489,-0.3289,1.0736,0.4887,0.263,0.5075,2.2085,2.2295,-1.4524,0.9448,-1.8435,0.8596,0.3932,-1.1262,-0.4063
0.2658,-0.5011,-0.795,1.053,-0.5683,0.0109,0.9244,1.5822,0.8407,-1.8017,0.2658,-1.5987,-0.8599,0.8907,1.0341,0.5534,-2.5034,-0.3497,0.4535,-0.93,0.576,-0.3629,1.1018,-0.0662,-0.9592,-0.0929,-0.1791,-0.0514,-0.396,-0.2182,-1.2714,0.4078,0.067,0.4235,-0.1281,-1.0206,0.283,0.8874,-0.6865,0.5731,0.862,-0.1938,-0.6342,0.7435,-0.3737,0.5042,-0.1851,-1.5579,-0.5168,0.6478,-0.5247,0.101,-0.4724,-0.8454,1.0618,1.4455
0.5561,-0.8807,-0.3318,-0.9912,0.7041,-0.5754,-0.3656,1.4863,-0.413,2.173,-2.149,0.5645,0.7819,-0.2633,0.2048,-0.9954,-0.5959,0.4688,-1.4208,-1.874,-0.9376,0.6558,-1.7606,-0.3282,-1.9149,1.2765,-1.3941,-0.2198,0.2992,-0.1144,-2.0519,-0.8986,-1.2227,1.1674,-0.8068,-0.4239,0.8884,0.4611,-0.0769,-0.9419,0.542,1.2858,0.6851,0.1623,0.3809,-1.1359,0.2665,-1.0013,-0.4257,0.0933,-1.4653,0.5411,-0.1136,-0.5077,1.5086,-0.09
2.9197,-1.4792,-1.1656,0.5103,-0.6371,-1.8914,-3.1856,-0.5516,1.4587,-0.7188,0.0423,-0.8253,0.1036,0.096,-0.2959,1.1426,-0.7355,-0.4692,0.6744,-0.2675,1.2178,-0.4577,-0.1282,-0.7808,-0.1933,0.3932,-1.876,1.9764,-0.9636,0.5356,-0.2304,1.5781,-0.6043,-1.0825,-1.4331,-0.6513,-1.1544,1.9283,1.7038,0.5034,0.9178,-0.461,0.4621,-1.3854,-0.7199,-0.538,1.2549,-1.138,-0.6691,0.5667,1.5704,0.9292,-0.3602,-1.0186,0.7635,1.6065
0.786,0.4224,0.8496,0.6282,0.4756,1.2428,-0.6832,-0.8097,0.1699,-0.0309,-0.625,0.7389,-3.5134,0.231,-2.0553,-1.0353,0.07,0.69,1.9181,1.1721,0.3909,1.8466,1.9174,-1.1247,0.7007,-0.3127,-0.6141,-1.0235,-0.7619,0.1673,1.5589,-0.2544,-1.6332,-1.1904,0.2278,0.2964,-1.3021,-1.8809,-0.6602,0.6203,-1.091,0.9682,0.1798,-1.7444,-0.6474,-0.096,0.6421,-1.2729,0.2102,-0.3678,1.3736,-0.5583,0.9163,-0.5508,0.889,-0.2614
-1.4568,0.2906,2.0053,2.016,-0.303,-0.8279,-1.2424,0.0691,0.2143,0.1247,-1.0376,0.5397,-1.0048,0.6872,0.7244,1.7311,1.1691,-0.2541,-0.6318,-0.3893,-0.5856,-0.2132,-1.6658,2.6166,-0.3759,-1.3314,0.1533,0.353,1.187,-0.0172,1.1859,0.9576,2.4658,1.796,1.486,-1.6954,0.2246,0.9033,0.3653,-0.5818,-0.1945,2.14,0.2377,-0.3733,-0.4957,1.5891,-0.0169,0.309,1.1888,-0.3502,-0.3748,0.4058,-0.4939,0.4083,-1.637,1.1027
-0.1849,0.7764,-0.1586,0.9528,1.784,-0.5561,3.6332,-1.6847,0.6227,-0.9879,0.069,0.3,0.0636,0.0239,-1.0008,0.3903,-1.3677,0.2331,-1.2365,-1.022,1.274,-1.5856,-1.984,0.4148,1.8011,0.6458,1.2546,-0.6403,1.8326,0.5238,-1.812,1.4076,0.5385,-0.9686,0.674,-0.2096,0.2022,0.8524,-1.4443,-0.6454,0.4584,-0.2269,0.0114,-2.3916,1.5727,0.3392,-0.7223,-1.163,0.3316,-0.5648,0.7336,-2.4588,0.8266,0.5279,-0.9745,-0.7594
-0.9084,1.4246,-1.2308,0.617,-0.4916,0.9766,0.9278,-1.0861,0.6833,-1.3927,0.5856,1.0317,0.8234,0.1741,0.9725,0.0828,-0.1443,0.4962,1.399,-0.3726,-1.3067,-0.4663,0.9982,0.0726,-0.4868,0.8944,-0.7084,-0.9309,1.8855,1.2515,-0.2602,0.994,1.2846,-0.6619,-0.1436,1.7624,-0.0869,0.3067,2.2158,0.5404,1.6926,0.1777,0.6055,1.3412,0.0615,-0.2667,0.1405,0.1451,0.9946,0.062,3.5539,-0.0568,0.88,1.1659,-0.2853,0.2361
0.8353,1.8636,-0.4059,1.1976,0.2095,-2.1268,1.3636,-0.6284,-0.8581,0.0061,-0.5185,-0.0091,0.4632,-0.9532,0.8272,-1.1502,0.0425,-0.6331,0.0351,-1.023,-0.4636,-0.8048,0.6824,-1.9074,-0.4749,1.1474,1.2199,1.0019,-0.5673,-2.1508,0.5243,-1.0337,0.5141,-2.7467,-0.8061,-1.9978,-1.0903,-0.5393,1.4738,-0.6997,-0.2062,0.7467,1.5607,-0.1466,0.6306,0.5671,-0.0257,0.772,-1.2256,0.1918,0.4557,0.9015,0.8597,0.3456,0.4407,-1.3484
-0.7975,1.3385,1.0296,1.3347,0.0713,-0.8381,1.0466,-1.155,1.0926,-0.069,-0.0754,-1.888,0.2771,1.193,2.4547,0.065,0.3661,0.7799,-0.9769,-0.3035,0.3076,-0.6049,-0.337,1.0682,-1.6821,1.7351,1.9979,-0.233,-0.797,-1.2979,0.2284,-0.5554,-0.1803,1.3023,1.1775,-0.1587,-0.4003,-0.9641,0.1788,0.2521,0.6534,0.3974,-1.1546,-0.3804,-0.3523,-1.3289,-0.9892,-0.5359,0.0727,1.7362,2.3613,0.7105,-0.5879,-1.8203,0.8738,1.1409
-1.0002,0.7787,-0.4344,1.8326,0.6812,1.4392,-2.4373,1.3341,-1.0603,0.1167,-0.2746,-0.6839,0.652,-0.8677,0.8903,0.2124,0.2429,0.7987,1.5246,1.2947,1.3506,-1.6926,-0.274,0.6735,0.9126,-0.7351,0.5427,-0.7438,1.3155,-0.0439,0.4824,1.1216,-0.2288,-0.6569,0.9557,0.2552,-0.9859,-0.8011,-1.5633,0.8381,-0.7288,-0.0136,1.9667,-0.1064,-0.4082,1.0084,-0.761,0.303,0.7313,0.623,-0.401,0.7689,0.0547,-0.2946,0.697,0.642
-0.605,1.1531,0.2621,-1.031,0.3192,-0.1666,1.1183,0.9279,0.229,-0.8315,0.6741,0.3997,0.0331,-0.2329,-1.0056,-1.3701,-0.0214,-1.2416,-0.9699,-0.989,1.0399,2.2992,0.9517,0.0242,0.0085,-0.4609,-0.7715,-0.8325,-0.3095,-1.8684,0.4919,-2.2688,-0.316,0.3452,-0.0324,-0.8101,-1.7287,0.6165,-1.3652,-0.0959,-0.6502,0.1342,-0.8472,0.2968,-0.2643,1.1953,1.0762,-0.5057,2.0009,-0.2681,0.2717,-0.8983,7e-04,-2.8843,1.4309,1.159
-0.816,-0.0364,0.5274,0.9501,0.7025,0.8385,-0.7797,0.7799,0.7694,-1.4317,0.1396,-0.7525,1.2496,-0.2769,-1.9929,0.3178,0.6253,0.2272,-0.0184,0.0731,-0.3933,0.6071,0.2426,-0.6057,-1.2537,-1.1178,0.2649,-0.3375,-1.741,-2.0091,1.3236,-0.7955,-0.2574,0.0504,-0.0528,0.9207,-0.3805,0.4873,1.3007,0.8976,-0.969,0.0832,-0.6612,-0.5353,-1.1688,0.4841,-0.3771,0.1645,-0.8482,-1.3017,1.8113,0.2727,-0.7794,-0.1538,-0.9815,0.5749
-0.2306,-0.2803,-0.0264,2.2264,0.634,-1.1226,-0.6078,-0.7,-0.4277,-0.7206,-0.523,0.2574,-0.6705,0.7722,-0.0744,0.0371,0.9832,-0.9232,2.4616,0.5975,1.1432,1.8691,-0.1241,0.0225,-0.2217,-0.1139,1.0947,1.7667,0.4623,-0.0148,-0.8452,0.0408,-1.3661,0.6383,-0.5297,-0.1984,-1.4,-1.9316,0.6586,0.5026,0.5268,-0.8717,0.0246,-1.0047,0.0498,0.449,-1.6263,0.4728,0.3609,-0.1323,0.2218,-0.9708,2.2126,-0.4746,0.4731,1.7418
-0.857,0.5851,-0.9691,-0.2011,-1.0423,-1.3667,-3.2825,-0.9603,-0.7065,1.6488,2.8975,0.6082,0.2787,1.759,0.205,1.593,-0.8638,-0.088,0.8537,-0.3078,-0.3856,0.4689,0.1996,0.4948,-0.3751,0.0989,0.9039,-0.6946,0.8356,-0.6708,-0.0513,-1.1494,-0.4315,1.9482,0.071,-1.7885,-0.4133,-0.7779,0.0928,0.4738,1.1762,-0.4385,-1.5339,0.9803,-0.4282,-0.8177,0.3162,0.4582,-0.4625,-0.7416,-1.0959,-0.2161,-0.1106,1.2127,-0.3197,0.7525
2.7449,0.5999,0.8214,-0.8095,-1.6238,1.5628,-3.086,-0.4349,0.6342,-0.7392,-0.7244,-0.8832,-0.0265,-1.093,-1.5782,0.5819,0.1356,0.6049,0.9729,-0.0214,-0.9189,-0.0486,-1.5052,-0.3097,-1.8025,-1.832,-0.3402,-1.3041,0.5851,-0.0459,0.5076,0.4804,-0.0235,-0.0596,1.3128,-0.6559,-0.09,0.6344,-1.4797,0.1919,0.1479,0.403,-1.0285,-0.331,-0.8129,-0.3936,-0.1434,2.033,-1.0898,1.3144,-0.7136,1.7267,1.2241,0.9529,1.1635,-1.5394
0.776,0.4456,1.2937,-0.5806,-0.1231,-0.1319,-1.3463,0.3989,0.0305,0.4567,-0.8635,-0.6927,-0.8758,0.0897,-1.0158,1.9122,-0.4412,-1.1586,-0.4703,-0.2695,1.1556,0.4633,0.8368,1.6295,-0.5917,1.1324,1.7126,0.2541,1.4541,0.3523,-0.2112,-0.0838,1.1696,-0.1289,-0.8096,0.1253,0.8328,1.648,-0.2429,-0.1866,0.3918,0.5452,-0.2896,0.0998,-0.3376,0.2182,-2.3366,0.0993,0.5503,-0.3918,0.5734,0.1933,0.2546,1.8576,-0.2569,1.0974
-0.5216,1.2763,-0.1903,-2.0611,-0.9444,-1.1994,-0.2802,1.4977,0.3816,1.8755,0.6653,0.0749,1.4667,0.9752,-0.0047,-1.3992,-1.5623,1.4119,1.4698,0.6106,-1.9984,2.1524,-0.2359,-0.5549,0.7526,-0.8665,-0.0374,-0.7912,0.7975,-0.3726,-0.5076,-1.259,-0.5959,-0.567,0.6419,-0.0956,0.4566,1.9795,1.4017,0.9504,-1.9084,2.6662,2.1284,0.458,-1.0653,-1.8022,-0.9842,0.0335,-2.2503,-1.3704,-1.4692,1.8836,2.0427,0.3275,-0.7568,1.5623
-0.7904,-1.3893,-1.4147,0.1464,0.7335,1.3662,0.5556,-0.8887,0.3532,0.8056,0.1107,1.1114,-2.4088,1.6235,-0.1418,-0.0595,0.8304,-1.028,-1.9976,-0.432,0.894,0.5063,0.519,0.7371,-1.6268,-1.0047,1.0981,0.3683,0.1396,0.0172,0.8603,-0.3752,0.2059,-1.6696,-0.4792,0.8567,-1.258,-0.4718,0.2694,0.2599,-0.0029,1.1225,0.8716,1.1199,-0.8359,0.7709,1.3899,1.0924,0.0675,0.0863,1.1508,-0.3308,2.6199,-1.1787,0.4286,-0.4812
-1.0776,-0.1228,-1.5724,0.8022,0.2716,1.1377,0.182,-1.0368,-0.6787,0.699,0.204,1.2211,1.5063,2.2416,-0.7447,0.395,-2.9503,-0.5104,-0.4791,-1.1267,-0.4624,-0.0274,-0.0307,-2.5832,-0.1072,2.4416,-1.0542,-0.609,1.24,0.9146,0.665,1.1757,-2.0504,-1.2607,-0.7374,-0.529,0.8094,-0.6307,0.1312,-0.0316,1.1103,0.9455,-0.1597,0.075,-0.4637,0.1512,-0.3318,2.0647,0.5454,0.6824,1.0665,3.3947,-1.5263,1.5941,-1.1571,0.9056
0.6822,-0.0418,1.4727,-0.8606,-1.8747,-0.6571,2.5137,-0.8901,1.2871,0.8118,-1.045,-0.5824,1.8658,-0.797,-0.2973,-0.3081,0.8223,0.6137,1.1707,0.2084,1.113,1.0269,-1.0381,-0.2086,-0.7949,-1.4103,-0.8137,-1.7763,-1.6567,-0.5548,-0.2609,1.1516,-0.5874,0.4313,1.117,-0.3121,-0.5601,1.4374,1.158,0.1444,0.801,-0.4429,0.1189,0.1353,-1.1983,0.0598,-0.3691,0.6752,0.4915,-0.3212,-0.1095,-1.3039,0.972,1.0138,0.8458,1.377
-1.8932,-1.0869,1.4577,-0.2193,-0.2044,-1.0496,0.5361,0.3637,-0.0031,1.7051,0.4707,-0.2796,1.5121,1.9448,-0.0553,1.7145,-0.6482,-1.1851,-0.2969,-0.1961,0.2045,1.181,-0.0357,-0.359,0.9267,-0.271,-0.73,0.883,0.9214,-1.0332,0.727,-1.2695,3.1209,-1.4879,-0.3332,-0.525,0.2405,-1.0323,1.1066,0.3922,-0.7767,3.0144,0.0241,2.3189,0.6228,-0.4067,-1.2288,-0.0397,-0.0117,1.3069,-2.5209,0.2818,-0.1549,-0.3038,-1.924,0.4982
-0.1023,-0.4002,0.9592,1.5171,0.1562,-1.5152,-2.9454,-0.4735,-0.3344,-1.1185,2.1792,1.4718,1.4997,-1.8766,-0.024,-0.4326,1.1599,0.4224,0.2919,-0.9607,-1.3048,0.7843,1.3058,-1.0365,0.8518,0.3643,-1.7163,0.9704,-0.493,0.8581,-0.0079,-1.7495,0.2429,1.8634,-0.2872,0.2896,-1.1428,0.0049,-0.6613,0.7523,-0.9575,-0.5973,-1.1466,-0.1811,0.709,0.2464,-0.2047,0.5019,0.9438,-1.6275,-0.1157,-0.4013,-1.7589,1.236,-1.2438,-2.0623
0.0878,0.6171,0.004,1.7009,1.6156,0.0877,-0.5274,-0.7704,0.5207,0.5408,1.1409,-0.3114,0.649,-1.5645,-0.081,-1.7671,-0.6081,2.0896,-1.5346,2.3625,0.7451,1.1824,1.3256,0.4995,-0.6046,1.4358,1.5716,0.7491,1.0036,0.1508,0.6654,0.8333,-1.1091,0.5732,-0.0356,-0.1674,1.0249,-0.1284,0.5164,1.2161,0.6723,1.0391,-0.7228,-0.8939,0.3355,0.7522,-0.3282,-0.6108,-1.6444,-0.5912,-1.0717,-1.4196,-0.2303,1.7131,0.4525,0.0467
