"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NS30","NS31","NS32","NS33","NS34","NS35","NS36","NS37","NS38","NS39","NS40","NS41","NS42","NS43","NS44","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39","NNS40","NNS41","NNS42","NNS43","NNS44","NNS45"
-0.3386,-0.7608,-0.0634,-1.9085,-1.541,-0.73,0.4368,-0.1709,0.6323,2.4296,-1.538,2.4133,0.5187,-1.5076,0.4633,-0.8235,-0.8197,-1.1737,0.3477,0.748,-0.3388,-1.3428,-0.0472,-1.0548,0.7262,0.6445,0.1897,-0.5491,1.5408,-1.2223,-0.4872,0.6241,-0.3675,1.0159,-0.5787,-1.1826,1.6798,-0.7958,0.7513,-0.1021,-0.2743,-2.2007,-0.6372,0.7553,-0.124,0.5786,-1.0379,0.3882,1.9119,0.2684,0.126,-0.5475,-0.8624,-0.3361,0.5337,-0.7275,-0.4313,1.6983,-0.9593,-0.1702,0.6197,0.5252,-0.4672,-0.5744,-2.1247,1.5906,0.0684,0.0319,0.0492,0.2468,-0.931,0.9153,-0.763,-0.0912,-0.182,-0.0782,-0.14,0.6134,0.6311,-1.0827,-0.0698,-0.6863,-0.535,-0.8699,0.6019,-1.0686,-0.6966,-0.6398,-1.7462,1.3154
-0.6504,0.4972,0.6733,-1.6896,1.0094,-0.4112,-0.0853,-0.6313,-0.426,1.4553,-0.5152,0.5787,-0.9366,-1.0233,1.116,0.7036,-2.3235,-2.3033,0.5728,-0.3808,-0.2467,0.5741,0.647,1.0191,-0.6509,1.3618,0.1452,0.4855,-0.4148,-1.171,0.9999,-0.8338,-0.313,0.5488,1.2521,-0.5964,-0.0808,-0.9796,-1.5848,-0.2294,-1.3148,0.8925,0.4772,0.1544,-0.3185,0.9727,-0.0831,1.0144,1.3501,0.005,-0.1536,-0.3262,0.4597,-0.9543,0.6047,-0.31,-0.4979,1.4073,2.3157,-1.0846,-0.0799,-0.942,0.8112,0.3993,0.092,-0.6468,-0.0999,1.4881,0.034,-2.5428,-0.1858,-1.3098,0.9239,1.8219,0.9313,0.5185,0.0708,-0.8444,-0.4931,0.2847,-0.9253,0.6117,0.3499,1.1004,-0.2589,-0.6916,0.197,1.8425,0.6799,-0.0366
-0.7423,0.041,0.7635,0.544,-1.3439,-1.3585,-3.0918,-2.3231,-0.5748,-0.3356,1.6578,0.073,-1.4704,-1.1944,0.1832,0.7284,-0.2329,0.0174,2.0291,-0.8211,0.0853,1.3363,0.6774,-1.1746,-1.1127,-0.3656,-0.0596,0.2391,-1.8263,2.058,0.3339,0.0774,0.7549,0.7841,-0.1356,-0.3962,0.5135,0.4641,-1.7134,-0.1701,1.3373,0.7779,1.3324,1.1768,-2.336,-0.7683,-0.1065,-1.0703,-0.2748,0.6299,0.9299,0.4607,-0.1414,2.9891,-0.4488,-1.1297,-0.8676,-1.6246,1.6177,-1.106,-1.382,0.5384,-0.4454,-0.8531,0.8352,0.4157,-1.4256,-0.4509,-0.8678,-0.8484,0.6091,1.1097,-0.064,-1.2316,-0.4237,0.6969,-0.8176,0.7654,-0.8886,-0.014,-0.159,-0.337,-0.8373,0.1743,-1.194,0.199,1.3861,0.6734,0.4626,0.7669
-0.3271,-1.2818,0.4128,-1.1718,-0.8457,-0.4953,0.4565,-0.1051,-1.9921,-0.6736,0.654,0.5546,-1.3909,1.0951,-0.1843,-0.6875,0.3421,0.7813,-0.2066,0.2107,-0.1727,1.3817,-0.6775,1.2836,0.9309,-1.9072,-1.013,-0.4961,-0.6202,0.2873,-0.3905,-0.1225,1.2661,-1.1166,1.4116,-0.6278,0.1536,0.6061,-0.9157,-0.6871,-0.7511,-0.31,1.5676,-0.0709,0.0558,1.0389,1.0006,-1.7911,-0.2485,2.8251,0.1198,0.0121,0.158,-1.3907,1.6778,0.7014,0.6598,-0.8052,1.251,-0.7562,-1.9003,-1.0231,0.0043,0.9,-0.2981,2.3928,-0.503,0.6158,2.6279,0.1906,1.8515,2.1946,1.5269,-0.6497,0.0568,0.8202,0.1376,-0.772,-0.0512,-0.2518,0.0855,-0.2244,1.2184,0.9499,1.4664,-0.9965,-0.3913,-0.5328,1.8952,-0.6991
0.9553,0.4118,0.6709,0.0516,-0.095,-0.2426,-0.0076,1.1149,1.6568,-0.5804,-0.4871,1.1268,1.7458,-0.2291,0.6757,-0.5724,0.4448,-0.7654,-0.6158,0.5925,0.7391,0.5396,-0.4418,-0.9706,-0.0609,2.7925,0.1983,-0.1069,0.2569,-1.5552,0.4307,-1.4977,0.5322,-0.004,-1.631,0.9303,-1.3589,0.2389,0.4795,-1.1748,0.6456,1.36,-0.6357,-1.5756,1.9793,-1.548,-0.4439,-1.5779,-0.1643,-0.7163,-1.1169,-0.6206,-1.2362,0.0877,0.9949,-2.2036,-0.1577,0.2633,0.7631,-0.8837,1.6318,0.1336,0.5598,-0.6233,-1.0584,-0.4457,-0.6066,-0.0572,0.1276,0.7685,-0.5781,0.3344,1.0792,-0.0212,1.2624,0.0284,1.2518,-0.2554,0.9924,-1.349,-0.5091,2.1259,0.0057,1.4975,0.9058,1.482,-0.0098,-1.9066,-0.6775,1.1306
-0.8439,-2.2053,-1.5731,0.2113,-1.0899,0.4729,-1.1804,0.9341,0.3491,-2.0169,0.1512,1.1805,-1.5957,-1.0542,-0.7592,-0.8873,1.2879,-1.2703,0.5018,-0.3289,0.8529,0.0461,-1.2448,0.0513,0.0548,0.0555,-0.1732,-0.4787,0.1411,-1.594,0.3258,-0.2383,0.9356,2.271,-0.9768,-0.057,-1.6319,0.0302,0.4365,0.0656,0.8322,-0.2134,-1.7998,1.3411,1.314,-0.2214,0.4352,0.092,1.4967,0.7425,-0.8318,-0.8599,-0.5537,1.0206,-0.3876,-1.8545,0.3776,-0.9519,-1.0141,-0.4012,-0.2245,-0.9361,1.4107,-0.8163,-0.7106,-0.8955,-0.4461,-0.4098,0.8488,-0.3982,0.1844,-0.4895,1.4817,0.6178,-0.1048,-0.9938,1.7786,-0.2141,-0.4592,0.3454,-1.0949,-0.8201,-1.5404,-1.3466,-0.3106,-0.4906,-1.233,-0.3998,0.4342,-0.023
0.0936,-0.3412,1.3263,1.1199,0.8335,-0.5002,-0.2481,-1.6173,-0.0295,-0.5444,0.2005,0.6647,0.2764,0.8734,-1.1256,2.0591,-0.5459,1.6162,-0.4498,0.0634,0.7787,-0.942,-1.0778,0.145,-0.1897,1.2188,-0.9176,-0.0558,-0.504,-0.8664,-0.8855,0.5877,-0.0557,-0.8436,-1.4655,0.3306,-0.2331,-0.8682,-0.6625,0.1214,-1.6399,-0.766,2.5389,0.0906,1.2327,-0.2357,-0.4622,1.3857,0.1815,0.7498,-0.535,-1.4528,-0.628,-0.7737,0.6428,-0.9157,-0.3718,2.3185,0.2747,-0.5715,-0.2963,1.6234,-0.4096,-1.1316,-1.6808,-0.5036,-0.6033,-0.9794,2.4289,-0.247,0.3413,0.4546,0.2564,-1.441,-0.3337,-1.6882,3.518,-0.6117,-0.4303,0.0978,0.2351,0.5348,0.4333,-0.6418,-0.4216,-0.0403,-0.5178,1.2294,0.7186,-0.6071
-0.0861,-1.5746,0.6128,-0.3768,-0.926,0.6762,0.911,-1.0036,-0.998,-0.8994,-0.2045,0.2962,1.2959,-1.4252,1.1448,3.0083,1.2003,0.1659,0.269,-1.3133,0.3078,1.2018,1.9572,0.3926,0.3414,-0.8018,-1.2979,0.4759,-1.2143,-1.3535,-0.3212,1.6493,-0.9372,-0.5097,-0.7665,0.8428,-0.0805,-0.4098,0.6552,-0.6656,0.414,0.4359,-0.4361,1.81,-0.188,0.2551,-0.982,-0.1621,1.8093,-0.5354,0.0995,0.7429,0.1072,-0.7353,-0.0462,0.7677,-1.6301,-0.9426,-1.029,-0.4544,1.2147,-1.5524,-0.8008,-1.8518,-2.904,1.2548,0.2398,-1.3466,0.6011,-0.8457,-0.4392,-2.084,-0.2643,0.1604,2.1176,0.6102,-0.3841,1.8199,0.8632,-1.7112,2.4218,0.6758,-1.9861,-0.5544,-0.0856,-0.7843,1.4339,-1.3593,-2.3025,-1.2202
-1.0385,-1.3185,-1.2907,-0.1386,0.0306,-0.1422,0.2915,-0.0831,-1.2368,-0.604,1.1119,-0.008,-1.6737,1.1127,-1.3906,-0.1643,-0.5275,-0.538,-0.2557,-1.5957,-1.554,-1.3359,0.1022,-1.5334,0.4162,1.3196,-0.7287,-0.048,-0.1634,1.2891,-0.1375,-1.3429,-0.3625,0.5402,0.033,0.3732,0.9451,-2.3879,-0.0975,1.0907,1.0621,-0.0182,1.076,1.7845,0.5577,-0.6813,0.6719,0.558,-0.4827,-0.295,-0.4165,0.8132,0.3231,-0.6022,-0.8137,-0.0732,0.9286,-0.1503,-0.3509,1.6004,0.8677,-0.3487,-0.0881,0.0306,-0.5558,-0.9719,-0.2958,-0.5465,-1.0546,0.8199,-0.5043,-0.191,-0.4554,0.797,-0.1364,-0.093,-0.4231,-0.0013,-1.0915,-0.8354,-0.1743,1.0952,-0.829,2.1351,-0.2092,0.1905,1.1718,0.0223,-0.385,-0.6787
-0.702,0.7235,-0.4113,-1.0087,-1.508,-1.4114,-0.7282,1.2067,-0.1457,-0.5613,1.6287,-1.1613,0.45,-0.5796,-1.5047,0.3148,-0.7695,0.1754,-0.0706,-0.0949,0.4398,2.1657,-0.3986,-0.7725,0.2893,0.4996,-2.9581,-0.4526,-0.4886,1.546,-0.0745,0.4153,0.3285,0.3848,-0.4529,0.8714,0.6068,-0.0341,-1.2888,-0.5133,-0.6493,-1.2105,0.5426,-0.5795,-0.1237,-0.9959,-1.106,1.1242,-0.886,-0.3208,-0.3244,0.4532,-0.1933,1.2456,0.4022,-1.1777,1.2451,-0.3377,0.575,-0.2139,1.0943,-1.5412,1.3805,0.3445,0.8621,1.3596,1.9373,-2.17,0.6276,1.4729,-2.8778,3.105,-1.1135,0.518,-1.5298,-0.7902,-0.5534,-0.1155,-0.4274,2.6623,-0.6026,1.4041,0.4186,-1.1882,-0.3327,-1.3685,1.1485,-0.0104,2.4759,0.8657
2.2488,-1.4741,2.1751,1.7279,0.0534,-0.5968,-0.4603,1.8038,0.2584,2.8758,-1.3826,-0.7278,0.4486,-0.4921,0.9215,-0.2994,-1.1944,0.8539,-0.3747,-0.2967,-1.101,0.4688,0.4909,-0.8395,-0.1271,-0.6027,-1.8642,1.2042,0.2092,-0.0814,0.6085,-0.8648,0.6498,2.2573,0.3274,0.23,-1.09,0.6997,-1.1127,-1.1248,-1.0185,2.6284,-0.7883,-0.0719,0.9196,0.1128,-0.0279,-0.4038,1.1729,0.199,-1.1192,0.8958,0.5614,0.3763,0.1399,1.0147,-1.1074,0.6106,-0.0948,0.1457,-0.0925,-2.4587,-0.7517,0.6238,0.5759,0.2417,-1.2498,-0.1133,-1.3643,0.3113,1.9242,0.5483,-1.3519,-0.5409,-0.916,1.898,-0.3355,0.1731,0.7038,0.6492,0.8407,-0.5275,-1.8752,1.1265,-0.4414,0.1015,-0.7409,-1.3042,-1.5875,0.091
-1.0107,-0.3026,0.7204,1.0788,-1.199,0.479,-1.5842,-0.1725,0.4827,-0.7472,-1.4618,-0.6725,-0.151,0.7979,-0.2919,-0.7633,0.0331,-2.2556,0.269,0.3247,-0.2414,-1.0846,-1.0079,-0.8204,-0.1903,-0.1021,-1.561,-0.5757,1.3635,-0.1162,0.1765,0.4651,-0.4016,-2.1043,-0.3689,-0.2302,1.1383,0.1676,0.1986,-1.5577,0.9047,0.8799,-0.1582,-0.8909,-0.6008,0.9576,-0.3456,-0.2173,0.5331,1.4506,-0.4508,-0.4272,-0.0827,-0.2533,0.3451,-1.9051,-0.5999,0.0618,-0.408,-0.0289,-0.7062,-1.2941,-0.3383,2.2822,0.6065,0.6293,-1.9211,1.1675,-0.2889,-2.1193,-0.2977,-1.1268,0.7369,0.3155,-1.0535,-0.0698,-0.5844,-0.3248,1.7803,-0.6514,0.2905,0.5663,0.0525,1.2276,0.263,-0.1137,0.4997,1.081,-1.7801,0.2869
1.5969,-0.0631,-1.2567,0.9393,-1.0161,2.1367,-0.1956,0.9263,-1.0819,-0.5732,-2.1795,-0.5651,0.6527,-0.9583,-0.2331,-0.5938,-0.0207,-0.6767,1.0263,0.4667,0.7296,0.3264,-1.342,-0.9945,1.54,0.2663,2.1045,-0.3887,0.2967,-0.1518,-1.3127,0.8182,0.3029,2.1056,-0.2612,1.7874,0.2421,-0.9744,-2.2365,-0.4097,-1.1684,0.4936,1.2632,0.2792,-0.8728,-1.3449,0.2081,0.6013,0.701,-0.476,-0.3888,0.8425,0.2943,0.1299,-0.4754,-0.8913,0.2795,-0.2296,-0.7185,1.485,-0.6345,1.7752,-1.6866,1.8218,0.3911,-0.0396,1.9677,0.5829,0.1273,-1.46,0.1609,-1.1941,-0.2335,-1.0013,0.7186,-0.4934,-0.0984,0.9619,0.8316,2.1321,2.0041,-2.0734,0.5703,1.4836,-0.9841,-0.2465,0.2151,1.041,0.6765,0.4597
-0.2482,0.0697,-0.9217,0.0942,0.5116,-0.337,0.2641,-0.5078,-0.5377,-0.6632,-1.6133,-0.6971,-1.0766,-0.5151,1.1705,1.1653,1.4035,-1.5115,-2.2591,-0.2625,0.4202,2.1524,0.1599,-0.6324,-0.4933,-1.1015,0.5042,0.1865,1.1763,2.4684,1.3462,0.2516,1.0593,0.1001,0.3106,0.1593,-0.26,0.7091,-1.302,-0.35,-0.0759,0.7231,0.2671,1.3466,1.6399,1.3808,-0.711,0.8653,1.4995,-0.9803,0.4259,0.5582,0.4084,0.1693,0.1534,-0.3361,0.5364,-0.7403,1.0653,-0.9296,-1.0194,-0.8602,0.9367,-1.4015,1.0432,1.122,0.9926,0.4062,-0.2013,-0.628,-0.4401,-1.1681,1.2497,0.9841,-2.4401,1.8415,1.5714,-0.0758,1.1025,1.1862,1.1849,1.6756,-0.4633,0.1266,-0.0402,-0.7776,-1.1413,-0.3274,0.0176,-0.2348
-0.1344,1.4834,-0.1588,-0.1343,0.4329,-0.1467,-0.5371,-0.584,1.1431,0.7001,0.1709,-0.6961,2.8426,-1.2332,-2.7774,-0.0724,-1.329,-0.7684,0.9087,-0.6591,-3.1025,0.91,0.8176,0.5221,1.0716,0.7119,0.6959,-0.0417,0.3433,1.7909,-0.1919,-0.6307,-0.5429,0.1566,1.7553,0.6121,1.8006,0.1003,-0.1092,0.7038,-1.1901,-1.1321,-0.4833,-0.491,-0.0736,1.4964,-0.7177,0.1032,-0.0925,0.6263,-1.2811,0.2049,-0.7993,-2.4709,-0.9391,2.3832,-0.8007,0.2352,1.3597,0.9991,1.5797,0.8893,-0.0084,-0.2719,-0.0171,2.3999,-0.501,-0.0926,-0.0062,-0.7369,1.8642,-0.8055,0.1992,-1.9639,-0.4407,-0.0554,-0.5879,-0.4142,-0.1124,0.0206,0.5892,-0.1863,1.1334,0.6579,-1.5545,-0.3609,-2.7506,1.5112,1.251,-0.2781
0.3464,1.6566,-0.0104,0.6063,0.3291,-1.2694,1.7726,0.5295,0.4968,0.6693,1.8898,0.6521,0.3275,-3.4508,-0.4222,-0.0039,-0.3241,-0.0134,2.1936,-0.3793,-0.491,-1.8408,1.4829,-0.9041,-0.5593,-0.4198,-0.7302,1.8875,0.0488,1.2403,-0.0758,-1.7127,-0.1492,-0.9373,0.7814,0.5311,-0.4024,1.3424,-2.043,0.0715,-0.4885,-0.8623,-0.2646,0.5171,0.7699,-0.7147,-0.2888,-2.0542,-1.0907,-0.7881,-0.3639,1.0415,0.3727,-1.0706,0.4905,0.4384,1.3387,1.2028,-1.0318,0.2417,0.1243,1.3282,0.9352,-0.082,0.4239,-0.7608,-0.1548,-0.5989,0.7803,-1.1174,-0.319,-1,-0.7512,-0.6065,0.1034,0.8783,0.2194,0.483,1.5693,1.6638,1.0958,1.1499,0.4344,0.2286,-0.0625,-1.8004,-0.03,0.1471,-0.0979,-1.0552
-0.4341,2.1552,-0.8493,1.2154,-0.9378,-0.1334,-0.9617,0.8148,-0.5763,0.5683,1.9005,1.1666,-0.1327,0.8967,0.8834,-0.0083,0.2606,1.0578,-0.0454,-0.0174,1.712,0.8249,-0.2524,-0.7347,-0.1743,0.2377,0.2319,-1.6875,-0.4383,0.8009,-1.2128,0.2163,-0.1602,-1.5987,-3.0912,0.4298,1.0996,-0.2129,-1.5746,0.5076,0.9541,-0.3076,-0.6813,-0.5254,-0.5948,-0.1622,0.6905,2.1426,-0.421,-0.3414,0.5199,-1.6767,1.3474,-0.1551,1.2437,0.0458,-0.7208,-0.7836,0.6812,-1.0058,0.5268,0.1794,0.3324,0.5031,-0.7049,-0.9697,-0.2936,0.8556,-0.2261,1.5696,2.0337,-0.2377,0.1704,-2.2137,-0.2715,-1.2993,-0.0774,-1.3418,1.5842,0.508,0.5163,-0.9968,-1.688,-0.6659,-0.1551,-1.8956,-0.4261,0.2677,1.309,-0.31
-0.6083,0.0765,-0.4731,0.2182,-0.1083,-2.3939,0.0498,-0.652,0.1625,-1.2335,0.2075,-0.1552,1.1251,0.5896,0.8654,1.5137,0.7584,-0.4365,-1.8623,-0.5599,-0.0147,-1.4031,-1.279,0.6215,-0.3176,-2.282,-0.2498,0.6522,-1.5019,0.337,-1.5946,-0.2391,-1.4919,1.0737,-0.0573,-0.5253,0.7688,-0.2175,0.2606,2.312,1.9769,-2.0074,0.1183,-0.3016,-0.4889,0.8102,1.5053,0.6789,-1.0707,-0.4815,0.1434,0.1437,0.0711,-1.0923,-0.2723,0.6535,-1.0648,1.2627,0.8855,-1.0517,0.0974,0.4378,-0.338,-0.9336,-0.6693,1.8961,0.4783,-0.4388,-0.2818,1.9514,0.0543,2.3994,0.5509,1.4293,1.1966,1.056,0.5137,0.1173,-1.008,-0.9714,-0.4957,-1.3116,-2.5368,-0.3294,0.0668,-0.3608,0.8434,-0.2492,-0.0458,-1.5996
0.7632,0.2583,-0.2708,1.5178,1.0763,-1.9871,-1.7174,-0.2947,0.8117,-0.7608,0.6175,1.6699,0.3669,-1.4015,0.1291,-0.9237,0.1971,1.2076,1.2013,0.5222,-0.7641,0.5962,0.8113,-0.9335,0.4253,0.3337,-1.9191,0.9919,-2.2981,1.3938,-1.5847,0.4663,2.28,-0.2576,0.5478,-0.0931,0.271,1.106,0.5576,-0.7903,0.0502,1.9736,0.842,0.5014,0.062,1.4896,-0.1134,0.1216,1.3712,-1.7342,0.1857,0.8556,-0.4179,-1.4877,0.0209,0.3857,0.2517,-0.9791,-0.4395,-0.4856,0.1567,-1.3147,0.3738,1.5218,-0.9881,0.4949,1.6908,0.6873,0.7506,-0.2177,0.5604,-0.4012,-1.0572,-0.486,-0.3028,2.3912,-0.0454,-0.5347,-1.4321,-0.0845,0.4122,-1.0698,-1.358,0.4205,1.3292,-1.8424,-2.1432,1.0973,0.177,2.3469
-0.0937,1.6412,0.2481,-1.222,1.9505,-0.0014,0.7518,0.1341,-0.4786,0.1831,-0.6116,0.7498,-0.7196,-1.7422,-0.7508,-0.3408,-0.9989,-0.904,0.4391,-0.6247,0.3891,-0.0433,0.5625,1.5304,2.0994,-1.1228,0.4938,-0.604,-1.0362,0.3368,-2.2216,0.8146,1.4421,-0.6078,2.8872,-1.1959,0.2536,-0.9683,-0.177,-2.228,-0.986,1.0433,1.3198,0.8632,-0.9282,-0.2325,-0.8982,-0.671,1.3175,-0.1015,0.8555,0.1429,0.9414,1.1955,0.4771,-0.9113,0.7579,-1.2222,0.6349,-0.2344,-0.953,1.0289,1.3495,-0.0678,0.4313,0.2561,2.1844,-0.4804,-0.0032,-1.1417,-1.2877,-0.7289,-0.2917,-0.0209,0.2089,-1.2397,-1.6971,2.291,-1.3025,-1.4561,0.0711,0.3038,0.4315,0.7221,0.425,0.0572,-0.5379,-0.5093,-0.5967,0.3255
-0.3374,-1.1285,0.2816,-0.1168,-1.8872,0.6615,-0.8984,-0.4619,0.3165,-0.2033,-0.7387,-1.22,1.2797,2.2146,-0.6849,1.8934,-1.1765,1.5129,-0.9235,0.2385,0.7265,-0.3132,0.1618,0.5286,-0.5742,-0.0262,-0.3338,-0.8197,0.607,0.1648,0.2565,0.5658,0.3333,-0.6638,-0.2722,-0.9643,-1.2822,0.2197,-1.5721,0.4205,-0.9188,0.1323,-0.5528,0.8771,-0.6308,-0.2831,0.7624,0.9784,-0.5633,0.6697,0.0778,-1.3867,-1.2355,-0.2252,0.7268,-1.0389,0.6952,-0.3522,0.2266,-1.0753,-2.1248,0.0086,2.1989,-0.256,0.8333,-0.4271,0.1847,0.0835,-0.5406,0.4192,0.7137,-1.0121,0.2802,-0.1108,0.4507,-0.5147,0.2702,-1.7562,0.8085,-0.5821,-1.2837,0.7156,-0.2396,-0.4317,-1.2262,0.0629,-0.1324,-0.4269,-1.4355,0.3982
1.0549,0.2319,0.9274,0.0582,-1.7593,-0.4664,0.7501,-0.3085,1.2086,1.2403,-0.6072,0.1627,0.1633,0.0598,-0.1012,-0.5464,1.3549,0.8117,-0.4289,1.7404,-0.03,-0.3481,0.0255,0.4031,-1.9422,2.8135,-0.9754,1.8345,0.0163,0.2191,-0.8023,0.35,1.8114,0.8757,0.7299,0.5091,0.039,0.4889,0.8265,-0.7623,1.2057,-1.85,-0.0763,0.1143,1.3305,-0.1189,0.6298,1.1486,-2.6671,-1.7618,0.9257,1.4798,-0.8762,-0.0714,0.3307,-0.231,-4.1718,0.8118,1.8328,0.3215,0.3547,2.0037,-0.888,-1.3191,-1.4071,0.4308,0.8278,1.4473,-0.8114,0.0159,0.7036,-0.1834,1.4545,1.7777,1.1793,0.6897,-1.0662,0.4468,0.1675,-0.9735,-0.8168,-0.0646,0.8948,-0.4898,1.5818,-1.6271,1.9648,0.8194,-1.6439,0.7369
0.2117,0.5078,0.7471,1.2086,-1.3909,-0.707,-0.1463,-0.0959,-0.2823,-0.0742,1.3768,0.2087,-0.4837,-2.2877,-0.4227,0.7803,-0.4685,-1.3048,-0.236,-1.9852,1.5301,-0.3022,-0.5604,-0.6453,-1.2978,-0.6662,-0.0696,2.6656,0.4227,0.4247,0.9521,-2.7561,-0.5232,1.1897,-0.141,1.3361,0.382,-0.1074,1.1982,0.0134,0.3436,-0.2163,-1.5995,-2.3005,-0.6639,-0.2201,0.5001,1.5218,0.5817,0.6177,1.3049,0.1964,-0.842,-2.7905,0.7294,-0.409,0.2601,0.525,0.0751,-1.3712,1.4574,1.0136,-1.0376,-1.109,-0.1244,1.0092,1.5412,0.7693,1.5824,0.1535,0.131,-2.0108,-1.0551,2.0458,-0.9318,-0.398,-0.8075,0.8511,1.6044,0.5628,-0.2652,0.4761,-0.7688,1.5698,-0.8133,1.0477,0.3434,0.215,1.0656,0.9159
-0.8027,-1.5767,1.7959,0.6443,-1.4809,1.1344,-0.9703,0.3705,0.2057,-1.1268,0.9598,0.1343,0.2705,0.4549,0.3514,-2.1793,1.5306,-1.7568,0.339,0.9365,-0.1043,0.8496,-0.311,-0.9912,-0.5451,-0.1455,1.023,-0.0806,-0.1097,-1.4938,-0.0206,1.1772,-1.2011,-0.3042,-0.7533,-0.6568,0.2139,-0.3844,-0.1073,-0.6369,0.2163,-0.7402,0.7812,0.1747,-0.8436,-0.8094,0.8387,-0.9291,-0.8837,-0.0216,-0.4347,-0.9328,-0.2807,-0.2274,-0.5651,-0.4961,-0.9086,-0.2389,0.8238,1.096,1.2896,-0.4869,1.078,0.3815,1.857,-0.9795,-0.2856,-0.1757,-0.0651,-0.9448,-1.2092,-0.8623,-0.1587,-0.9432,-0.8779,0.6138,-0.9024,0.0021,0.0306,0.3963,0.5161,1.3906,-0.0323,0.8496,0.0469,0.1422,0.9117,-1.831,0.2257,-0.7935
0.7835,0.1222,-0.1128,0.5521,0.0627,0.5538,-0.1495,-1.0716,0.3086,0.0574,0.0664,0.3674,-0.887,0.0255,0.4252,-0.2026,-1.3057,-0.223,-0.9752,-0.6749,1.9297,-1.3534,-0.3148,1.3999,2.7793,2.0311,1.9993,0.8538,-1.7806,1.6589,0.7133,1.5751,-1.1185,-1.6365,0.1602,0.3357,0.7562,-1.0308,-0.1967,-0.8849,-0.114,1.933,0.6648,1.0021,0.0393,-0.3922,-1.4163,-1.4493,1.4064,-1.0269,-0.2482,-0.9437,-1.7743,0.5406,0.4017,-0.9316,0.2738,0.0304,-1.7773,-0.848,-0.813,-0.6298,-0.0437,-1.1525,0.2924,0.0177,3.4716,-1.0638,0.1545,0.837,0.1046,0.5284,1.0786,0.4336,-1.1719,1.2036,0.0722,0.6302,0.2705,-0.3388,-0.8509,0.4958,-1.5271,-0.9403,-1.2998,-0.6403,-0.7829,0.1866,0.5446,0.0819
-0.1135,0.4064,1,-0.8077,1.3473,0.0913,1.0481,1.0323,-0.2182,0.1095,-0.7089,0.5139,-1.446,-0.8944,0.7708,0.0454,-1.9111,-1.2204,-0.8569,0.3575,0.045,-0.8397,-0.7839,0.4631,-0.4124,-1.322,1.321,2.1472,0.5586,0.3845,0.558,-1.6143,1.6693,-0.2669,-2.1865,-1.5054,0.9158,-0.7659,-0.8157,0.5655,0.6981,-0.4463,0.6098,1.0444,0.3856,0.5935,0.469,-0.0225,-2.7392,-1.4719,-0.4299,-0.0131,1.0386,0.6015,0.9069,1.229,0.4705,-0.748,0.8424,0.0124,-0.0764,0.8766,0.4073,1.0217,1.5684,0.0036,-0.8159,1.0034,-0.4512,-0.9839,0.5931,-0.4231,0.4686,0.1099,-1.8563,-0.612,-0.0889,0.9221,-1.9378,-1.6324,1.2268,-0.966,1.4264,1.0146,-0.1557,0.7723,0.1717,0.7233,-1.0219,-1.2102
0.3393,0.5152,-0.0364,0.2996,0.1161,1.8197,-0.697,-0.3575,0.5882,-0.2729,-0.7706,0.738,0.5569,-0.0356,-1.3702,1.614,-1.0133,0.8143,0.4917,-0.7809,0.9715,2.4099,-0.254,1.0023,0.2686,0.4241,0.3132,-0.8505,-1.4495,1.6535,1.3557,-1.3395,0.8911,-0.2792,0.6267,1.5078,-1.1336,-0.0722,1.4973,-1.8487,0.0866,1.4527,-0.0959,-0.6095,0.7432,-0.0625,-1.3128,-0.4907,1.5182,-0.7792,1.4873,1.5251,0.5879,0.2368,-0.0442,1.4957,-1.9669,1.2392,0.3722,-0.5949,-1.2622,1.2054,1.3718,-0.1308,-1.382,-0.2519,-0.3732,2.7011,-0.7077,1.3816,-0.0258,-0.4033,-0.4261,-1.8637,-0.627,-0.5401,0.0625,-0.1366,1.1645,-1.3768,0.5459,-1.1037,1.1235,0.0955,-0.29,0.5949,0.889,2.1155,1.2946,0.0748
