"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37"
0.346,0.099,0.7976,-0.0567,0.13,0.5139,0.718,0.6376,-0.2557,0.7467,0.8227,0.562,-0.0178,-0.3231,0.486,1.7605,-1.397,-0.9719,-0.5386,-1.3243,-0.029,-0.0182,0.0682,0.745,-0.3746,1.889,0.2704,0.3712,-0.6109,-1.4077,2.3245,-0.2494,0.0173,-0.1503,0.5366,0.6006,-0.4903,0.3258,0.3677,0.3533,1.308,-0.7541,-0.5868,-1.1032,1.1599,-0.5538,2.3988,2.3438,0.4373,0.9904,1.1047,-0.4326,-0.4642,-0.8705,0.847,1.0637,-1.6603,0.4576,0.7064,0.4897,0.0474,0.2358,0.7511,0.4585,0.5058,0.4842,-0.0648
-0.7529,0.1542,0.0818,-1.1456,-0.6385,0.5728,0.3162,-0.46,-0.7275,0.8497,0.6606,1.1188,0.955,0.5942,-0.8702,-1.8011,1.1679,0.032,2.1358,0.0144,0.0339,0.3399,-0.1003,-0.2203,-1.8487,-1.2813,-0.7206,0.3177,-0.0892,0.9405,1.2047,1.1148,-0.4787,1.3895,-0.0346,0.625,0.3247,1.3088,0.2051,-2.0951,-0.4576,0.2178,1.1204,0.9106,-0.2241,-0.4733,-1.4789,-1.5606,-0.0839,-0.5114,-0.2894,0.6637,-1.6871,-2.0067,0.2261,-0.5131,-0.4974,-0.7638,1.0804,-2.152,-0.2918,0.2331,0.4596,0.6115,0.19,-0.2806,-1.1637
1.2326,-1.3087,-0.4982,-0.0949,-2.0962,-0.8603,-0.2769,0.1194,1.097,0.1391,-0.8927,-0.9542,1.4616,-0.908,0.0475,0.4599,-1.4793,0.1399,-1.0402,0.1581,-1.49,1.208,-1.4506,-1.2497,-1.24,-2.6978,0.8841,1.0524,-1.2569,-1.1101,-0.3077,-0.8127,-1.1041,1.7804,0.2855,-2.1004,-0.8611,1.0326,-1.6235,-0.1253,-0.0266,-0.2632,-1.0561,1.7797,1.4378,1.0207,1.7168,1.2327,-0.7971,-2.2055,1.8437,-2.3982,0.132,0.8527,1.6423,0.6883,-0.9813,0.7169,-1.3805,1.6352,0.6154,0.9116,0.2199,1.0799,-0.1802,0.5444,-0.8596
0.504,-1.6388,2.1994,-1.2411,-1.4471,-1.2976,0.389,-0.9143,1.1053,1.2488,-0.8294,-0.5954,0.5929,-0.576,-0.3698,-0.4428,0.2582,-1.0098,0.1666,0.5611,0.3728,1.7029,0.2478,0.5582,0.3917,-0.487,-0.6933,0.9414,-0.5024,0.6391,-0.3938,-1.1565,-0.017,-1.2243,0.2679,-0.8428,0.8289,1.7232,-0.7556,0.1378,0.6874,0.2448,-0.3157,-1.814,-1.8526,-1.9493,-0.1051,0.8841,0.2873,0.6517,-1.1843,0.8048,-0.3461,0.2963,-1.1701,0.2439,0.3744,0.5741,-0.0525,-0.5135,0.3237,1.7671,-0.5979,0.4206,1.0386,1.3977,-2.6431
1.3177,0.9707,1.3563,-0.165,1.5036,1.0272,1.2868,-0.8711,1.2242,1.3457,-0.1186,-0.3206,-0.9629,0.7041,-0.1214,0.251,1.1302,-0.9928,-1.5734,-1.2307,0.5003,0.3382,1.6447,-0.7519,-1.0913,0.5,-0.8876,1.5281,-0.1814,0.9715,-1.3877,1.8877,1.3958,0.7218,0.7922,1.2377,-1.1441,-1.3359,0.9013,-1.4269,0.3732,0.7284,-0.0733,-0.522,0.5685,-0.3952,1.4807,0.9293,-0.9912,-0.1014,-0.6338,0.7005,-1.1271,0.7413,0.308,-1.4014,0.4325,1.5697,0.3975,-1.3265,-0.2677,0.8895,0.4246,-0.0311,0.0857,0.4352,1.3441
-0.6312,-1.1548,0.7147,-0.5381,-1.1889,1.3946,2.2638,-0.9638,0.7382,1.0999,-0.8851,-0.8471,0.1778,0.6141,-0.6167,-0.4498,-1.7975,-0.6295,-0.9523,0.2566,0.5272,0.3282,-0.2493,-0.2331,1.3399,-0.6618,-0.7576,0.1232,-1.3365,-0.2225,-1.1727,1.0482,-0.2942,0.6413,-0.0181,-0.1843,-0.5417,-0.936,-1.1106,-0.1265,0.7872,1.1451,0.7112,-0.3821,0.0752,0.6358,0.2942,-0.1844,0.6784,-1.0502,-1.0517,-0.2077,-0.3946,0.7365,-0.7927,-0.2593,1.7385,0.2026,0.6051,-0.1184,-0.4215,-1.0013,-0.9537,0.168,-0.2626,-0.7721,-0.0563
-1.5178,0.4245,1.3566,0.1033,2.2394,0.1146,-0.2734,1.6392,-0.498,0.8844,-2.2811,-0.571,0.2199,0.1601,-0.0915,0.9987,-0.3562,0.937,-0.5347,1.1296,-1.9507,-1.6837,0.6068,-0.4513,-0.5652,-0.2075,0.0621,0.4082,-0.4772,0.1893,-1.1526,0.0865,-0.9604,-0.5001,-0.4308,0.7205,-0.746,-0.1487,0.6023,0.4934,0.0868,0.2751,-0.8391,1.5258,2.5386,-1.5616,1.4479,-1.4508,0.948,-1.0468,1.2971,1.7547,0.7692,1.5804,0.7983,-1.3295,1.2772,-0.7038,-0.8709,-1.5221,1.3772,0.1513,0.4035,-1.1697,-1.0101,0.098,-0.2846
-1.1414,-0.603,0.4576,1.4775,-1.1081,-0.6522,-0.516,0.0969,-0.0159,-2.1495,-0.3472,0.2215,-0.4105,0.1684,0.25,-0.9468,-2.2363,-0.8166,0.0192,-0.3414,0.3301,1.2386,0.1015,0.8501,-2.3858,-0.3012,-2.3129,-0.0441,0.611,-0.8007,0.4707,0.6928,-1.2338,-0.2148,0.1299,-0.1429,-0.659,0.7059,-1.968,0.9532,-1.093,-0.3877,-0.3501,-0.6982,-1.2172,-0.8679,0.6038,-0.914,2.9577,0.6839,0.4134,0.8408,1.4691,-0.0881,-0.2312,0.6302,-0.7118,-0.9822,1.7055,-0.1532,-0.3934,0.2105,-0.8082,0.7895,0.0529,0.4638,-0.8613
0.1307,-0.4127,-0.4355,-1.5388,1.075,0.1048,-0.2031,-0.0754,1.1444,-1.0367,1.0382,-0.4479,-0.5096,0.2871,0.198,0.9375,0.4921,3.0797,-0.6319,-0.4581,0.5566,1.5058,0.7468,1.0413,-1.0817,0.5942,0.8722,1.3416,-1.5162,0.432,0.778,-0.4018,-0.6133,1.3275,-0.1231,1.2064,0.8114,0.9514,1.5103,0.2707,-0.5676,1.0909,-0.8794,-1.422,0.2404,-0.8019,-0.3269,1.2572,-0.719,-0.3256,-0.6113,2.6245,0.968,0.1769,0.5943,0.6268,2.3855,0.4629,-0.0397,-0.8481,-0.0204,0.8697,-0.5643,-0.3829,0.1466,-0.3274,-0.5096
1.3709,1.0004,-0.8043,-1.6468,0.2235,-1.3176,-3.2105,0.3841,-0.2291,-0.6604,0.3289,0.2156,0.1982,-1.5209,0.6474,0.639,-0.1085,-0.2194,0.083,-0.5182,1.64,-0.0666,0.4906,0.6637,-1.6596,-0.0587,-0.1257,-1.0986,0.406,-0.0697,0.0017,-0.7739,-1.191,-3.5005,-0.03,0.6393,0.0516,-0.6334,-0.5265,-0.0401,0.5106,2.128,0.6977,-0.0934,-0.5499,1.2305,-0.8212,1.3889,0.8864,0.7852,0.0983,0.2897,-0.0184,-3.1162,0.1952,-1.1843,1.6307,0.331,0.0162,1.8482,1.0058,2.2583,1.5837,-1.4311,-1.2859,-1.8581,-0.338
0.2739,0.695,-1.169,-1.3805,-0.5121,-0.3525,-0.2036,1.7835,-0.6801,-0.1857,0.0322,0.5095,1.1023,0.3389,-0.29,0.521,0.2429,-0.9265,1.0323,0.2966,-2.1014,-0.732,-0.3898,0.1346,-0.6045,-0.611,0.083,-0.8979,0.0251,-1.1298,-0.2963,1.7583,-1.2327,-1.6224,0.1756,-2.0377,-1.1659,-0.8847,1.5271,-0.4109,0.0227,-0.9113,-0.3278,0.1413,-0.8306,-1.3262,1.4601,-1.2332,0.4147,-0.1545,0.9883,-0.3969,-1.3526,1.2857,-0.5629,-3.044,-0.3461,0.6352,-1.9689,-2.26,-0.0793,0.3893,0.0682,-1.2178,-0.2364,0.2246,-0.2865
0.068,0.3712,0.7274,-0.5991,1.8613,1.0149,-1.5269,0.7969,-0.2383,-1.3486,0.7785,0.0144,-0.0037,2.6719,0.3097,0.7588,0.7037,-0.7526,0.5604,0.2217,-0.5699,1.5402,-0.2802,-1.2183,1.3013,-0.9593,0.0572,-2.1077,0.1205,0.9909,0.0595,0.3668,0.1121,-1.0574,0.213,0.7935,-0.5039,-0.17,2.0295,-1.2687,-1.4205,-0.1727,0.0767,-0.7888,-0.5575,-0.7533,-0.866,-0.0185,-0.0454,-0.8769,-0.7219,0.7838,-0.898,0.6911,-0.8301,-0.7704,-1.7962,-0.0956,0.8533,-0.4815,1.877,-0.4278,-0.895,-0.2811,1.0229,0.5164,1.5118
1.4731,-0.8924,0.7181,0.7952,-1.1702,0.2616,1.173,-0.3245,0.6032,-0.201,-0.3818,-0.4741,-1.373,-0.5115,0.8137,-0.4202,2.1144,0.1425,2.0844,-1.3496,-1.336,0.4949,-1.2399,-0.7237,0.2336,-0.0543,0.6633,0.674,1.0852,-0.1066,0.5622,-0.3903,-0.1166,1.1291,-1.0409,-0.5685,0.3054,0.655,1.3073,0.4731,0.4134,-1.7936,-0.2172,1.175,-1.2603,-0.4778,-0.1738,1.626,-0.3042,0.3418,-0.2905,-1.3637,-1.5065,0.8256,-0.977,0.5347,1.6744,0.9502,0.1343,0.1759,-0.1773,-1.3436,-1.7832,-0.2566,-0.5119,0.0945,-0.3824
0.3384,-0.0825,1.1702,0.6152,-0.6264,0.9946,-0.0476,0.3455,1.2589,-1.1976,-0.3838,0.3905,-0.4902,-0.215,-1.5249,0.6376,-1.5369,-0.535,0.232,1.7574,-0.4417,0.6953,2.6184,0.4062,-0.4419,0.6542,-0.198,-0.3181,-1.1964,-0.1002,0.2838,-0.2242,-0.7301,-1.098,-0.3286,-0.4281,0.3178,0.1412,-0.1659,0.9122,0.4164,0.7406,0.227,0.6347,0.1467,1.2358,-1.7698,1.2677,0.4668,-2.3383,-0.5636,-1.4177,1.3172,0.9812,-0.2919,-0.7572,-2.1156,0.1065,1.5868,-0.9886,0.2778,1.2598,-0.071,1.9344,0.0097,-0.5804,-0.4211
0.4049,2.3975,-1.2859,0.0601,-1.2594,1.4829,0.944,0.1343,-1.0288,0.5362,0.9449,0.0956,0.1284,-1.1745,0.5993,-1.3978,-1.4742,1.1163,1.2005,1.1165,-0.8936,0.8946,-0.4518,1.6417,0.4702,2.0969,1.5739,-1.4776,0.5006,-1.7826,0.3002,-0.1866,1.6131,-1.4223,0.4404,-0.1166,1.1237,-0.7317,-0.3864,1.5558,0.5716,0.4752,-0.9667,0.4213,0.5998,-0.1862,0.583,0.7039,-0.6475,0.1538,0.325,-0.0169,-0.5862,0.1536,1.8723,-0.771,2.5387,-0.3411,1.6942,0.9858,0.6865,0.9992,0.7679,1.6999,-0.2851,0.2431,-0.6627
-0.6484,0.5612,0.5516,0.1675,-1.7652,-0.6802,-0.7141,0.0533,0.6214,0.0699,-0.197,0.2293,-0.2934,0.0393,0.1136,-0.6941,-0.9028,-1.2419,0.1849,-0.3704,1.2264,2.4928,-1.0236,-0.496,0.8481,-0.3817,0.1023,-0.2842,-0.3833,-1.0086,-0.5796,-0.5172,2.0128,0.1422,0.0886,-0.3686,-1.8027,-1.6523,-1.1463,-0.8355,0.2142,1.8392,-0.0793,-0.0356,-1.431,-1.4322,-0.283,0.5975,-2.1151,-0.867,-0.4191,1.6943,-1.3976,0.1811,0.1697,0.5257,0.3125,1.2345,-1.1701,-0.9376,-0.193,-0.6718,-0.1432,0.3039,0.1236,-0.2956,-0.422
0.8743,-0.8534,-0.944,0.234,2.7839,1.139,-0.9012,0.1803,0.8468,-1.5174,-0.4894,0.8631,0.34,-2.1959,-0.5523,0.6825,-0.3438,0.121,1.2106,0.2552,0.7005,-0.2205,0.5973,1.7991,0.0191,0.1463,-0.8222,-2.2867,-0.4925,0.3242,2.8501,0.0879,1.8836,1.7747,-5e-04,0.4913,-1.2632,-0.4182,-1.0086,1.2636,-2.0832,-0.3803,-0.2673,-0.8051,0.2364,1.6081,0.1153,-1.307,-0.8323,0.3542,1.1091,-1.9392,0.2372,0.3322,-0.9426,-0.961,1.3198,-0.5156,-0.4963,-0.5549,0.3329,0.5116,0.6338,0.9291,0.7129,1.0198,0.006
-0.9646,-0.9342,0.322,0.8313,-1.6985,-0.5824,0.0614,0.5562,-0.1405,-0.0987,-0.6467,1.3966,0.2104,0.1908,-1.7698,-1.5629,-0.4195,-0.6471,-1.1572,-0.0658,0.9203,0.1056,0.3523,1.1489,-0.8334,-0.4443,-0.0537,-1.0227,0.3669,-2.1003,1.0889,-0.0411,-3.2894,0.4381,-0.9252,-0.0056,-0.2445,0.9452,-0.054,0.2421,-0.3813,-0.1351,0.907,0.8876,-0.9032,0.5572,-0.5477,0.9837,0.0042,-0.0622,0.0505,1.505,-1.2521,-0.2753,0.9255,0.2298,0.984,1.6518,0.9407,-1.1901,0.1268,0.3171,0.6282,1.0211,-0.1811,0.0228,0.3795
2.0614,-0.0335,0.0013,-0.7406,0.8816,-0.5573,0.1869,0.6873,0.5378,-0.2713,-0.205,-0.491,-0.1418,0.9983,-0.2919,-1.3203,0.9195,2.6826,1.2251,-0.5525,-0.4701,-0.3045,0.3155,0.135,0.1383,1.8036,0.2222,0.4986,-1.7401,1.2082,-0.3457,-1.578,-2.0159,-1.3669,-0.7768,2.2024,-0.9908,-0.2465,-0.0316,0.5152,-0.0344,2.2951,0.8441,-0.4747,0.6558,0.3478,1.0996,-0.6558,-2.0096,0.897,0.5615,0.224,-0.1328,0.8511,-0.5942,1.0496,-1.2015,3.3274,0.4908,1.1999,-1.4485,-0.3204,0.2992,0.4992,0.8072,0.2109,-1.6943
