"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NS30","NS31","NS32","NS33","NS34","NS35","NS36","NS37","NS38","NS39","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39","NNS40"
-0.6748,0.2729,-0.3376,1.2692,0.6484,-0.4215,1.4722,0.1283,-0.0116,1.8039,0.5016,0.2854,-0.5266,1.5558,0.8711,1.3025,-0.5306,1.3995,0.9598,0.3489,1.6072,-0.9318,-1.6925,-0.5586,-0.1729,-0.161,-0.8821,1.6055,0.1613,0.2574,-0.4962,0.5651,-1.3442,-1.4736,-0.3262,1.0512,-0.8421,0.1503,-1.0433,-0.8411,0.4428,-0.8824,-0.0676,1.0964,0.6716,-2.3917,0.2791,0.2308,0.5375,-0.3288,-0.5915,0.2849,0.8922,0.5534,-0.7132,-1.0637,-2.03,1.1111,1.1341,-0.4754,-0.1385,0.6952,-0.9063,-0.1775,0.9307,0.7252,-0.6983,2.6186,-2.0224,0.5491,1.0011,0.0823,-1.5044,-1.9176,-0.1986,-2.449,-2.0103,-0.6044,-1.5477,-0.4635
-0.1453,0.5954,-0.4803,0.888,-0.2324,-1.3745,1.2308,0.4608,2.3199,-0.2779,0.0472,0.4712,-0.6885,1.4676,0.6893,-2.3457,0.5467,-0.1258,2.786,-1.4225,-2.4123,-1.0672,-0.8406,-0.5027,0.3392,-0.0896,1.0523,0.5806,-1.58,1.282,-0.5704,-0.526,-0.0036,-0.4085,-0.5922,0.6895,1.069,-0.6027,0.7701,-1.0307,-0.198,-2.0638,0.5713,1.9434,0.5622,0.9123,0.9458,0.8355,-0.6338,-0.6887,-1.0396,-0.3994,0.602,-1.3136,-0.0746,1.235,0.8853,-0.596,1.5244,1.9906,0.282,0.1265,0.034,0.3038,-0.5961,-0.6574,0.1849,1.7127,-0.2748,0.287,-1.5613,0.4113,-0.0881,0.32,-1.6275,2.1074,2.8422,0.2384,1.1629,0.7489
-0.7084,0.4261,-1.2218,1.235,-2.6658,2.6131,-0.3453,0.0317,0.1471,0.6632,0.7695,0.0521,1.4012,0.0335,0.2777,-1.2411,1.0746,-1.021,0.8047,-0.9419,0.1597,-0.0693,-1.1842,-0.418,0.2176,1.7879,-0.5549,-0.346,-1.4143,1.5524,0.6056,-1.2394,0.6378,0.2247,0.4135,1.1681,-0.9339,-1.1833,-0.3636,0.7167,1.0449,0.0445,1.5034,0.0187,1.1145,0.9857,-0.6574,0.2726,0.3836,-0.2208,-0.8549,-0.3441,-1.7673,-0.9404,-0.6735,1.0299,-0.7466,1.375,-1.6012,1.2727,0.352,-0.2684,1.4075,1.1876,-1.0125,-1.3116,0.0359,-1.2293,1.2488,-0.7856,0.6248,-0.1123,1.0846,0.61,0.8163,2.4766,1.7837,-0.5802,-2.5515,-1.418
-0.6582,-0.8952,0.4254,0.3559,0.3125,-1.265,-0.3056,1.2694,0.2031,-1.0541,0.9265,-0.4377,-0.3911,-1.2413,0.5022,0.5327,-3e-04,-2.1144,0.3312,-0.1291,-0.2786,-1.5472,0.5535,0.5116,-0.6768,-0.6022,-0.978,-0.155,-0.363,2.0559,-1.3061,-0.9058,-0.4951,-1.0883,-0.1709,-0.6515,-0.6419,1.4434,0.4474,-0.2835,-2.0968,0.095,0.5702,0.9846,0.0313,1.5905,0.991,0.5727,0.181,-0.0629,-0.3419,-0.3875,-0.4576,1.9619,0.3706,-0.5905,2.4872,0.009,0.6026,-1.8688,0.3224,0.4337,0.9108,0.1725,0.6461,0.4967,-0.4478,-0.7217,-0.7177,-0.5004,-1.9458,-1.1528,-1.9413,0.9354,2.2757,-0.7725,0.7427,1.5763,-0.2369,-0.4081
0.4486,-0.5787,-1.0505,-2.3058,0.8486,1.0374,-1.6883,-0.3331,-1.2089,-0.8835,-0.3144,-0.7779,0.3938,0.2179,-1.4692,2.4719,0.2035,0.8029,0.0231,0.3765,1.0522,-2.0023,0.7473,0.7909,0.125,1.2797,0.6994,-0.9313,-0.0131,1.0527,-0.0731,1.0335,0.4103,-1.3092,0.3364,-1.4839,0.2273,-0.9641,-0.0599,-1.1355,0.6702,0.8271,-0.4254,-0.6028,0.0433,0.4239,0.3161,2.5238,0.1066,-1.1437,-0.635,-0.0325,0.5658,0.9003,-0.08,-1.221,0.3591,-0.5331,-0.5146,0.0762,-0.9106,-0.6305,0.9166,2.8248,0.5091,-0.0396,-0.5858,-0.3445,-0.7725,-0.3751,-0.3396,-0.7383,0.2722,2.2587,0.0313,-1.3945,-0.2087,0.0362,0.1296,-2.7262
-1.1516,0.1663,0.4937,-1.4738,1.0159,0.1704,-1.6155,1.0928,1.084,-1.6296,0.5461,1.4058,-0.4365,0.0424,1.9609,-1.1657,0.4383,-0.1665,-0.1306,-0.1247,0.0833,0.9924,0.9436,-0.8294,-0.2832,-1.5087,1.2695,-0.8052,-0.4211,1.5395,-0.1409,1.0658,0.0583,1.4896,-1.5476,-0.8981,-0.0776,-0.8993,-1.6288,-0.6328,-0.6383,0,0.7169,0.8787,1.2452,-0.9772,0.296,-1.2631,-1.2621,0.0542,-1.7293,-0.2729,1.0832,-1.1049,-0.6755,1.1317,1.7251,1.246,-0.1865,0.612,0.6775,-1.2982,0.463,1.1821,0.5637,-0.7335,-0.4911,-1.3962,1.2944,-0.1989,-0.2313,1.07,-0.2653,0.8877,-1.2771,0.6867,-1.4003,-0.169,-0.0994,-2.8801
0.5749,-1.1723,-0.0756,0.9649,0.374,-0.467,1.1042,0.2574,0.291,0.9579,0.3335,1.5552,1.4756,2.0236,-0.6311,-0.9961,-1.3042,2.0002,0.0836,-1.1206,0.3497,-0.0649,0.0179,-0.7364,1.2791,0.1627,1.55,1.1608,-0.0664,-0.3091,-0.7031,-0.4541,0.403,0.3258,0.1301,-0.3455,2.4875,-0.6991,0.3283,1.3512,1.9703,-0.6405,-0.9541,0.7415,-1.1485,0.3578,0.5997,-0.4375,-2.0472,-0.2341,-0.8616,-0.4692,-0.0074,-0.4223,-1.178,-0.6496,0.2719,0.7686,1.0954,-0.0557,-0.2214,-0.4019,0.5303,1.1043,0.3109,-0.0453,-1.2507,-0.7958,-0.2907,1.1224,-2.618,0.5407,0.0052,3.8594,0.6254,0.6368,0.6863,-0.3648,-0.8841,-2.5877
0.2156,0.5166,1.1519,-0.468,-0.0574,-0.0676,0.2565,-0.3529,0.9426,-1.6096,-1.3476,0.8527,0.0728,0.0957,1.1627,1.5443,0.3076,1.9913,-0.3993,-0.3045,0.0302,0.194,-1.8105,-0.1177,-0.0519,-0.9094,0.3334,0.8034,2.1866,1.5264,0.2109,1.4026,-0.6594,-0.3474,1.148,-0.6012,-1.6939,0.8941,-0.1715,-1.9678,-0.9673,-0.3162,-0.2753,0.8518,2.3184,-0.2447,-0.2057,0.7764,-0.6539,-0.9701,-1.7686,-0.222,0.6271,0.9169,1.5057,-0.4638,-1.5149,-0.0069,-0.3725,-1.2977,1.3834,0.5826,-0.746,1.0229,-0.8958,-0.6903,0.1493,-0.6645,0.1208,-0.7051,-0.3566,0.4285,-0.2738,0.6472,0.7288,1.41,0.471,-1.3741,-2.137,-0.9199
-1.3078,0.5581,0.4372,1.2589,0.0436,-0.3963,0.2314,1.9473,0.4976,-1.1336,1.0596,-1.5035,0.1519,-1.5679,1.2238,-1.4513,0.2019,-0.9658,0.4402,0.7655,-0.2953,1.8154,2.6871,0.3261,-1.4575,-1.3441,0.9405,-1.9539,-1.127,-0.9893,0.797,-0.6783,-0.3521,1.2614,-0.8264,-0.0378,0.1146,-0.3677,-0.9738,0.6901,0.0598,0.0446,0.7529,0.6171,1.373,0.8718,-0.2902,2.1274,-0.1413,0.7457,0.5032,-2.7707,-0.3277,0.5672,-1.193,0.9196,0.9259,-0.4269,-0.2788,2.4966,-0.8312,-0.3981,0.5177,-0.3464,0.2207,1.546,2.4391,0.0286,0.437,1.3113,1.451,0.646,0.184,0.3091,0.2602,1.1281,2.0177,0.2703,0.691,0.063
-0.4268,0.2709,-1.0754,-0.0184,-0.5493,0.6938,-1.2083,0.8236,1.2328,-0.3436,-0.709,0.4722,-1.3824,0.3958,-1.3711,1.282,0.9527,0.08,-1.605,0.1591,3.1055,-1.0807,-1.032,0.0846,1.9454,0.2552,1.0164,0.3972,-0.8686,1.8089,-0.5115,0.5339,-0.4442,-0.7779,-2.0824,2.1946,1.4823,1.2236,-0.869,1.1774,0.8991,-0.5243,-0.3436,0.7648,-1.7685,1.1939,-0.755,-0.4236,0.0232,-0.8413,-0.0479,-0.655,1.0375,-1.6354,1.7479,0.0992,-0.4896,0.5544,0.2403,-0.5475,1.4241,1.7873,0.3416,0.5026,0.163,-1.1362,-0.6786,-0.1166,-0.2382,0.5979,1.1153,0.2967,-0.9863,1.1195,0.507,0.6236,-0.0619,1.1537,-0.6191,0.4292
-0.609,0.6182,0.0593,-1.1851,-1.7063,0.0785,-0.8054,1.2909,0.2459,-2.9833,1.1496,0.9369,-0.7416,0.7621,-0.4646,-1.2404,0.5321,-0.0671,-0.7109,-0.7995,-1.4018,2.035,0.0148,0.0927,-1.3745,1.1383,-0.9479,2.1232,0.8028,-0.3783,-0.7159,-2.3996,-0.0182,0.5229,0.5801,-2.3251,-0.0943,0.3172,0.0905,1.1601,1.9698,0.1381,-0.1412,-0.5906,0.2618,0.9087,-0.8112,-0.7632,0.7049,-0.8611,-0.3605,-0.9506,0.6203,-0.6051,-1.4487,-0.2819,1.1879,-0.7909,-0.7946,-0.27,0.2583,-0.4048,0.9255,0.1679,0.1014,-1.1972,-0.156,-1.561,0.6087,-0.2107,0.0291,-0.0345,0.7632,0.1933,0.7733,-0.522,-0.3369,-0.6958,0.0253,0.0832
1.8843,0.5935,-1.9462,-0.0605,-1.3242,-1.3034,-0.1198,-0.8377,-1.1508,-0.2668,-1.7906,-0.3737,1.6959,0.8235,-0.0296,-2.2472,-0.5603,2.404,-0.2953,-1.3328,-1.0731,0.4605,-0.5194,-0.1132,-1.2576,0.2894,-0.6435,-0.3233,0.4191,-1.2628,1.9387,0.1505,0.4482,-0.3308,-1.8956,0.082,-0.0074,1.1268,-2.199,0.6356,2.4103,0.2357,1.2751,-0.0106,0.2245,-1.7448,-0.6416,-1.904,-1.0649,-0.1911,-0.325,0.0313,-1.0461,0.7265,-1.4327,0.1502,-1.9569,0.4349,-0.1135,-1.1254,1.5153,-0.6289,-0.7034,-0.3495,0.3038,0.2921,1.7076,-0.3596,1.1876,-1.94,3.1425,0.4794,-1.9354,-0.2166,2.0624,-0.3417,-0.1034,-0.9792,0.1535,0.4995
1.0876,-1.1605,-1.3305,-0.8033,0.4339,-0.4398,-0.1625,0.3026,0.1302,-1.7043,0.1883,-1.9429,0.951,1.1285,-0.9097,-0.5872,1.0054,1.7791,0.1316,-0.422,0.3708,-0.0313,-0.5934,-2.2366,0.2917,-0.7963,-0.2359,0.1568,0.2681,-0.8966,-0.1607,1.8326,-0.3269,0.566,-0.2594,0.233,0.8738,-0.4143,-1.325,-1.5962,-0.3804,0.3255,-0.3294,0.7668,-0.634,-0.2782,-1.2003,0.3847,-1.7479,0.3337,-1.0296,0.4111,-2.0354,-0.4477,0.1983,-0.7787,-0.9034,-1.3233,-0.2789,-1.5605,-0.5887,0.598,-1.6463,-0.8207,1.2331,-0.8076,-0.7753,-1.4187,-0.468,0.0256,0.0822,-0.2517,0.2384,0.2209,-2.0029,0.9309,-0.0463,1.3667,-0.3713,-1.0122
0.749,0.0049,0.8862,0.2246,0.0801,-0.1726,0.8164,0.6143,-0.9264,1.6187,1.0074,1.1098,1.3997,-0.1974,0.3557,1.4328,-0.3508,-0.1597,0.9197,1.4007,-0.3993,1.3205,1.6455,1.1907,-0.208,-1.053,0.0806,0.5113,2.429,-0.1314,-2.7861,-2.0008,-1.7431,0.4965,1.4197,-0.0072,-0.3712,-1.0974,-0.1101,-0.1631,1.5585,0.4223,1.8215,-0.8188,-1.8776,0.1624,-1.2252,-0.2693,1.2566,1.7059,-2.8693,-0.2693,-0.0319,1.8397,-0.4812,-0.763,0.6852,1.0353,-1.0739,1.3104,-0.3024,-1.1655,0.2352,1.9636,-1.0176,-0.4553,-0.5635,0.9535,0.0529,1.1913,0.3149,0.246,-0.5191,0.4848,0.2087,-0.8587,-0.7294,-0.1105,-0.2625,0.5208
0.3975,0.7167,1.2911,-1.3028,0.8517,0.5051,1.117,0.1193,-0.0692,-0.0334,-0.8838,-0.3052,0.0356,0.4892,-0.1274,0.0656,-0.4302,-0.7869,-0.9433,-0.6205,0.1762,-0.1687,1.5649,1.0759,-0.9998,-1.5575,-0.493,-0.0835,-0.4129,-1.8349,0.5577,-0.8461,-0.5952,0.7686,-0.8813,-0.5116,0.3991,-2.0604,-0.5432,-1.4432,-0.0622,-0.5311,1.5033,0.8478,-0.7464,1.549,2.2945,-1.313,0.3358,0.113,-0.1125,-1.731,0.7723,-1.4108,-0.2525,0.4466,-2.0457,1.9648,1.9275,0.1074,-1.9398,-0.529,0.5945,-0.1474,0.6539,-0.5562,-0.1565,-2.7194,0.7775,1.9871,-0.3118,0.769,-0.3908,0.2084,0.5784,-1.0055,0.2492,-0.3924,-0.8419,1.4178
1.6161,-0.3135,-0.3796,0.5117,-0.3437,0.6457,1.4139,0.4199,-0.6777,0.1004,-1.3774,0.207,-0.6038,0.6668,-0.5541,-0.0614,-1.2062,1.1285,0.6316,0.3499,-1.241,-1.0112,-1.8814,-0.6685,-0.0183,0.4517,1.0513,-0.7963,-0.6259,0.7201,0.8326,1.7916,-1.2225,0.2644,-1.2845,-0.6103,1.7439,-0.5706,-0.6648,-0.6312,-1.6177,-2.112,0.3101,-0.4036,-0.0379,-0.0361,1.0537,-0.9701,-0.4159,-0.7419,-0.5057,-0.1076,0.501,0.5544,-0.1723,2.4207,-0.5811,0.3585,0.0526,-0.6033,0.9283,0.0428,-0.3725,1.4141,0.5917,2.1762,1.307,0.0596,-0.1616,-0.3693,-0.2933,0.6559,0.6392,-0.8562,-0.2087,3.4228,0.0422,1.7618,-1.2565,1.2406
-1.3827,0.6911,-0.4254,-0.0507,0.1197,1.4338,-0.2829,-1.0359,-2.516,1.3034,-0.5492,0.3456,-0.2896,-0.8109,-0.7642,0.3374,1.3945,-1.1658,0.4441,0.4284,0.4278,-0.878,-1.3532,0.5411,-0.2934,-0.3134,-1.0922,-0.7721,1.4589,1.2418,-0.159,0.0325,-0.7438,0.6442,0.1956,1.0849,0.3121,-1.5479,0.9649,0.1584,0.108,1.4667,-0.1176,-0.3069,-0.2678,-0.2138,0.3797,-0.6282,0.3387,1.311,0.5304,0.0589,0.5589,-1.0804,0.6765,-0.6357,2.7457,1.3115,-1.3939,-0.724,0.286,-2.1902,-2.1045,0.156,-0.6812,-0.1852,0.2198,-0.5722,-0.1332,0.0556,0.6455,2.305,0.0316,0.5027,0.046,-0.3138,-1.1098,-0.1461,0.9114,-0.3338
-0.4986,0.3645,-0.4855,0.9352,-0.4935,-0.084,0.4315,0.1889,-1.0217,-0.6623,1.7416,-0.7666,1.1883,-0.5723,0.8835,-0.1432,0.6091,0.7703,1.1522,0.0179,-0.0879,-0.3617,-1.2888,1.5717,-1.7045,0.357,-1.3375,0.3415,-1.4721,-1.6352,1.3697,1.4901,0.2653,-0.9857,0.3536,0.2054,0.1074,0.2961,-0.0684,0.357,-0.8024,-0.2271,-0.4897,-0.1581,-0.6198,0.52,-1.7605,-0.7848,-0.2325,-0.1982,0.0606,-0.2844,-0.2082,1.4545,0.0769,-1.1772,-1.2765,-1.8607,1.0515,0.0068,-1.2667,0.3656,-0.7466,1.6304,-0.6993,-0.2926,-0.192,-0.5707,-0.0065,-0.245,1.0125,-0.3832,-0.4108,-1.0548,-1.3695,-1.1585,0.4134,0.6349,0.0225,1.8992
1.5829,-1.5801,0.2884,2.2166,-1.2578,-0.8068,0.5131,0.619,1.748,0.6272,-0.3526,1.0397,0.7218,-1.3056,0.34,2.2949,0.9837,1.5505,-0.0269,2.3798,-1.9216,-1.5892,-0.0542,0.1899,0.2715,1.6743,1.1092,-1.0869,-0.6436,1.8018,-0.55,0.3968,0.2758,1.09,-0.1867,0.6557,-1.1823,-0.4411,0.498,1.1807,0.5759,1.4569,-0.1098,0.5835,-0.4043,-0.819,0.5529,-0.331,0.5373,0.9698,-2.7772,1.1587,-2.3528,1.8699,0.2593,1.6777,0.0893,-2.2079,0.3869,-2.9786,-2.7871,-2.4081,1.3396,1.0959,1.152,-1.3718,0.095,0.9029,0.3214,0.4398,-0.1923,0.2106,0.7582,-0.4997,-0.39,-0.1518,-1.9451,1.2573,1.8122,-1.5574
0.831,0.3555,1.7453,-0.2886,1.9302,0.4999,-0.3179,-0.3783,0.4473,0.0701,0.3994,2.4131,-0.755,-0.3096,-1.2438,0.7005,0.0852,0.3665,1.1903,0.1466,-0.2416,-0.6981,0.2637,0.462,1.3001,0.7886,0.8107,1.241,0.8302,1.5442,0.1066,1.9762,1.535,-1.8416,0.3657,-1.196,-0.2948,-0.3428,-1.6457,0.095,-0.0289,0.0203,1.4241,0.1411,0.122,0.151,0.8112,1.1135,0.4332,0.5416,0.4764,-0.3174,-0.7684,-0.1238,-0.2922,0.6165,-0.6729,1.4862,1.2142,0.9072,0.3514,0.8195,-0.1601,-0.3543,-1.95,0.2475,-0.2578,-0.0365,-2.5116,0.8277,1.3461,-1.0767,-0.2577,0.6517,1.1376,0.382,-1.1734,0.038,-0.9246,0.9197
0.0627,0.7327,-0.9698,0.8035,-0.4082,-0.5966,0.8919,0.2736,-0.3302,0.4206,-1.4961,1.4857,0.4549,0.717,1.6635,0.3014,-0.5299,-0.394,-0.2018,-0.3696,-1.803,0.3532,0.5286,0.386,0.7906,-2.3801,-0.876,0.557,0.0036,-0.3437,-0.9934,-0.0553,-0.2472,-1.9273,0.2791,0.1058,-0.788,-1.122,0.8725,-0.0554,-1.4092,-0.7951,2.0214,-0.709,0.7664,-0.8638,-0.7084,-1.5232,0.6187,-0.2564,-0.5816,0.1662,0.0671,1.115,-0.6614,1.0579,0.1523,-0.4819,0.4776,0.3064,-0.9566,-1.0658,-0.9468,1.3058,0.7785,0.0727,1.5001,-1.5898,1.184,1.1512,-0.9978,0.4067,0.6119,0.6938,-2.5188,-0.9283,-0.0492,0.4224,1.9295,0.4985
-0.0192,1.2896,2.0226,0.5055,0.326,2.1052,0.2589,-0.8202,-0.5456,-1.9042,0.6655,0.4684,0.3217,-0.6396,1.1277,-1.0907,3.3136,0.105,0.6804,0.7919,-0.157,-1.0802,-0.1132,-0.7695,0.9092,-0.8595,0.2071,0.704,0.6024,0.4477,-0.2884,-0.1797,-0.5786,-0.7785,1.4313,-1.6941,-0.7422,-0.3116,-0.2681,-0.1547,-1.9794,1.2414,-0.2761,-0.5799,0.6726,0.7364,-0.7134,0.7776,-1.292,0.298,-0.1593,0.0911,-0.3436,1.3216,-0.8709,0.3068,-0.5584,-1.4443,-0.0202,1.9068,0.1138,0.98,1.1205,0.5483,-0.1808,-0.1976,-0.1764,-0.3434,-0.072,-0.4983,-0.097,-0.7536,-1.3484,0.478,-0.9295,-0.3391,0.0029,0.3234,-0.6412,1.0633
1.4777,-0.7794,0.9991,-2.0152,0.357,-2.1896,1.0006,-1.7403,0.1897,1.0323,0.4793,-1.8972,-0.0314,-1.0778,-0.0121,-0.3643,-1.0163,0.0511,0.9069,0.1803,-0.0736,0.5846,0.5843,1.0348,0.5487,0.3302,-0.2961,0.2271,0.7353,-0.9054,-0.9069,-2.0869,2e-04,0.0613,1.0171,0.1105,0.4122,-1.757,-0.5092,-0.0447,-0.4219,1.0223,-0.7824,-1.1776,0.0254,-2.1081,-1.0812,-1.0097,-1.0523,1.249,-0.8869,-1.1966,0.282,1.1061,-0.2786,0.0941,0.4109,1.0432,-1.0549,0.9987,0.0465,0.306,0.456,0.075,-1.6294,0.2494,-0.9269,1.6689,1.8576,-0.013,-0.8379,-1.2895,2.5512,-1.0071,0.7219,-0.985,1.2142,0.4363,0.0932,-0.3924
-0.7962,-0.0444,-0.2936,-1.4833,1.2747,-0.4292,0.6359,-0.934,-1.0547,0.9158,0.5389,-2.331,-0.1454,-0.326,1.9678,-1.3377,-1.2014,0.1784,-0.8726,0.1261,-1.6309,-0.0508,-1.3526,-0.9462,0.2058,0.0257,0.8238,0.7426,0.5071,-0.5058,-1.6667,-1.1323,-0.816,0.1813,0.9415,-0.4751,0.9547,1.158,-0.4964,-1.0309,-0.7419,-0.7601,0.1641,-0.5443,0.9526,1.6879,0.29,-0.2935,-0.1658,-0.7052,-1.0688,-0.5028,0.0333,0.4751,0.3746,-0.9341,0.6289,-0.4225,-1.1856,0.3645,-0.3542,-1.0469,-0.5873,0.159,0.7621,-0.0309,1.0523,-0.412,-0.3146,-1.1314,0.5629,0.119,-0.2056,0.5348,0.7987,0.6783,1.2006,0.6108,0.2837,-0.2629
-0.4056,-1.2996,-1.6411,-0.553,-0.3915,-0.9934,0.7096,-0.624,-0.0045,2.1341,-0.7714,0.3771,0.1528,0.7818,-1.1439,-0.7692,1.2775,0.2814,-1.764,-1.4655,1.0524,-0.491,-2.0421,0.8452,-0.1495,-0.196,-0.6308,2.3914,0.6949,0.296,-0.0467,-0.5348,0.6021,1.0516,-0.629,1.1228,-1.1995,-0.8428,0.6273,-2.2071,0.1616,-0.0884,0.592,-1.4373,1.1923,2.0438,1.2653,-0.9326,-0.3907,-0.7919,-0.2969,-0.8407,-1.5885,1.2994,-0.1955,0.1665,-1.5563,-1.1912,0.9012,-0.0585,0.0447,-0.4706,0.6065,-0.1178,-0.469,-0.1547,0.0755,-0.3104,-0.2341,0.1726,0.8788,0.0785,-2.1753,-0.0322,0.133,-0.1783,1.3277,-0.7424,0.0852,-0.6711
-1.5868,0.4724,0.3525,-0.3357,-0.2234,0.5403,-1.8077,0.2842,0.2062,-0.1656,-1.3163,0.0855,1.1083,-0.7525,-1.6392,-0.73,-0.2385,0.8667,-0.3126,-0.2584,0.1599,-1.2013,-0.8368,0.7262,-1.2562,-1.4358,-1.0383,0.3848,-0.6668,0.9482,-1.6441,0.9497,0.2973,1.0559,-1.5892,0.2804,-0.8061,-0.7899,-1.6391,-1.5476,0.132,0.0426,-1.3844,0.9708,2.6328,-1.4405,0.4822,0.7588,2.7725,0.3515,0.102,-1.4445,0.2645,-0.1565,-0.483,0.6057,0.5936,0.1216,-0.2806,-0.0642,1.4097,0.4629,-0.2153,0.3431,-0.1043,-0.4589,0.3496,-0.8067,-0.2331,1.4398,-1.331,1.014,-1.9625,-0.1398,-0.7091,-0.5289,0.592,2.5114,0.0419,-0.6541
0.3189,0.2846,1.2442,0.4088,-0.3387,-1.6568,0.4665,-0.83,0.4514,0.2946,0.276,-0.3765,1.1339,1.0234,-2.5072,-0.9495,0.8251,-0.0071,0.2826,-0.5028,-0.1893,-0.2753,-1.2744,-0.4232,-0.9702,1.2513,1.6485,-0.3969,-0.2373,-0.6889,-0.1171,-0.1879,0.2262,-0.5646,-0.1427,1.0966,-1.9155,0.1555,-2.3294,0.8701,0.3806,-0.2602,-1.1629,0.5421,0.3801,-0.4655,-0.0739,-0.0973,1.138,1.5682,0.2846,0.1041,-0.6995,1.7781,-0.9667,-0.8604,-1.6136,-0.3971,-0.7688,0.0999,-1.4251,-1.1919,0.0252,1.2648,-0.8826,0.569,-1.2247,-0.2684,-0.8787,-1.0056,-0.5583,-1.0055,0.4027,2.8855,1.659,-0.6046,0.4393,0.1096,0.7211,-0.9135
1.5196,-0.5188,0.7496,0.0926,0.9404,-0.062,-0.3481,1.8062,0.7639,0.0211,0.6784,0.35,-0.0586,-0.4912,-0.646,-0.7807,-1.4348,0.4636,-0.1745,1.0225,0.9452,-0.2792,0.4711,1.5804,0.0945,-0.3922,0.4346,-0.5705,0.4547,-0.2434,1.1462,1.2286,1.019,0.6352,-1.1836,1.519,-0.1327,-0.3373,-1.7633,1.8855,0.334,0.4354,-0.1212,-0.9471,-2.0472,0.8192,-0.1801,0.2278,-1.42,-0.3632,-0.0251,0.9358,1.5247,0.5463,-1.1782,0.5442,-0.7561,-0.5439,0.6179,0.4891,-0.9995,-1.0251,1.6017,-2.2482,0.6039,-0.2306,0.9264,0.045,0.3057,-0.1284,-0.5233,1.0541,0.7076,0.3899,0.8141,0.7942,-1.4965,0.7631,1.4479,1.9558
-1.1304,-0.9875,0.7652,-0.0561,-0.6057,-0.2006,-0.802,-0.0612,-0.3625,1.7001,0.6899,0.3624,0.9007,0.975,-0.5765,-0.1623,0.3888,-0.8554,-0.3722,-0.1127,-0.0534,1.1117,-1.9131,-0.2736,-1.7853,-0.0886,0.1341,1.8681,0.8233,0.5904,-0.4649,1.9728,1.5648,0.4948,1.0718,0.7183,1.1728,-0.2219,1.1785,-0.6336,-1.1529,-0.434,0.9323,-0.112,-1.1075,-0.5733,-1.359,0.8834,0.0787,0.1162,-1.0938,-0.39,1.1523,-0.1013,-0.6946,0.5687,1.2779,0.4975,-1.3385,-0.8864,-1.4638,-1.7404,0.5251,1.1143,0.2125,0.1377,1.6312,0.656,0.9548,-0.0306,-0.0178,-1.0494,-0.5917,0.4175,2.0593,0.2288,-1.3729,-0.126,-0.7356,-0.5511
-0.8481,-0.3391,-0.8669,0.6561,-0.8698,-1.1825,1.609,1.0858,0.1673,-1.4516,0.7416,0.0638,-0.6942,-1.5759,0.9065,1.026,-1.7063,1.6364,-1.8447,1.5086,-1.0287,-0.2884,-0.3297,0.5994,0.0168,1.2297,1.5393,-0.2146,3.2744,0.3104,-2.1908,0.6614,-0.4162,1.1997,-0.5565,0.369,0.0092,1.1748,0.242,-0.4535,0.0137,-0.0089,0.4815,-0.5163,-0.8639,-1.7737,-0.322,0.5977,1.2168,0.0898,-0.5121,-0.1484,0.1695,-0.5075,-0.7503,1.256,0.0603,-1.2845,1.6585,0.7687,0.2905,-1.923,-0.266,-1.1396,-0.9302,0.093,0.6439,0.6366,0.2348,-1.4148,-0.9471,1.5936,-0.0549,0.1723,0.1321,-0.3132,-1.6313,-1.4164,1.0368,0.436
0.1383,0.3834,-0.9676,0.7211,-0.3676,-0.6144,-1.2635,0.2129,0.5014,-0.8376,1.4837,0.4234,-1.5599,-1.3538,1.2614,1.4466,-0.4081,0.222,-1.6966,1.2143,1.0699,0.8306,-0.9296,-0.7146,-0.5434,-1.5473,-0.4475,0.3306,0.557,-0.1755,-0.2388,0.2384,1.1797,0.0174,-0.205,-0.1768,0.2958,-1.841,0.9734,-0.2327,-0.3816,-0.4121,0.4138,1.5552,0.1118,-1.726,0.7266,1.1007,-1.0117,-0.2293,-0.8455,0.7547,-0.991,-0.9664,-0.3386,0.1176,2.0979,-1.3947,0.0945,-2.6609,-0.2636,-1.2358,-1.1034,-0.6426,-0.3082,-0.3904,1.3476,0.6949,0.8136,0.0451,-0.1369,1.0939,-0.7212,0.0457,-0.3515,0.3317,-0.3209,0.9022,-1.3739,1.289
