"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32"
-0.7019,0.0379,-0.4742,-0.7342,1.6464,1.8391,-0.1899,0.7468,-1.0886,-0.8949,0.2682,0.9312,0.4205,-0.1131,-2.1429,-0.7915,-1.1573,1.4324,0.7381,0.3225,0.8686,0.8825,-0.5712,1.3552,-0.6022,1.3541,-0.4814,0.6875,-0.1956,-2.7139,-0.1372,-1.3602,-0.1046,0.4676,-1.3469,-0.5444,-0.23,-0.5523,-0.6177,-0.4884,-0.2184,-0.38,1.0404,-0.8643,-1.0386,-0.3417,1.2308,1.3489,0.2512,-0.7783,0.6736,0.7248,0.562,-0.0118,0.1372,0.8286,-0.1268
-1.233,0.4332,-1.1538,2.6605,1.1854,0.123,1.373,0.6055,-1.133,1.2093,-0.5756,0.0556,1.7722,0.9528,-0.0823,0.0662,-0.7875,0.5845,-1.2884,0.3854,-0.7407,-0.6601,1.118,0.2752,-0.5392,-1.2826,0.554,0.8966,0.1464,1.2536,-0.7007,0.9695,0.3868,0.4775,-0.4952,-0.34,-1.6016,0.6433,-1.5342,0.0376,-0.4182,0.306,-1.0798,0.5164,-0.9405,-0.3923,0.8543,-0.4073,1.1926,0.5103,-0.1469,-0.9616,-1.064,0.4827,0.1077,0.4764,2.0036
-1.0344,-0.3577,0.9006,-0.8693,1.7624,0.2525,1.1994,-0.9248,0.0646,-0.5505,1.2854,0.3862,-2.4866,-1.1073,0.5755,2.36,0.4514,2.1718,0.6967,0.8568,1.2265,-0.7627,0.1684,0.6833,-0.389,0.264,0.3031,0.878,2.1978,1.7869,-0.0371,-0.7323,1.9724,-0.263,0.0934,-0.4177,-0.4077,0.326,-0.2338,-1.0414,-0.2564,-1.5976,1.9029,0.1371,1.7502,0.6856,0.1181,1.785,0.9868,-0.1601,-0.3904,0.9324,0.0015,1.6124,-0.4489,-1.205,0.1943
-1.0451,1.164,-1.6895,1.2997,0.5761,0.1645,0.0153,1.1808,-0.2711,2.3761,-1.1161,-0.0618,1.2376,0.6343,-0.2093,-0.014,0.3598,-0.4181,1.1738,-1.186,0.5974,0.1553,0.7096,-0.7313,1.1373,-0.8585,1.6195,0.6846,-0.0036,-0.5402,-1.8186,-1.0748,0.3592,-0.3075,0.3524,0.9839,1.1264,-0.3128,1.3676,2.037,-0.5689,-0.3719,-0.3717,1.0445,-0.3654,0.5541,0.113,-0.7222,-1.0721,-0.4575,1.2822,-0.6106,-0.0061,0.5709,-0.1373,0.2339,-1.6168
1.6511,0.8953,-1.3491,0.9534,0.9574,-0.1585,0.5954,-0.5639,0.7933,-0.6111,-1.6265,-1.3775,0.7406,0.2236,0.757,-1.7856,0.3771,2.2555,-0.3105,-0.0918,0.8415,-1.2029,0.2326,-0.5823,-1.4163,0.3295,1.6838,-1.7235,-2.0227,3.5604,1.1539,-0.6502,-0.0381,0.0604,1.4288,0.2159,-0.0167,-0.947,1.7565,-0.2742,0.3222,0.8564,0.0526,-0.3051,0.7256,1.9257,-0.3785,0.8418,-0.2253,-0.1737,-0.8097,-0.8016,-1.7762,3.7902,-1.7952,1.3211,2.4583
0.7862,0.1657,-0.178,-0.8457,-0.1856,0.1632,-1.2694,-0.3116,0.2897,-1.7171,-0.3728,-0.7712,0.8438,0.3224,-1.3828,0.3408,0.5892,-1.3565,1.9428,-0.4265,-0.6332,-1.2462,0.31,0.7944,-1.3672,0.621,-0.3751,0.4543,0.5259,-0.4177,0.9469,-2.8814,1.4217,-1.2097,0.511,0.3205,-0.5002,-0.9182,0.647,-0.0513,0.141,-1.9942,-0.4832,0.0893,0.9662,0.6148,1.5469,1.1532,-1.772,1.1967,-0.0073,0.1987,1.1369,0.9041,-0.3377,0.9979,-0.2446
-0.6239,0.9048,0.0783,0.6735,0.8449,0.1603,0.2717,0.4153,-0.5174,2.8507,-1.6682,-1.6822,0.1751,1.3814,0.3298,-0.305,-1.5658,0.3961,-0.8864,1.3182,0.2857,0.8681,-0.4208,0.3863,-0.8975,-0.111,-1.566,-0.4911,0.0533,0.2047,-0.1842,-1.1573,1.0815,0.0364,-0.5476,-0.8468,1.1119,0.4209,0.3,-1.3018,-0.895,2.4903,-0.3688,0.6017,-0.0079,0.3976,-2.9685,0.4221,0.9651,-1.6823,-0.7227,0.9967,0.2673,-1.0266,-0.6209,-1.5469,0.0888
-0.6049,0.5838,0.757,-0.1109,-1.9731,-0.9497,-0.9291,0.7361,0.9663,-0.1644,-0.034,1.0523,1.0314,-1.2604,-0.9023,2.3241,-0.2264,1.0476,-1.227,0.4805,-0.1579,-0.3769,0.4744,-0.7544,-2.224,-1.2731,0.0581,0.1103,-0.8297,-0.8443,-0.338,-1.428,0.4627,-0.0304,0.1774,0.6347,1.1644,-1.3303,2.175,-1.2056,0.2597,-0.1385,-0.2271,-1.3457,-0.2114,1.2943,-0.1486,-0.0511,-0.4425,-1.2817,1.0462,1.6796,-0.3867,0.4845,-0.2043,0.2655,0.2958
-0.709,-0.563,-0.2909,-0.3561,1.8716,1.0224,0.6152,-0.2773,-0.0913,0.486,0.3661,-1.1489,0.023,0.3166,1.2816,-1.2723,0.3781,-0.6263,-0.9057,1.3403,0.2123,0.5565,1.3325,0.2888,1.0656,0.0616,-0.2835,-0.102,-0.7503,-0.14,-0.4434,-0.2905,0.7514,0.4485,-0.9133,0.1708,-0.7882,-0.1545,1.5037,0.1153,-0.1713,-1.7657,-1.6513,-2.0982,-0.0828,-1.8596,0.097,0.5436,-0.3445,0.1583,0.559,-0.1508,-0.2233,0.4797,-0.1098,-1.3542,0.1154
1.1024,0.8206,1.1967,0.9413,0.0673,-0.14,-1.8268,-0.5047,-0.1328,-0.8046,-0.4194,-0.8185,0.4627,-1.0084,1.4181,0.2894,1.2907,-0.8329,0.3356,-0.2455,1.1469,-2.3032,-1.2899,-0.3286,0.5735,-0.0572,0.231,0.4318,0.5973,0.1762,-0.6041,-1.3973,-0.7043,-1.3633,-0.7291,1.4852,0.4406,0.9527,0.4983,0.7878,0.2599,1.2543,1.6301,1.0795,0.932,1.3737,1.2939,0.0744,-0.1385,-3.3147,-1.0826,-0.3239,0.008,-1.0581,0.2126,-0.6458,0.5657
-0.11,1.4921,-2.5474,0.0409,-0.564,0.2295,-1.0154,-1.4643,0.6029,0.883,1.3986,1.0585,1.0539,-1.9635,-1.1259,1.0976,0.5927,0.9952,0.5217,-1.9423,-1.1036,0.9661,0.1651,-0.1593,0.1056,1.6411,-0.814,-0.1432,-0.611,0.4164,-1.0582,0.2873,-0.4335,1.5638,0.5402,-0.4973,-0.8757,-1.1081,1.0644,-0.6419,1.1898,-0.2978,-0.6031,0.7794,1.1139,0.4767,-0.5744,-1.0652,0.6256,-0.6774,0.6916,-0.2924,0.2116,-1.5156,-0.0664,-0.5119,0.9495
0.6876,-0.0314,0.969,1.2861,-0.1451,0.2084,0.9311,0.4691,-0.6249,0.7804,0.5286,-0.3568,-1.0914,-1.0499,0.0952,-0.0255,-0.8398,0.0515,1.3209,-0.484,0.8721,3.1042,1.2558,0.7316,-1.6475,0.2792,0.588,0.7664,1.149,-1.067,-0.1385,-0.4331,0.4761,0.9005,-1.4176,0.9536,-1.7,0.5676,0.2255,1.157,-2e-04,-1.1736,0.9403,-1.078,-1.7679,-0.6477,0.9199,0.6308,1.5547,-1.8991,-0.9951,-0.9374,0.1298,0.7172,1.1572,0.731,-1.5511
-1.5853,0.3062,-0.5966,0.2469,-0.9663,1.8941,-0.39,1.1448,-0.2915,1.0639,0.1028,-0.0813,0.0576,-3.4973,0.3977,-0.1717,0.2765,-1.0894,-0.4048,0.5517,0.8855,-0.1158,1.2824,1.1984,0.1916,0.7413,0.4753,-1.5737,-0.3744,0.4143,0.2547,-0.1158,2.1806,1.8868,1.3314,-0.8546,0.2084,0.3563,0.1649,-1.3207,-1.5709,-0.1565,1.239,-1.822,0.2199,-0.1564,-0.8154,1.3074,-0.1344,0.2279,-1.6952,1.0134,1.8728,-1.0597,1.162,-0.6844,1.4114
1.4655,-0.3895,-0.994,-0.0917,-0.6177,0.4682,0.8131,0.1411,0.5804,-1.3587,1.8584,-0.4402,-0.4874,1.226,0.6566,-0.0947,-0.5024,-1.6264,1.3267,0.9054,-1.8463,-0.4421,-0.756,0.5064,-0.4175,-1.8429,1.6821,0.9793,-2.7398,-1.382,-0.3126,0.9404,-0.5753,1.2016,1.6418,-1.0544,1.3214,0.4339,0.5682,1.3899,1.4402,-0.2021,0.5776,-0.9523,1.5568,-0.2448,-1.167,-0.3021,1.1977,0.8374,0.668,0.1894,-0.3523,-0.3278,-0.5847,0.2996,-0.0018
0.4788,-0.0651,-1.566,0.7698,-1.5529,0.029,-0.4811,0.2609,-0.9653,-0.2748,1.8504,-1.1798,0.0323,2.3819,0.0458,-0.2983,1.8947,0.55,-0.2506,-0.4106,0.5514,-0.4176,-0.1242,-0.59,0.3806,2.3496,0.9438,-0.4163,-1.1385,-0.6159,1.2484,-0.3541,-0.9873,-1.0852,-0.154,0.3208,1.9496,-1.0807,1.6317,-0.6204,0.5372,-0.8097,1.8994,-0.6422,1.3045,0.1529,-0.2523,-0.0672,0.4241,-0.165,-1.6566,-0.6983,-0.1269,-0.2768,0.5548,-0.4092,0.341
0.247,0.4352,1.5367,1.0025,-1.2825,-1.434,1.1843,-0.2632,-0.695,-1.6148,2.2471,-0.5028,0.6369,0.5168,-1.1922,-0.2946,0.6462,-0.1895,-0.3499,-1.1899,1.3683,0.1909,-0.5809,0.2892,0.0378,-0.9959,0.3067,-1.6766,-1.3744,-2.0123,0.9624,-0.2133,0.6045,-1.9323,-0.2608,-0.4345,0.2641,0.2147,-0.7754,-1.6668,-1.099,0.3744,-1.2876,-0.7144,-2.6349,-0.3602,0.8216,-0.5464,-1.2346,-0.6394,-0.4708,1.4906,1.0157,0.591,-0.6108,-1.6247,0.3941
-0.6545,-0.2054,-0.575,0.8139,1.1533,1.4654,1.4137,-0.5039,-0.6878,0.7336,-1.8299,0.5339,1.1741,-0.6392,-0.0961,-1.1902,0.0091,0.8094,-0.1089,0.0338,0.4151,0.4989,-0.4382,0.6632,-0.2863,-0.9501,-1.2729,-1.0653,-1.4241,0.4778,-1.2842,0.0335,0.0757,-0.5234,-0.4237,-0.5679,-1.5813,0.8252,1.8168,0.8058,0.6581,0.1914,-0.4898,-0.6607,-0.647,-1.5526,0.3161,0.7524,-0.1892,0.6234,0.9197,0.4891,1.1505,-0.4222,-1.3847,-1.2429,-1.2387
1.4014,1.1007,0.2754,-0.1612,-1.3952,-0.2602,-1.8737,1.8848,-0.4742,-1.4116,-0.1361,0.5909,1.4177,0.4347,1.0771,-1.5049,0.3041,1.615,-1.4892,-0.8964,0.1845,-0.7552,1.1792,-0.6651,0.195,1.5116,0.3499,-0.9868,0.3969,0.4068,1.0765,1.9809,0.3171,-0.4536,-0.7136,-0.8841,-1.0267,-0.4413,1.779,1.0207,-1.6303,0.1084,-0.3205,-0.6006,0.1386,0.4253,-0.1881,-0.3085,1.2922,-1.2693,0.0449,-0.4148,0.1256,-0.1016,-1.8156,0.7089,-0.3494
0.9906,-0.2887,0.6553,-0.2574,-0.0096,-0.3788,1.5718,-0.4001,0.5701,-1.3816,0.9131,-0.077,0.558,-0.4432,-1.1927,-0.6722,0.2562,-0.8365,0.0743,-0.7166,0.0051,0.0147,-1.5652,0.6216,0.6452,0.0514,0.5731,0.8967,1.0167,-0.3801,-0.8338,-0.7311,-0.1493,1.0535,0.2414,-1.3658,1.2833,0.3195,-2.2422,0.8265,1.2184,0.3427,-0.1722,-1.2837,-2.1019,0.135,-0.3927,-1.7156,-0.1734,-0.3042,0.4983,-0.1504,2.4773,-0.0658,0.8794,-2.0212,-0.1288
0.4792,-0.5865,-0.0169,0.6614,-0.5225,-0.1606,-0.0777,-1.9432,-0.4599,1.7977,-0.0048,0.9806,-1.1803,-1.054,0.6648,-0.7638,0.6716,-0.2534,-0.4334,1.074,-0.331,-0.0533,2.5152,2.5301,-0.7214,-1.0102,0.2602,-0.7893,0.7721,1.2946,1.7513,-0.6122,1.3026,-1.7556,-1.1648,-1.4985,-0.403,1.0337,-0.6691,0.8631,0.161,-1.1779,0.1642,-0.2596,-2.5975,0.6022,0.1958,-0.5374,-2.3307,0.0495,0.8929,-0.2859,-1.1492,-1.5049,-1.0547,-1.3948,0.152
-0.2712,1.322,0.0102,0.6737,0.8389,-1.1782,-0.1909,-0.898,0.505,-1.0954,-0.1285,-0.7314,0.9528,0.6262,0.0814,0.8744,-0.1618,-1.1271,-0.2112,-1.901,1.3682,0.9099,0.2082,-0.371,0.5799,2.0283,0.0837,-0.1536,-0.0562,0.6776,0.6447,0.4421,0.3247,-0.8401,-1.0472,1.4671,-0.5128,-1.6363,-0.843,1.3083,0.405,0.6465,0.0427,0.3242,-2.7844,0.5332,0.812,-0.5611,1.4793,0.7834,0.8289,1.0645,0.0413,1.1675,-0.6296,-0.8439,-0.2643
-0.1377,0.1633,0.9074,0.6265,1.9303,0.2857,0.3418,-0.6066,-1.4024,1.8653,1.4104,-0.6566,1.4358,0.5464,0.2235,0.9349,-1.218,0.8626,0.0167,0.3176,-0.8071,0.7701,-0.3611,-1.9495,0.1748,-0.4794,0.1038,-1.8179,0.7223,0.1512,-0.1323,-0.4281,-0.4021,0.3501,-0.5508,0.6552,1.0109,-1.3975,-1.368,1.1584,0.2841,-0.0855,-0.2783,-0.1517,-0.7471,1.3147,1.029,-0.4578,-0.624,-0.8726,1.0739,-1.124,-0.6764,1.1696,0.7169,-0.0852,-0.4875
-0.6776,0.3476,-0.19,-1.4025,-0.4981,-0.6981,-1.5115,-0.3945,0.8944,-1.3951,0.5351,0.0981,1.6159,1.4446,-0.8407,-1.7272,-0.1362,2.0154,2.3914,-0.9821,2.3139,-0.4725,1.1628,1.375,0.0862,-2.6076,1.6899,0.8208,-2.4152,-0.5501,0.07,0.1536,-1.1428,-0.8397,0.004,1.8407,-0.1688,0.9711,-0.1172,0.9711,0.4713,-0.0263,-1.2663,1.8412,1.4118,0.4366,-0.3967,0.4754,-0.7882,-0.3104,-1.1743,-0.2244,0.4499,-0.4225,-0.7754,-1.3071,0.7973
0.7277,0.9862,1.063,-1.8527,1.1189,-0.1404,-0.2298,0.5417,-1.8028,-1.4828,-0.3303,8e-04,0.5276,0.6885,0.4556,1.1486,-0.5392,-0.3729,0.1804,-0.6369,0.2139,-0.5454,0.8398,-0.5204,-1.0441,1.2331,-1.6469,0.0298,-0.6682,-0.1676,-0.5031,-0.4308,1.1585,2.0545,-0.0728,-0.2673,1.1133,-0.0546,-1.8253,-0.2774,-0.4867,1.3066,0.2631,0.2882,-1.3463,1.471,0.6941,-0.187,0.8596,1.6336,0.0966,0.0799,-1.6122,1.6663,1.3036,0.3058,0.5503
-0.6193,0.5809,-0.5554,-1.2269,-0.5094,0.0119,-1.744,-0.6793,-0.7107,1.0905,0.3849,-1.0628,-0.7315,0.6357,1.4897,-0.8107,0.5608,2.0607,1.8718,0.5582,0.1189,0.9914,0.3713,-1.2656,0.8701,0.1748,0.0632,1.9743,0.323,-0.9674,-0.0399,-0.1829,-0.0866,-1.0458,-1.7688,-0.4143,-0.5099,-2.4627,-0.5917,-0.8575,0.153,0.387,-0.6771,0.5793,-0.8496,1.5454,-0.8802,0.8044,-0.2856,2.1881,-0.6513,1.5226,-1.2257,0.3342,-1.0643,0.093,-0.4482
0.2547,-0.2431,-0.8408,-0.4303,0.0036,-0.0248,2.1131,-0.3499,1.5963,0.3228,0.5736,0.7225,-0.9809,1.8947,1.2278,-0.9812,-1.6923,0.5208,0.5118,0.8086,-0.4824,0.5828,-0.279,-0.2274,-0.7509,0.0556,0.6472,-0.5559,-1.109,-0.4466,0.1225,0.0109,-0.4554,0.319,0.5984,-1.5143,-1.1577,0.1063,0.1796,0.9881,1.0413,-0.5008,-1.2069,-2.5957,0.4331,-2.1027,1.1281,-0.0956,-0.0762,1.134,0.8702,-0.0126,-0.8399,0.7656,1.2298,-0.5701,1.8533
-0.0342,-0.1932,-2.2603,0.1117,0.531,-1.9211,0.9679,0.6091,-0.4168,-0.1384,-1.1044,-1.474,1.2409,-0.1033,-2.0145,-0.0375,2.9132,0.3509,0.4313,0.2142,0.6149,-0.8126,0.7022,-0.2534,1.5194,-0.9832,-0.6196,-0.1961,0.4656,-1.4912,-0.6323,-1.1559,0.6399,0.0767,-0.2036,0.5488,0.8194,-0.6639,0.8027,-1.1675,-1.324,-0.4586,0.152,0.4736,1.2844,-1.1567,0.664,1.419,0.7379,-0.4548,-0.5529,1.6429,-0.2838,0.6528,-0.1919,0.3447,-0.9948
0.9621,1.0787,0.1369,-1.363,-0.1632,0.4791,-0.0303,0.0462,-0.1459,0.6619,-1.9348,-0.4367,0.4804,0.3308,0.4875,1.9086,-0.69,-0.1883,-0.6066,1.6725,-1.2382,1.1394,-0.2573,0.0183,-1.9874,0.2092,1.1331,-0.5092,0.5905,0.2081,-0.3582,1.2821,-0.0282,-1.7527,-1.0898,0.3828,1.9591,-0.6833,-1.6496,1.2563,0.4503,0.8183,-0.2148,-0.429,-0.1798,-0.8301,-0.102,0.0442,-1.7383,-0.431,-0.5401,2.4115,0.334,1.239,0.6393,-0.8578,0.4111
-0.3675,0.7075,1.5469,-1.2866,1.3635,-0.468,-0.8598,0.5073,0.8423,0.6581,-0.218,-1.2782,-1.543,-0.6645,1.1823,-1.4693,-0.7621,-1.1332,0.6626,-1.5772,1.1307,0.139,-0.9171,-0.3675,0.4261,0.4049,0.5436,0.4722,-1.5406,-0.2295,0.098,-0.1688,-1.7498,-0.0893,-0.4019,1.4754,1.372,0.9256,-0.6318,-0.7338,-1.1201,1.0677,0.4177,0.3377,-0.3328,-0.3685,-1.3796,-0.4675,0.2562,-1.8364,-1.1657,-1.0636,0.3659,-0.2201,0.1104,1.7192,-1.1885
0.7599,0.266,0.8154,-0.649,1.0105,-0.4282,0.2125,0.2734,-0.507,-1.0518,0.5118,-1.1105,-0.2769,-1.3198,0.9285,0.0703,-0.0496,0.0233,-1.4239,-0.2253,-0.7216,-0.5235,-0.3711,-0.1808,0.3331,-0.8815,1.9333,-1.7896,-0.3576,-0.0789,-0.3223,0.9999,0.906,0.3099,0.9669,0.0921,0.3704,-0.2138,0.6874,-0.089,1.3653,1.1269,-1.0736,0.2141,1.0877,-0.6729,0.4854,-0.9191,-0.895,0.8775,-1.3837,-1.0552,0.4386,-0.0824,1.8495,-0.7488,0.5099
-1.9752,-0.0112,-0.3785,0.4492,1.0153,0.9156,1.1127,0.6046,0.1913,0.4861,1.296,-2.2381,-1.2705,-1.1721,-0.465,0.007,0.3857,0.3738,-2.938,1.8629,1.0806,1.8495,0.9676,0.2088,-0.0947,0.8562,0.5962,-1.256,1.0821,-0.3629,-0.9279,1.3336,1.591,-0.7458,-0.9667,0.0626,0.6612,-0.7799,-1.0908,0.4182,-0.0798,0.3441,0.4211,-0.867,-1.3059,-1.0263,-2.0549,2.0306,-0.408,-0.042,-1.0696,-0.5126,0.306,2.2187,-0.0571,-1.1859,-1.9873
0.8759,-0.2706,2.386,0.1126,-1.2532,-0.843,0.8922,-1.0712,1.5669,-1.4967,-0.3089,0.3657,1.0076,-0.4426,-0.0771,2.2684,-0.6561,2.0638,-0.628,0.0189,-1.1922,-0.1514,-0.747,-0.5729,-0.6961,1.3207,-0.8557,-1.1132,0.8343,1.3368,-0.2908,0.4117,0.8669,1.5451,0.1918,-0.3191,0.8562,1.5607,0.6264,1.3518,-0.7539,-0.306,-0.6147,0.5133,1.6242,-0.4414,0.1271,-1.1585,-0.6137,-0.1707,-1.0562,1.584,0.3378,0.5048,-1.2428,-0.5531,-1.6168
-1.3107,1.1379,-1.4671,-1.9103,1.0136,2.74,0.5731,-1.1344,-1.9327,1.384,-0.4664,0.9355,0.7483,1.3248,-0.1872,1.5757,0.2959,2.3103,-0.9861,1.2177,-0.7525,-0.2964,0.092,-0.3545,-0.3055,0.6546,0.0214,0.3062,1.4251,1.8202,-0.4133,-0.4467,-0.0052,0.3212,1.606,0.2488,0.0526,-1.1921,0.6167,-0.7223,-0.6885,0.4488,0.373,0.4726,0.7693,-0.0318,-0.5212,0.1569,-0.8261,1.1737,-0.2331,0.2172,-0.0044,0.9508,1.7253,-0.1893,0.3477
0.2464,0.5568,0.2198,-0.6294,-0.4329,0.3765,-0.1917,-0.8298,0.7101,-1.7503,-1.6872,0.3554,0.9826,0.8237,1.5836,-1.5502,0.5533,-2.2967,-1.3692,1.0598,-1.7067,-1.0127,0.4428,-1.5857,-0.7571,0.805,2.4342,-1.3489,1.9374,-2.0854,1.76,-0.259,-0.8855,-1.4436,-0.285,-0.4775,0.0225,0.1624,-0.7489,0.0265,-0.0551,-0.1747,1.2853,-0.456,0.7235,0.1992,0.1893,0.947,-0.9585,-0.4358,-0.5198,-0.567,2.0575,-0.8057,0.6813,0.11,0.3031
-2.2836,0.5835,-0.0954,-0.2594,-0.2458,1.7934,-0.7932,0.6374,1.004,0.9444,-0.6558,-0.2189,2.4509,0.2396,-1.5706,1.2582,0.7572,1.6157,1.4051,2.1714,0.1405,-0.4985,-0.9894,1.1912,-0.6413,1.3787,1.7843,1.1375,-0.1387,-0.0952,1.525,-1.4419,-0.1103,0.9902,0.3526,0.4,-0.873,1.0215,-0.1762,-0.3726,0.1172,-0.5726,0.6068,0.7129,-0.1907,0.4162,-1.1363,0.47,0.3279,-0.035,1.178,-1.0601,-1.9568,0.0446,-1.4944,0.2475,0.813
-0.0924,-1.0431,1.1716,1.4665,0.641,-0.0069,-1.5402,-3.2538,-0.6504,0.8793,0.7602,0.9313,1.2984,-0.2028,-0.0548,0.7429,1.2072,-0.2915,0.4568,-0.6468,1.3494,-0.4763,1.0167,0.7106,-1.4932,-1.0225,0.8035,0.2637,-0.6285,0.2562,-0.8646,0.1647,-0.5501,-1.6963,-0.4022,-0.1214,-1.0864,-0.2398,-1.3292,1.4678,-0.5177,0.8859,0.4952,-0.8739,0.9823,0.0772,0.0868,1.6064,-0.0416,0.7559,0.3928,-0.8952,-2.2185,-1.1808,-2.4191,-1.0973,0.6183
-2.087,-0.8089,-1.2228,1.2759,1.043,1.538,0.1154,0.4309,0.2236,-1.156,-0.9178,0.8209,2.0129,0.5535,-0.5887,-0.8989,-0.3537,0.3283,0.4932,0.8255,0.1879,0.0483,-1.1694,1.3664,1.4967,0.6974,1.9137,0.1367,0.373,-0.1,0.9637,0.4105,1.6529,-1.8539,-0.4106,0.2852,0.5975,-0.7098,0.1117,-1.6393,0.3409,0.7822,1.1417,0.8933,0.2888,1.0518,1.3255,1.1312,1.0192,0.2991,0.0282,0.6254,-0.1753,-0.913,-0.8138,0.7606,1.0236
